# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=2083475608
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.99
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=startle_size_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_b.1,z_b.2,z_b.3,z_b.4,z_b.5,z_b.6,z_b.7,z_b.8,z_b.9,z_b.10,z_b.11,z_b.12,z_b.13,z_b.14,z_b.15,z_b.16,z_b.17,z_b.18,z_b.19,z_b.20,z_b.21,z_b.22,z_b.23,z_b.24,z_b.25,z_b.26,z_b.27,z_b.28,z_b.29,z_b.30,z_b.31,z_b.32,z_b.33,z_b.34,z_b.35,z_b.36,z_b.37,z_b.38,z_b.39,z_b.40,z_b.41,z_b.42,z_b.43,z_b.44,z_b.45,z_b.46,z_b.47,z_b.48,z_b.49,z_b.50,z_b.51,z_b.52,z_b.53,z_b.54,z_b.55,z_b.56,tau.1,tau.2,tau.3,aux_unscaled.1,p_gamma.1,p_z_beta.1,p_z_b.1,p_z_b.2,p_z_b.3,p_z_b.4,p_z_b.5,p_z_b.6,p_z_b.7,p_z_b.8,p_z_b.9,p_z_b.10,p_z_b.11,p_z_b.12,p_z_b.13,p_z_b.14,p_z_b.15,p_z_b.16,p_z_b.17,p_z_b.18,p_z_b.19,p_z_b.20,p_z_b.21,p_z_b.22,p_z_b.23,p_z_b.24,p_z_b.25,p_z_b.26,p_z_b.27,p_z_b.28,p_z_b.29,p_z_b.30,p_z_b.31,p_z_b.32,p_z_b.33,p_z_b.34,p_z_b.35,p_z_b.36,p_z_b.37,p_z_b.38,p_z_b.39,p_z_b.40,p_z_b.41,p_z_b.42,p_z_b.43,p_z_b.44,p_z_b.45,p_z_b.46,p_z_b.47,p_z_b.48,p_z_b.49,p_z_b.50,p_z_b.51,p_z_b.52,p_z_b.53,p_z_b.54,p_z_b.55,p_z_b.56,p_tau.1,p_tau.2,p_tau.3,p_aux_unscaled.1,g_gamma.1,g_z_beta.1,g_z_b.1,g_z_b.2,g_z_b.3,g_z_b.4,g_z_b.5,g_z_b.6,g_z_b.7,g_z_b.8,g_z_b.9,g_z_b.10,g_z_b.11,g_z_b.12,g_z_b.13,g_z_b.14,g_z_b.15,g_z_b.16,g_z_b.17,g_z_b.18,g_z_b.19,g_z_b.20,g_z_b.21,g_z_b.22,g_z_b.23,g_z_b.24,g_z_b.25,g_z_b.26,g_z_b.27,g_z_b.28,g_z_b.29,g_z_b.30,g_z_b.31,g_z_b.32,g_z_b.33,g_z_b.34,g_z_b.35,g_z_b.36,g_z_b.37,g_z_b.38,g_z_b.39,g_z_b.40,g_z_b.41,g_z_b.42,g_z_b.43,g_z_b.44,g_z_b.45,g_z_b.46,g_z_b.47,g_z_b.48,g_z_b.49,g_z_b.50,g_z_b.51,g_z_b.52,g_z_b.53,g_z_b.54,g_z_b.55,g_z_b.56,g_tau.1,g_tau.2,g_tau.3,g_aux_unscaled.1
-175.506,0.959715,0.081493,6,63,0,205.386,-0.0926739,-0.0261235,-1.16273,1.40851,-0.0693816,-0.493093,0.496579,1.17211,0.330523,-0.788815,0.00435411,-1.46655,1.4508,0.703291,0.155196,0.318588,-0.228255,0.0878326,-0.992322,-1.85452,-0.389253,0.110016,1.20012,0.593092,0.735163,-1.57538,0.0237197,1.59413,2.43891,1.03049,0.158566,-0.899105,2.39961,1.40894,-1.24238,0.637607,0.109291,1.92412,-0.490865,-0.182612,-1.58091,0.603774,-0.154336,0.0677137,1.54891,-0.549437,0.000988373,-0.486274,0.265668,-0.55413,0.109819,0.580962,0.979367,-0.082752,1.72086,3.02706,0.164833,-0.374615,-0.0398561,-0.00621724,-0.21331,-1.22923,1.24797,0.75532,0.583152,0.105101,-1.81868,0.798925,0.257113,-0.914764,-0.229806,0.865557,-0.0330685,1.05988,-0.54809,-0.432029,0.14391,0.910523,0.794227,-1.94329,-1.25937,0.290834,-1.58784,-0.666556,0.922103,-0.712127,0.575753,-0.485789,0.0470371,0.0309539,-0.00222456,-0.824964,0.473927,0.0269614,-0.417764,1.31622,-1.83401,-0.537531,-0.120779,-0.784457,0.969735,0.700852,0.00565926,2.13703,0.12926,-0.684074,3.79251,0.702083,0.0536133,-1.51384,-1.38535,-1.76788,0.56997,1.6202,0.617087,1.33187,-0.304449,-0.685639,-0.765482,-0.0760932,0.417484,-1.02007,-0.924526,-3.44154,-0.0239262,0.512188,-1.23614,1.48559,0.00519028,-0.505278,0.634383,1.31374,0.462979,-0.849699,0.140431,-1.61081,1.52201,0.766081,0.218937,0.161789,-0.159394,0.15913,-1.11763,-2.52081,-0.381182,0.109331,1.07815,0.661815,0.800303,-1.51679,0.0586151,1.66325,2.44519,1.1413,0.0418649,-0.837623,2.41623,1.44663,-1.18587,0.700774,0.180663,1.99557,-0.605971,-0.0938915,-1.91603,0.603774,-0.104233,0.229821,1.34656,-0.504599,0.333905,-0.542527,0.510924,-1.34113,0.127925,0.847125,0.998397,-0.178307,1.72086,2.4808,0.70894,-0.374615,2.944,0.371076,-1.75596,-0.437647
-168.017,0.995023,0.081493,6,63,0,207.97,0.0907733,-0.754275,0.292069,-0.788047,-1.19692,1.3538,-0.983973,-0.166235,-0.156057,-0.306643,1.05737,0.192355,-1.15566,0.278357,0.262643,-1.7078,0.139847,0.0878332,0.291633,1.06378,0.26919,-0.799851,-0.163717,0.609424,-0.608073,0.010062,1.11644,-0.130725,-0.654087,0.427834,-0.00570912,-0.121203,-0.855788,-2.40185,0.227989,-1.31817,-0.252311,-2.24254,-0.187566,1.25937,0.797785,1.50542,0.452188,-0.540026,-0.0195874,0.934846,-0.244921,1.31675,0.942202,2.13065,2.41869,-0.565964,-0.728182,0.405772,-0.120995,-0.027457,-0.576435,0.459742,-4.66821,-0.277195,0.578038,-0.38812,-2.59013,-3.81752,-1.23908,1.21915,-1.46555,0.237355,0.00873704,1.4234,0.371299,-1.18665,0.824744,-1.73599,0.919091,1.13047,0.40225,-0.871607,-0.115592,0.1998,-1.08063,-1.71067,-0.304612,-0.41296,1.3404,1.07366,0.50553,-1.87435,0.811387,1.89004,2.58723,1.53751,0.0843901,-1.23858,2.47323,0.555304,-1.33951,-0.345388,-0.0249111,0.417527,-0.688683,0.949975,-1.73807,1.6155,0.149024,0.0579737,1.11603,-0.131149,0.387342,-0.263106,1.22187,0.0939943,1.40185,0.762677,0.791482,-0.523915,2.01258,2.22376,-0.954982,-0.212978,0.82781,-1.29828,-0.555339,-3.04425,-1.09469,-3.62398,0.287358,-0.785194,-1.19448,1.35075,-0.978382,-0.160267,-0.150494,-0.311524,1.06357,0.191231,-1.15416,0.280242,0.265481,-1.71915,0.143212,0.0902994,0.289321,1.05687,0.267368,-0.799702,-0.165564,0.608586,-0.605867,0.0118771,1.11504,-0.128477,-0.653517,0.428702,-0.0147883,-0.119727,-0.856857,-2.40119,0.230354,-1.31501,-0.249789,-2.24073,-0.187155,1.263,0.776549,1.50542,0.553872,-0.458627,-1.55333,1.12353,0.403723,0.912082,1.52065,1.87128,3.17863,-0.0200645,-1.14848,-0.451096,-0.120995,-1.32401,-0.62108,0.459742,-1.01479,0.754479,0.843872,2.20958
-173.05,0.983145,0.081493,6,63,0,200.231,1.33397,0.0224394,-0.618262,-1.39842,0.610821,-1.54812,0.134627,-0.37757,0.887427,0.00384857,0.366171,0.0809489,1.27319,0.530332,-1.23374,1.48406,-0.138411,-0.641743,2.2523,0.299592,-2.37844,-0.17452,-0.24709,0.412766,0.526715,-1.22293,-2.132,1.05215,-0.244046,1.10792,-0.169839,-0.110274,-1.14794,-0.346061,0.747053,0.988517,-1.27167,1.13419,0.0607988,-0.16726,-1.08241,0.853404,0.228299,0.985778,1.82127,-0.217732,-1.50869,0.310069,-2.23328,-0.782624,-1.79865,-0.0286411,1.4351,0.483588,0.389191,-0.0794826,-1.28196,-0.683982,-4.44716,-0.657357,0.687117,-0.313572,-0.505418,-5.83714,0.110943,-1.24469,-0.89844,1.09828,-0.992886,-0.294584,0.0852345,-0.327298,1.22575,0.219462,-0.703015,0.477839,-0.0702472,-1.44016,0.0849399,-0.0590425,0.872005,1.20548,-0.263027,-0.898324,-0.263978,0.743487,-0.473983,-0.266376,0.53965,0.0997719,-0.769005,0.688821,-0.057451,-0.167858,-1.12734,-2.73696,0.411342,-0.924275,-0.736882,-1.77481,-0.201971,1.23618,0.748597,1.8078,1.28353,0.831548,-0.310397,1.27349,0.0189183,1.4641,0.903392,0.420552,1.41586,0.200009,-0.646532,-0.328114,-0.0545416,-0.177671,1.61833,0.396033,-1.00339,0.849826,0.556034,2.98332,3.14647,0.409233,-0.614658,-1.39279,0.61647,-1.54869,0.141886,-0.371264,0.895492,0.000245907,0.371924,0.0751411,1.27685,0.532733,-1.23193,1.47729,-0.133355,-0.637224,2.25033,0.283187,-2.37849,-0.178738,-0.2539,0.416825,0.529648,-1.22018,-2.13066,1.05551,-0.243017,1.11351,-0.169989,-0.107493,-1.15477,-0.34995,0.749982,0.990868,-1.26716,1.13698,0.0559546,-0.160488,-1.0983,0.853404,0.738215,1.80818,1.59224,-0.256046,-0.839276,0.49038,-1.84794,-1.63682,-2.33609,0.461918,1.43517,0.195388,0.389191,4.45009,-1.55018,-0.683982,-0.970365,-0.296176,0.971809,3.07407
-168.486,0.897093,0.081493,6,63,0,210.457,1.02866,0.390516,0.21929,-0.586178,0.208366,-0.00289443,-0.117888,0.130955,-0.00503869,0.796475,0.181323,1.01898,-0.0836728,1.26448,-0.268426,0.408885,-0.768409,0.0401059,0.606095,1.10255,-1.4895,0.118557,-1.02534,0.181325,0.281019,-0.829993,-2.1166,1.27494,-0.829956,0.0506126,-0.829505,-1.97072,-0.118496,-0.0499374,0.256646,0.162029,-1.17839,1.18154,-0.537842,2.21424,-1.40358,0.394195,0.502988,1.02179,0.52497,-0.0627173,-0.758091,0.0434532,-2.39562,-0.39198,-1.07982,-0.68699,1.07668,0.523352,0.752994,-0.260489,-2.47427,-0.0827666,-4.25239,-0.0352971,-0.475128,-0.591873,1.86955,-1.64015,-1.15747,-1.45038,0.5591,-2.51825,0.345189,-0.687741,1.38835,-0.95243,0.353022,-1.34991,1.853,-0.563946,-1.58936,1.85331,0.514498,-1.07868,2.85471,-0.655842,-2.01399,-0.414233,0.716443,0.464758,0.478544,-0.957386,-0.835188,0.123597,0.489128,1.79938,0.710974,1.75647,-1.85877,-0.558167,0.908553,1.15413,-0.583051,0.398012,0.869005,-2.3635,0.0484672,0.911943,-0.0715716,0.784378,2.74137,-0.334361,-0.933331,0.54711,-0.512481,-1.46838,-2.03315,1.07655,1.1985,0.130156,-0.325987,0.235783,1.46076,-1.08406,-0.513119,0.105211,1.02585,3.5705,4.83413,2.48938,0.222021,-0.582503,0.212156,-0.0035595,-0.111659,0.136319,0.00157168,0.795903,0.185065,1.01413,-0.0802049,1.26779,-0.265832,0.407107,-0.764972,0.0434102,0.606315,1.08645,-1.48801,0.118269,-1.033,0.185031,0.284224,-0.827491,-2.11605,1.27814,-0.83174,0.0556739,-0.829776,-1.96805,-0.121128,-0.0523269,0.259787,0.164731,-1.17512,1.18405,-0.541985,2.21985,-1.41178,0.394195,1.05086,1.98585,0.430308,-0.000670404,0.136707,0.141033,-1.9908,-1.71311,-1.31602,0.00969183,1.374,0.704177,0.752994,-0.285478,-0.842775,-0.0827666,-0.977308,0.237551,-4.40844,-2.35388
-166.362,0.985449,0.081493,6,63,0,200.111,-0.796982,-0.460099,0.0813424,0.41363,-0.443171,-0.542602,0.852824,-0.551544,-0.0656327,-0.983007,-0.0480122,-0.226966,0.0748482,-1.15556,0.345179,0.713236,1.05833,-0.153204,-0.169528,-1.11621,1.68009,-0.0081535,0.443192,-1.32519,0.33925,-0.493259,1.51322,-1.40479,0.285189,-0.77738,0.252996,1.89536,-0.458687,0.197268,-0.42227,-0.264942,0.959622,-1.28917,1.13068,-2.27945,0.990937,0.417813,-0.514407,-1.68793,0.0736426,-0.170896,-0.271522,-0.274104,1.75598,1.87653,1.06699,0.129526,-0.176695,-0.721866,0.299095,1.51172,1.10718,0.243877,-2.20361,-0.189233,0.903554,-0.920406,-0.409436,-3.81151,-0.667541,0.473731,2.5595,0.887207,-1.36998,0.898605,0.114307,0.101569,-0.317688,-1.39681,0.0270452,-0.512851,-0.0816411,-2.04442,-1.12857,0.168655,-0.913502,-0.0420977,0.15253,-0.22919,1.60458,1.58455,-1.32069,2.37255,1.69227,-0.204207,1.65074,1.05651,1.28547,0.501601,0.833021,-0.159131,0.167734,0.326273,0.764216,0.333989,-0.528034,-0.133155,1.14545,-1.37955,-0.473131,-0.261061,0.0792224,1.12052,1.03056,0.796962,0.880948,-0.168237,0.92304,0.0221967,-1.58397,0.336162,-1.81652,0.658065,0.344151,-0.187136,1.77507,0.671267,1.1827,3.16146,4.69002,-1.57167,0.0687185,0.428655,-0.428818,-0.537194,0.880671,-0.522075,-0.0382703,-0.986744,-0.0165032,-0.236085,0.088109,-1.14245,0.359088,0.676556,1.07337,-0.1389,-0.170923,-1.14484,1.68549,-0.00472232,0.437113,-1.31901,0.352319,-0.479354,1.5204,-1.39217,0.282589,-0.761153,0.219738,1.90897,-0.457121,0.201982,-0.409026,-0.249697,0.974137,-1.27535,1.13231,-2.26109,0.941631,0.417813,-0.383929,-1.51324,-0.0352083,-0.0302513,0.181162,-0.452579,2.15669,1.85589,1.3498,0.54239,-0.0648256,-0.932411,0.299095,2.02417,5.33177,0.243877,-0.982619,0.511908,6.92044,4.89026
-180.786,0.895714,0.081493,6,63,0,208.92,-0.361355,-0.358518,1.73896,-0.534626,1.61847,0.500872,-0.115481,-0.721428,-0.201263,0.0745432,0.000871114,0.98507,-0.851103,-0.0696461,0.748258,-1.0651,0.0791275,-1.15908,-0.260744,-0.734426,0.251563,1.40935,-0.737817,-1.02712,1.02332,1.79923,0.158077,-1.14092,0.944041,0.694405,2.31193,-1.36665,-0.366025,0.200457,-1.35726,-0.685312,-1.30933,-0.8015,-1.63132,1.55652,-0.645931,-0.457095,-0.639165,-0.349841,2.5779,2.37591,0.373951,-0.470261,-3.0005,-0.195252,2.21496,-0.583933,-1.27383,1.41238,-1.39142,2.4637,-0.865137,-0.92684,-1.75739,-0.140775,-0.25531,-0.984051,0.703142,1.5596,-0.0458766,-0.447547,0.10468,0.618138,-0.895565,0.519547,0.0347058,1.05425,0.0309176,0.475133,-0.044931,1.12305,-0.325073,-0.782694,-1.00219,0.0467088,0.167762,1.14853,-1.73043,0.0984855,-0.406725,1.29529,-0.318644,0.693237,-1.51417,1.35731,-0.310111,0.911804,-0.0843183,-1.7208,0.445523,-0.191848,0.289704,0.294482,-0.894521,1.26783,-1.57437,2.05277,-1.20738,-0.497813,0.413864,1.56631,0.912578,0.368098,-0.322594,0.544214,-2.35746,-1.61917,-1.2131,-0.524084,0.226131,1.26311,-0.504281,-1.42604,-1.50095,-0.423174,0.866782,-1.04142,-1.90685,-0.52698,-2.6068,-0.85406,1.72935,-0.512822,1.64016,0.506501,-0.0787153,-0.684198,-0.166626,0.0286352,0.0254185,0.97636,-0.839733,-0.0590062,0.765686,-1.11142,0.100974,-1.13988,-0.292854,-0.866086,0.233867,1.40802,-0.799231,-1.04085,1.03684,1.81359,0.134812,-1.12615,0.928471,0.714794,2.24634,-1.35445,-0.36795,0.205512,-1.34424,-0.671294,-1.29007,-0.788108,-1.66231,1.57535,-0.726072,-0.457095,-0.748042,-0.165146,2.42169,2.55564,0.753319,-0.814837,-2.95405,-1.15682,2.40562,-0.311522,-1.53688,1.16566,-1.39142,1.51329,-0.652832,-0.92684,-0.758017,0.500157,-2.75052,-4.46922
-178.332,0.999775,0.081493,6,63,0,206.77,0.741426,0.309901,-1.55468,0.649926,-1.10244,-0.324867,-0.00387376,0.0690768,-0.530149,0.0217981,-0.644115,-0.778369,0.930604,-0.627319,-0.578627,1.34747,0.061654,0.747517,0.812871,0.755428,-0.242499,-1.07211,0.540017,1.07924,-1.60075,-1.86151,-0.570414,0.856744,-0.987886,-0.421641,-1.24891,1.40315,0.666426,-0.0225246,0.958143,0.457024,1.361,1.01092,2.01085,-1.05282,1.28326,0.365014,0.429883,-0.290974,-1.81595,-2.34008,-1.39602,1.34156,1.86987,0.226711,-1.84347,-0.0494615,1.31862,-1.2747,1.18335,-1.38256,-1.93494,1.02122,-2.49348,-1.38014,-0.491713,-1.00206,1.55942,-0.729207,-0.738462,-0.81234,-1.27274,-1.03178,-0.595477,0.771987,1.40658,0.146901,0.792249,-0.48322,-0.186364,1.12862,-1.05506,0.542554,-0.475705,1.17662,-1.23849,0.979496,-0.0388803,-0.998005,0.905281,-0.481095,0.964852,-0.54397,0.982295,0.826912,0.0298609,-2.56529,-1.21566,0.111273,-1.41421,-1.01302,1.60625,0.246714,-0.122068,-0.162535,-1.57727,-1.44634,-0.497616,0.618751,0.12789,0.380299,2.66933,0.605544,0.0264737,-1.53214,1.95515,1.23859,0.126253,-0.00173333,0.594755,0.953479,1.71337,0.346182,0.526341,-1.41697,-0.0299026,0.699361,0.533641,0.995666,0.319584,2.57536,-1.5651,0.658462,-1.09368,-0.334144,0.0134412,0.0857033,-0.512465,0.016971,-0.626317,-0.795199,0.939664,-0.617794,-0.569921,1.32726,0.069971,0.756344,0.808022,0.698538,-0.240214,-1.06957,0.512148,1.08835,-1.59202,-1.85301,-0.564091,0.865037,-0.998528,-0.410072,-1.25812,1.41209,0.656929,-0.0304042,0.966905,0.465752,1.36982,1.01958,1.99283,-1.04107,1.25161,0.365014,0.432525,-0.240846,-1.88792,-2.37897,-1.28228,1.30955,1.97128,-0.00135585,-1.85541,0.0563875,1.33846,-1.26688,1.18335,-2.14872,-1.12366,1.02122,-1.04599,-0.571056,-0.898945,-1.41343
-175.36,0.998357,0.081493,6,63,0,207.211,0.0773267,-0.160916,1.92215,-0.83016,0.0459196,1.68932,-0.569968,-0.138514,0.163755,-1.77663,0.721628,1.35024,-1.64182,0.413018,1.08466,0.193563,-0.0415321,-0.11253,-0.175523,-0.635393,-0.160434,0.690743,0.276187,-2.44529,1.85109,1.53657,-0.077097,-0.913023,0.388938,0.0851241,0.61524,-2.28207,0.463776,-1.25563,0.397344,-0.425364,-1.7607,-0.614865,-1.76692,-0.252912,-0.826262,0.0989238,-0.466902,-0.47213,0.502618,1.56465,0.26479,-2.31849,-1.78755,0.427343,0.22527,-1.44026,-1.48008,0.22425,-1.96492,1.4343,-0.370717,-0.510354,0.122006,-0.347326,0.439082,-0.975961,-3.2216,-2.66129,0.242799,-0.311862,1.59418,-0.906416,0.174808,-0.288302,0.25768,1.6572,-0.0776137,0.295838,0.218565,0.288503,-0.283715,-1.84225,-0.244895,-1.03691,-0.937068,0.430637,0.433881,0.800975,-0.807752,0.288391,0.362708,1.11719,0.728659,-0.565781,1.24482,0.24266,1.47426,0.30113,-1.21071,0.959391,-1.64975,-0.366965,-0.307733,-0.949092,-1.13357,1.55803,-0.524203,-0.53221,-0.402145,-0.0439738,2.55814,1.77907,0.351132,0.361886,-2.0092,0.454674,2.43153,0.255195,-0.88878,1.36705,-0.167771,1.6987,0.86324,-0.964484,-0.793271,-0.168829,1.82919,-2.24416,0.706878,-0.196546,2.10184,-0.694053,0.187373,1.79633,-0.332225,0.11693,0.402162,-2.17776,0.968384,1.36742,-1.57214,0.526545,1.21012,0.0457577,0.105075,0.0271483,-0.231415,-1.17793,-0.230176,0.701264,0.159181,-2.58281,1.98242,1.65833,-0.0572559,-0.815234,0.298688,0.281764,0.357381,-2.22336,0.51568,-1.37523,0.512011,-0.31473,-1.63692,-0.525352,-2.15203,-0.100002,-1.6409,0.0989238,-0.561823,-0.149692,0.233647,1.78737,0.615159,-2.49416,-1.58751,0.143407,0.273024,-1.20384,-1.73099,0.103831,-1.96492,1.37012,0.0994572,-0.510354,3.26969,-0.15227,0.284917,1.48194
-178.274,0.978661,0.081493,6,63,0,220.057,0.159694,-0.307651,-1.91792,0.808885,0.344092,-1.85669,0.459521,0.00816451,-0.254497,1.85983,-0.840829,-1.61925,1.5867,-0.272249,-1.10145,0.0247288,-0.0678306,-0.14744,0.393327,0.676146,0.169031,-0.607943,-0.147942,2.067,-1.84828,-1.6784,0.0362597,0.890187,-0.412835,-0.1781,-0.480104,2.10384,-0.219916,1.36632,-0.142891,0.343198,1.78667,0.691938,1.65028,0.230371,1.47966,-0.163382,0.243974,0.809403,0.0694588,-1.65574,-0.61912,2.19793,1.54744,-0.0285782,-0.197388,1.2533,1.59662,-0.123705,1.57545,0.0415143,-0.26126,0.471445,-0.51379,-1.32346,0.108067,-0.26746,-2.06509,2.19434,0.412314,-2.62312,-0.711433,-3.02634,1.32973,0.306458,0.894967,0.368544,0.754819,-1.52739,0.198631,-1.63676,2.04519,-0.157238,0.204191,-2.28655,2.41127,0.70158,0.0280854,1.53127,0.0604905,-2.06203,-1.96811,-0.691953,1.27467,0.3628,0.269177,-0.0243484,0.938133,0.834432,0.553961,0.123736,2.54007,0.219542,-0.362702,-0.19602,-1.11312,-0.12765,1.00611,-0.474119,-0.592579,3.0924,0.512565,-0.853549,0.344548,-1.28608,-0.00651593,-0.683301,-0.211143,0.683872,0.00381373,-0.0686583,-2.63105,-0.0540379,0.937695,-0.246497,0.367804,0.585997,-0.886077,-0.01345,-2.94237,-0.368867,-2.63533,1.06104,0.567504,-2.40467,0.914319,0.426506,0.135232,1.99022,-0.421352,-2.57367,1.85856,-0.130709,-0.968687,-0.952937,0.127418,0.0499384,0.124031,-0.598382,0.255771,-0.731321,-0.978191,2.42424,-1.72243,-1.52348,0.0536769,1.1472,-0.546293,0.00161399,-1.1178,2.38286,-0.530739,1.35381,0.0549375,0.553923,2.05361,0.937851,1.75728,0.54414,0.88308,-0.163382,0.448484,0.853368,-0.228245,-1.96621,-0.23261,1.96955,1.86767,-0.911551,-0.479596,1.64374,1.81423,-0.289907,1.57545,-6.48731,3.73693,0.471445,4.74575,0.537632,-1.20149,11.1259
-174.867,0.998754,0.081493,6,63,0,205.054,0.113753,-0.0820217,1.9218,-0.887715,-0.291309,2.23457,-0.693369,-0.023219,0.417273,-2.0607,0.845429,0.917255,-1.61146,0.336875,0.957361,0.171714,0.181202,-0.297519,-0.104855,-0.543074,-0.220022,0.928327,0.222155,-1.77936,1.88181,1.5436,-0.0286631,-0.814734,0.412372,0.49243,0.674351,-2.18643,0.516108,-1.00206,0.596168,-0.401107,-1.80857,-0.74713,-0.847731,-0.234929,-0.735261,-0.0759544,0.273629,-1.20429,0.774168,1.11281,0.408856,-1.5354,-2.03512,0.49037,-0.169018,-1.36215,-1.91078,-0.0572597,-1.44692,1.13856,-0.556131,-0.567007,-2.97193,0.24694,-0.403084,-1.24712,0.88112,0.827205,-0.30945,-0.252459,-0.319279,1.04431,-1.01265,0.448663,1.10393,-0.803327,0.292276,-2.14029,0.671828,1.45561,-0.815559,0.4798,-0.997581,-1.75186,1.20394,0.159442,-0.190329,1.46139,0.127123,1.35884,0.256032,-0.674518,0.144382,0.495873,0.282651,1.09742,0.818227,1.13128,0.630726,1.19552,1.67554,0.342293,0.826905,0.123173,2.35977,-0.907142,1.84568,-0.860468,1.36164,-0.555234,1.20884,-1.91335,-1.0519,2.05987,-0.70106,-0.147201,-1.1558,0.764319,-0.14136,-1.56021,0.685727,-0.138141,0.520178,-0.164578,-0.978324,-1.56725,-0.562859,-2.21046,-2.02256,-0.0119335,1.91496,-0.884049,-0.28766,2.23453,-0.686934,-0.0163099,0.423809,-2.06864,0.851103,0.910068,-1.60881,0.340209,0.960583,0.164515,0.184938,-0.293933,-0.107982,-0.562989,-0.222595,0.927976,0.213132,-1.77816,1.88519,1.54652,-0.0306634,-0.811762,0.404333,0.496694,0.656,-2.1836,0.51623,-1.00612,0.599548,-0.397687,-1.80499,-0.744247,-0.853008,-0.230843,-0.747801,-0.0759544,0.312832,-1.15759,0.642592,1.23055,0.790989,-2.12686,-1.87823,-0.134803,-0.299644,-1.07432,-2.10726,-0.163055,-1.44692,0.397013,-0.206433,-0.567007,-0.950514,0.713758,-1.37052,-4.9273
