# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1610726768
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.99
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=startle_treatonly_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_b.1,z_b.2,z_b.3,z_b.4,z_b.5,z_b.6,z_b.7,z_b.8,z_b.9,z_b.10,z_b.11,z_b.12,z_b.13,z_b.14,z_b.15,z_b.16,z_b.17,z_b.18,z_b.19,z_b.20,z_b.21,z_b.22,z_b.23,z_b.24,z_b.25,z_b.26,z_b.27,z_b.28,z_b.29,z_b.30,z_b.31,z_b.32,z_b.33,z_b.34,z_b.35,z_b.36,z_b.37,z_b.38,z_b.39,z_b.40,z_b.41,z_b.42,z_b.43,z_b.44,z_b.45,z_b.46,z_b.47,z_b.48,z_b.49,z_b.50,z_b.51,z_b.52,z_b.53,z_b.54,z_b.55,z_b.56,tau.1,tau.2,tau.3,aux_unscaled.1,p_gamma.1,p_z_beta.1,p_z_b.1,p_z_b.2,p_z_b.3,p_z_b.4,p_z_b.5,p_z_b.6,p_z_b.7,p_z_b.8,p_z_b.9,p_z_b.10,p_z_b.11,p_z_b.12,p_z_b.13,p_z_b.14,p_z_b.15,p_z_b.16,p_z_b.17,p_z_b.18,p_z_b.19,p_z_b.20,p_z_b.21,p_z_b.22,p_z_b.23,p_z_b.24,p_z_b.25,p_z_b.26,p_z_b.27,p_z_b.28,p_z_b.29,p_z_b.30,p_z_b.31,p_z_b.32,p_z_b.33,p_z_b.34,p_z_b.35,p_z_b.36,p_z_b.37,p_z_b.38,p_z_b.39,p_z_b.40,p_z_b.41,p_z_b.42,p_z_b.43,p_z_b.44,p_z_b.45,p_z_b.46,p_z_b.47,p_z_b.48,p_z_b.49,p_z_b.50,p_z_b.51,p_z_b.52,p_z_b.53,p_z_b.54,p_z_b.55,p_z_b.56,p_tau.1,p_tau.2,p_tau.3,p_aux_unscaled.1,g_gamma.1,g_z_beta.1,g_z_b.1,g_z_b.2,g_z_b.3,g_z_b.4,g_z_b.5,g_z_b.6,g_z_b.7,g_z_b.8,g_z_b.9,g_z_b.10,g_z_b.11,g_z_b.12,g_z_b.13,g_z_b.14,g_z_b.15,g_z_b.16,g_z_b.17,g_z_b.18,g_z_b.19,g_z_b.20,g_z_b.21,g_z_b.22,g_z_b.23,g_z_b.24,g_z_b.25,g_z_b.26,g_z_b.27,g_z_b.28,g_z_b.29,g_z_b.30,g_z_b.31,g_z_b.32,g_z_b.33,g_z_b.34,g_z_b.35,g_z_b.36,g_z_b.37,g_z_b.38,g_z_b.39,g_z_b.40,g_z_b.41,g_z_b.42,g_z_b.43,g_z_b.44,g_z_b.45,g_z_b.46,g_z_b.47,g_z_b.48,g_z_b.49,g_z_b.50,g_z_b.51,g_z_b.52,g_z_b.53,g_z_b.54,g_z_b.55,g_z_b.56,g_tau.1,g_tau.2,g_tau.3,g_aux_unscaled.1
-160.338,0.992154,0.0562375,6,63,0,201.239,0.366552,0.479036,-0.143725,0.0882309,-0.247092,-1.6677,-0.0581675,-1.1934,-0.461568,-1.69387,0.261912,1.57057,0.931986,2.19769,-0.516681,-0.627245,0.304755,-0.277579,0.0867419,-0.774499,0.287488,-0.805931,0.0911201,1.16325,0.162373,-0.427536,-0.00924101,-0.0430271,-0.326949,-0.210501,1.67965,0.76017,0.914134,0.359926,1.27309,0.407638,-0.631176,-0.0717644,0.935335,-0.295067,0.179721,-0.976009,-1.40045,-0.377978,0.577199,1.45957,0.278631,1.38781,-1.10623,1.24227,1.74453,-0.136738,-0.390147,1.51857,0.837717,0.655184,-1.38708,0.483404,-0.660657,-0.967398,-0.459618,-0.562859,1.05,1.39399,-0.365055,-1.00659,-0.180556,1.08571,-0.866973,0.96878,0.794316,2.40443,2.38482,1.41943,-0.473578,-0.624971,-0.0172555,-0.192847,1.45987,0.8243,-1.58964,-1.26298,0.601556,-0.736964,1.01283,3.16724,-1.20482,-0.074894,1.02406,-0.516371,-2.108,-0.226768,-2.02431,0.935501,-0.0182424,-1.04624,-1.27526,-0.989827,3.40453,1.26016,0.419329,-0.957451,-1.49326,-1.1669,-1.01578,-1.4467,-0.936994,0.198891,-0.0938897,-0.502611,0.868479,-0.20977,-1.70337,0.220148,1.48196,0.309447,0.930548,-0.729164,-1.34724,-0.33103,-0.31302,0.106791,0.879551,2.94916,5.93615,-1.03649,-0.113149,0.229761,-0.146902,-1.82817,0.118397,-0.94976,-0.234718,-1.86199,0.505694,1.62445,1.0074,2.33987,-0.439771,-1.01784,0.451409,-0.140066,0.167461,-1.18674,0.312647,-0.767324,-0.006692,1.32131,0.220017,-0.317363,0.0594253,0.0694211,-0.315338,-0.0138077,1.76379,0.835766,0.978238,0.492457,1.34363,0.536308,-0.538249,-0.00615409,0.827317,-0.240435,-0.178102,-0.976009,-1.38327,-0.136568,0.373687,1.45075,0.678275,1.57443,-0.788396,1.08333,2.01558,0.112182,-0.439849,1.52925,0.837717,1.23429,0.14797,0.483404,0.980967,-0.569835,-2.1183,-1.33112
-170.637,0.998336,0.0562375,6,63,0,195.575,-0.727696,0.93046,-0.572517,-0.682314,-0.504618,0.155339,-0.186093,-3.50998,-1.34344,-1.22663,1.07872,1.38417,0.308838,-1.57621,0.468198,0.333641,-0.576367,-0.533659,-0.162028,0.267628,1.00507,-2.81206,1.8817,1.88421,1.72298,-0.465007,-0.531842,-0.411005,-0.76294,0.579112,1.00261,0.763622,0.908058,-0.83512,0.898607,0.836746,-0.152376,-0.311218,-0.306639,0.407093,1.09716,0.0086773,-0.586525,-0.707158,1.34079,1.17452,0.796187,0.969025,-1.47025,2.17074,1.78474,-0.301853,-2.00935,0.16894,-0.198115,1.52388,-0.907658,0.459532,-0.931651,-0.743363,-0.381497,-0.112367,0.516011,-4.65372,0.0675119,0.546968,0.0408982,-2.28288,0.0804444,0.596689,0.383938,-1.5345,-0.0332064,1.14572,0.892742,3.34435,-0.792767,-1.42467,0.698278,0.0440191,0.227506,-1.27553,-0.160205,0.90309,-1.12745,0.467899,-0.595823,-0.193103,0.371221,0.178451,0.119909,-0.403373,1.54202,0.490044,0.49427,0.892374,1.03276,0.104103,-0.56346,0.0695313,0.992403,-0.668315,-0.862275,-1.2013,-1.60929,0.0153463,-0.371356,0.81095,0.265851,1.20616,-0.272829,0.222823,1.01255,0.106473,0.460592,1.34143,1.06659,-0.687427,-1.68894,0.314906,-0.0108134,-0.781061,-0.104575,-2.45197,-0.842214,5.0003,-0.743876,-0.431109,-0.412836,-0.0437453,-0.0999538,-3.24344,-1.15461,-1.77634,1.40158,1.54076,0.317986,-1.42435,0.511325,-0.745986,-0.326868,-0.292008,-0.111876,0.110461,0.840699,-2.9382,2.03344,2.13338,1.74901,-0.362619,-0.511579,-0.318905,-0.768011,0.897044,0.999465,0.784922,0.736129,-0.705029,0.918494,1.05249,-0.06742,-0.29631,-0.847696,0.355105,0.506425,0.0086773,-0.961741,-0.693766,0.801379,0.452845,1.66613,1.27597,-0.903469,2.77479,1.82449,-0.106736,-2.86034,-0.248176,-0.198115,2.60179,-2.42849,0.459532,-1.11519,1.23477,2.70584,3.95135
-165.592,1,0.0562375,6,63,0,196.594,0.172724,0.686795,1.46276,-2.35285,-0.288502,-0.493906,-0.64333,-1.76199,-0.643214,0.0449715,1.93101,0.811286,0.26221,-0.838651,-0.601365,0.467003,0.034681,0.86422,-0.0904396,0.220163,0.668797,-1.43633,0.977963,-0.291507,0.933453,0.0952182,-0.65591,0.663518,-0.727513,0.779684,-1.07563,0.265993,0.332337,-1.47853,1.97059,0.915727,-0.407354,-0.779811,-0.292274,0.982741,-0.363619,0.763847,-0.870962,-1.28442,0.371039,1.43462,-0.0942801,0.0858542,-1.4788,1.1514,2.69691,-0.936444,-1.66951,1.11849,0.865982,-0.0351743,-0.466849,0.636651,-0.748518,-1.08184,-0.415235,-0.00265296,-1.91557,4.6824,-1.61893,0.658014,-0.377515,0.383334,0.203944,-2.87208,-1.10833,-1.65687,0.513095,1.37614,0.229515,-1.21313,0.958146,-0.474212,-0.464217,-0.813243,-0.090169,-0.189076,0.725496,-2.71517,1.76889,2.49054,1.48382,-0.43409,-0.240805,-0.622879,-0.609272,0.472095,2.01489,0.829741,1.02078,-0.0985136,-0.135514,0.624568,0.0916614,0.0598864,-0.640637,-0.163977,1.27746,-0.50936,-0.440519,0.0961415,1.04582,0.299882,1.36502,1.01874,-0.52373,1.94151,0.376749,0.3831,-1.66092,-0.312409,-0.750805,1.41921,0.0207731,0.156062,0.175435,-0.0147706,-0.944066,0.179465,2.4338,1.03091,1.66558,-2.15167,-0.165152,-0.710785,-0.418261,-1.25734,-0.250561,-0.239103,2.61105,0.997625,0.331925,-0.556695,-0.443181,-0.33557,0.395828,1.21448,0.0543434,-0.633813,0.705706,-1.29056,0.867346,-0.227901,1.04555,0.346575,-0.683988,0.932374,-1.02358,1.27724,-2.02974,0.351867,0.414765,-1.48831,2.12954,1.27984,-0.302422,-0.723371,-0.971647,1.12678,-1.2479,0.763847,-1.31532,-0.907537,-0.185444,1.42047,0.663916,-0.426001,-0.862274,0.907259,3.1534,-0.618633,-1.79666,1.30419,0.865982,-2.6102,3.69248,0.636651,1.88874,-0.939644,-2.19102,3.14095
-159.706,0.999268,0.0562375,6,63,0,193.552,-0.256837,0.671748,-0.111901,-1.68365,0.0684107,1.08768,-0.764841,-2.21429,-0.828548,0.939269,0.0500051,-0.470911,-0.680211,-0.175774,0.104025,1.20135,-0.556088,1.30929,0.688058,-0.16023,0.608567,0.302239,0.855582,0.407991,1.14763,1.0397,1.27625,0.457123,-1.31096,0.462212,0.495967,-0.4821,1.82036,-0.62619,1.48181,0.2204,0.452576,-0.796565,-0.47684,-1.11125,0.0871882,1.64448,0.800671,-1.50384,2.19331,0.525366,-1.54051,-0.0480625,-1.52229,0.800018,2.13287,-1.37246,0.106112,0.423168,1.10148,0.670775,-1.13801,1.20186,-0.880283,-0.473744,-0.819177,-0.0236126,-1.26392,0.432398,-1.69379,1.56786,0.25131,1.3519,0.225164,0.511943,0.0705771,0.700165,-2.40783,-1.68065,-0.675568,0.749785,0.683953,0.608904,-0.553683,-0.515912,0.553123,0.0592944,-0.350141,2.15906,-0.683883,0.461612,-0.489238,0.316119,1.80688,-0.564067,0.0989498,-0.818761,2.31496,-0.698649,1.18855,1.2645,-1.5399,-1.14996,0.614336,0.447246,0.363443,-2.10123,1.18736,0.153933,1.96225,0.703924,1.13742,-1.45839,-1.12909,0.279346,0.435798,-0.891112,-2.70708,0.135661,2.49357,-0.865978,-0.369296,-0.0572396,0.301829,-0.0117399,0.452084,0.0239241,-1.56601,-2.17997,0.913659,-0.200758,-0.70553,-1.37714,0.292369,1.47059,-0.613999,-1.88034,-0.586726,0.807142,0.31506,-0.38918,-0.63647,0.0437476,0.250152,0.398801,-0.293685,1.52458,0.814858,-1.06358,0.627138,0.516013,0.699895,0.642122,1.26017,1.17913,1.30653,0.569524,-1.71098,0.537025,0.0184402,-0.461544,1.82435,-0.482287,1.60555,0.455426,0.506381,-0.778353,-0.824635,-1.17643,-0.184111,1.64448,0.748997,-2.18307,3.15745,0.114772,-1.00514,-0.993949,-0.913768,-0.0118459,3.27126,-1.06014,0.00127585,0.449134,1.10148,-1.02139,0.965178,1.20186,-1.36562,2.1458,-4.08773,-2.69769
-163.979,0.980329,0.0562375,6,63,0,191.866,-0.0994571,0.546022,1.04951,1.60136,-0.034637,0.172119,-1.86365,0.405652,-0.272752,0.251926,-0.12073,-1.27274,0.61741,1.74113,-0.0403506,1.56182,-0.598743,-1.20642,0.384615,1.19603,2.37495,0.213884,1.97598,0.0312367,-1.93334,-1.10147,-0.111112,-0.627317,1.37874,-1.3273,-0.0790454,0.29863,0.779276,0.261233,0.388752,0.558153,-0.657502,1.83274,0.48792,0.193915,1.37292,-1.18381,-0.203711,-0.322596,0.333333,0.069501,0.0516583,0.757839,0.52022,-0.316197,-0.429648,0.810376,-1.68974,-0.531665,-2.18544,0.579966,-0.346741,-0.95729,-0.739645,-0.297762,0.554525,-0.0773591,-0.510593,2.05381,0.0806464,1.01632,-0.386528,-1.23496,0.942078,1.6997,0.477467,-0.35021,-0.738114,1.16886,0.538607,-0.350386,-0.214634,-0.811972,0.239453,-1.50307,-0.699718,1.70868,-1.12422,-0.300259,-0.885072,-0.837816,-0.962369,-1.0758,-1.72809,-0.514175,1.73715,-0.593123,-0.203362,0.421572,-2.07916,0.760285,-1.74455,-0.534492,-0.54994,0.289143,1.28663,1.20663,1.02998,-1.73849,-0.760627,1.32954,-2.29479,-0.649296,0.652444,-0.0147592,0.535472,-0.0747076,-1.82779,0.852016,0.295417,-0.177149,-0.958489,0.73897,-1.5322,-1.21476,0.415852,0.215278,0.652186,-1.44523,6.31001,-1.02859,1.32891,1.97224,0.189258,0.013643,-1.73168,0.932698,0.151698,-0.332668,0.442114,-1.69316,0.651272,1.98598,0.0162062,1.07446,-0.290043,-0.920424,0.331176,0.758509,2.30286,0.123369,2.01947,0.371478,-1.90262,-0.905293,0.16079,-0.487075,1.65263,-1.07043,0.0166438,0.423008,0.639629,0.356149,0.464293,0.750146,-0.481278,2.0219,0.174102,0.411267,0.75606,-1.18381,0.0628945,0.628315,0.0524494,0.200218,1.64019,1.90763,2.17167,-0.193615,-1.23665,1.7751,-2.65862,-0.95299,-2.18544,9.17454,1.25291,-0.95729,-1.98456,4.06032,5.17101,8.59611
-153.53,0.997732,0.0562375,6,63,0,183.788,-0.0291599,0.301699,0.404161,1.73943,-0.47843,0.862928,-0.912161,-0.237753,-0.384338,0.971902,-0.135419,-1.39274,0.67796,0.524841,0.00702254,0.977686,-0.299196,-0.838761,0.901228,0.684444,1.4337,-0.184498,0.741641,0.0174911,-1.02461,-0.56857,0.543825,-1.16389,1.22018,-2.22155,0.33474,0.166471,1.14268,0.441151,-0.294622,0.602041,-1.1819,1.57483,0.0852146,-0.15345,1.53624,-0.400256,-0.376729,-0.0633892,0.956109,0.118233,-0.544984,-0.0557371,0.306272,0.26906,0.525816,1.03974,-1.58137,-0.261584,-1.22619,0.301413,-0.980508,-0.702116,0.0290928,-1.29057,-0.37043,-0.172806,-1.11461,2.99978,1.22626,0.537304,0.682302,-0.959852,-1.68258,1.16982,0.20819,-0.933252,0.168859,-0.615105,0.181793,2.26637,-0.0306756,0.985766,-0.462667,-0.765862,-0.715568,0.654354,1.91751,0.692783,2.4539,0.0647255,-1.76878,-0.924995,-1.00345,0.424482,0.781891,0.678377,-0.941739,0.360952,-0.398765,-0.178068,1.1486,0.225674,0.435274,1.03749,0.433984,0.621631,0.00690414,-1.55174,0.0913195,-0.430913,-0.796894,-0.121037,0.847452,1.48077,0.694159,-1.19434,-2.09522,0.142405,-0.847516,-0.538409,-2.03277,-0.357758,1.46617,-0.688895,-1.39096,1.23188,0.973516,-0.335643,0.0705546,-6.88638,0.312168,2.40074,-0.184453,1.04419,-0.595306,0.482605,0.159422,0.645681,0.641579,-3.30208,0.916284,0.948476,0.230614,0.148125,0.123728,-0.528031,1.10962,-0.940422,1.6287,-0.343166,0.161769,0.153567,-0.931218,-0.28316,0.873645,-0.996663,1.39003,-2.71776,-0.441503,0.431742,1.35932,0.467488,-0.136726,1.03747,-1.03163,2.05554,-1.08079,-0.0825094,1.058,-0.400256,-0.644997,0.0565655,1.13203,0.152586,-0.401903,-0.142165,0.694422,-0.071827,-0.0028042,1.39293,-1.55274,-0.263242,-1.22619,-2.21702,1.58162,-0.702116,1.9002,-0.460723,-3.58084,-1.84119
-164.749,0.952359,0.0562375,6,63,0,198.452,-0.549889,0.934697,-0.654873,-1.06898,-1.03275,-0.857644,0.756824,0.371468,-1.10238,-1.05698,0.650943,1.23688,-0.863375,-0.0564052,-0.769594,-0.440036,-0.260791,1.17756,-0.394356,0.203947,-0.431404,0.492322,-0.710356,0.666144,0.160668,0.733055,-0.457984,0.0958451,-1.90256,0.925184,-1.28262,-2.16322,-0.163196,1.79855,0.378544,0.432304,1.17005,-0.508878,0.701337,0.709506,-0.482597,0.124944,-0.397962,-0.478455,-0.0222362,-1.48084,-0.508359,1.05026,-0.220559,-0.575466,0.622888,-1.59716,2.00713,2.30129,1.32008,0.983314,-0.315905,0.805249,-1.54794,-1.30502,0.15606,-0.642998,-1.01831,6.1726,0.112847,-1.70467,1.49976,-0.240897,0.172677,-0.462179,1.19919,0.0223203,-1.04809,1.11045,-0.132515,-0.891979,0.721358,-0.169321,0.529137,-0.460822,-0.910659,-0.317243,-1.79397,-0.110195,-0.0784452,-0.9376,1.30523,-0.230685,-0.513592,1.65045,-0.345479,2.06369,0.649286,1.55337,-1.21501,-2.69092,-0.0131768,-1.41207,0.227952,-2.03886,-0.5035,-0.513502,-0.966436,0.444994,0.754784,0.159927,-0.813047,1.45436,0.726084,-0.75596,-0.853598,0.888275,-1.21034,-0.262601,0.449103,-2.88859,0.418692,-0.95924,-0.912885,0.224072,0.370637,0.784592,-0.298552,-3.68117,-4.83347,4.07349,-0.670699,-1.02268,-1.0172,-0.92864,0.784442,0.458072,-1.0504,-1.0856,0.737736,1.21483,-0.852761,-0.0191807,-0.76051,-0.788951,-0.215693,1.22555,-0.409427,0.00239316,-0.422902,0.497426,-0.811364,0.710285,0.169439,0.769491,-0.434313,0.133489,-1.92366,0.9908,-1.35711,-2.15721,-0.246198,1.82076,0.387498,0.470269,1.18771,-0.501788,0.582766,0.689016,-0.686133,0.124944,-0.494807,-0.402874,-0.293405,-1.90537,-0.291009,1.02216,-0.0300163,-0.897477,0.561379,-1.52562,1.99502,2.28606,1.32008,-2.09,-0.158716,0.805249,-0.186367,-0.300417,-2.9028,-3.38048
-159.446,0.999234,0.0562375,6,63,0,191.653,-0.666339,0.618857,-0.949374,0.0252691,-0.262384,-1.12355,0.027905,-1.01228,0.113716,-1.78979,0.0946102,-0.541389,0.538999,-0.546699,-0.77287,1.24063,0.0156736,1.70435,-1.73013,1.31782,0.501857,0.148772,0.463571,-1.37087,0.0354631,-0.232222,0.0398423,-0.631373,-0.125469,0.324411,-2.09246,-0.87,0.705578,1.0324,1.01286,0.631625,-1.84109,0.932253,0.883665,-0.220634,0.0899096,0.131392,-1.89401,-1.33971,1.04175,-0.443045,0.51963,-0.632493,-0.98211,0.184713,0.253148,-0.429991,0.369106,0.0564029,1.50406,1.18091,0.220851,0.481081,0.0496117,-0.250538,0.802604,-0.836054,1.62049,5.44509,-0.318106,-1.10168,-1.02239,-0.465532,0.841902,1.0017,-1.30604,-0.487245,0.787811,1.96825,-1.09978,0.233431,-0.48631,-1.23643,-0.208386,0.6879,0.531851,-0.463177,-0.580464,0.57009,-1.20283,1.41355,0.179839,0.892841,-0.559233,0.35944,-2.50838,1.00959,-0.42163,-2.12386,-0.746421,1.63514,-0.051731,0.249282,1.94945,-0.813864,0.288563,1.00263,-0.808615,0.0789269,0.704702,0.274067,-0.607672,-1.73927,-0.452836,1.61819,0.396059,-0.823357,0.744162,-1.53469,2.18656,2.26354,0.795457,0.116558,1.41357,0.693408,-0.690684,-0.897126,0.362832,-0.173638,-1.95375,-2.01169,-1.21681,0.202295,-0.140267,-1.33833,0.188294,-0.726449,0.352292,-2.09689,0.382961,-0.672685,0.62268,-0.415512,-0.717554,0.740875,0.181448,1.8899,-2.04368,1.10586,0.550847,0.173598,0.333327,-1.4882,0.0777538,-0.103886,0.116745,-0.526223,-0.206795,0.577888,-2.8831,-0.824938,0.599953,1.21657,1.07178,0.784047,-1.76241,1.0116,0.571343,-0.302254,-0.358785,0.131392,-2.24234,-1.30642,0.771883,-0.674682,1.02361,-1.10863,-0.641572,-0.00761262,0.2838,-0.221585,0.239906,-0.036123,1.50406,-1.65139,1.26678,0.481081,2.44851,0.273322,-1.88235,-3.70404
-161.126,0.985494,0.0562375,6,63,0,189.944,-1.10413,0.595275,0.39236,-1.54859,-0.266526,-0.231984,1.37713,-0.247972,-1.682,0.230889,-1.08083,0.62514,0.199964,0.504161,0.0605505,0.940673,0.137064,0.0627289,-0.161548,-0.334417,-0.250287,0.341187,-0.901367,-1.78885,0.906673,0.971872,1.1889,1.03511,0.701789,0.190994,-0.271949,0.139831,1.26889,2.05164,-2.06478,0.250578,-0.790651,-0.517619,-0.406668,-1.28986,-1.12616,0.0550395,1.59645,0.735044,2.6114,1.07153,-1.90129,-0.0733586,-0.580095,0.662718,-0.291977,-0.155882,0.967957,0.874154,0.00957632,1.91119,-0.457382,0.444384,-1.72535,0.136266,0.381298,-0.457707,-1.21599,1.24489,1.04542,-0.131471,0.174789,1.11529,-0.212964,0.888667,-0.446244,1.82085,-0.211579,0.824193,-0.589594,0.482953,0.752249,-1.0234,-0.11522,-1.74214,1.97023,-1.13938,-0.499514,-0.100603,-0.530151,1.35317,-0.0922026,0.0929329,0.111512,0.447621,0.370102,-0.427278,2.7057,0.933473,-0.516179,-1.04659,-1.29103,-0.723968,1.79829,-0.907709,-0.777149,0.0674575,-0.179905,-0.135152,2.49759,1.04302,-1.26658,0.810856,-0.936889,1.13817,0.471012,0.291106,-0.112485,0.124697,-0.244759,-0.00496144,-1.54017,-0.428947,-2.22328,-0.4738,-0.535631,-0.350014,-2.6209,0.935563,2.59226,-2.37229,0.449709,-1.47979,-0.203961,-0.188145,1.43368,-0.182872,-1.61305,0.163197,-1.01078,0.597362,0.214465,0.538669,0.0670794,0.803469,0.202359,0.102308,-0.156778,-0.414558,-0.267671,0.286528,-0.921413,-1.72286,0.928324,0.997055,1.22099,1.07162,0.705381,0.215899,-0.329119,0.147027,1.2167,2.04669,-2.04783,0.284577,-0.776125,-0.510889,-0.464741,-1.24183,-1.23258,0.0550395,2.58016,1.93892,3.05395,0.94852,-1.49465,-0.182359,0.181331,0.618581,-1.08937,0.140154,0.513866,0.315291,0.00957632,5.8002,-1.78117,0.444384,-1.17336,1.64771,8.50229,7.26822
-167.04,0.982526,0.0562375,6,63,0,202.401,1.38862,1.06426,0.371765,0.856922,-0.524551,-1.11268,1.12095,-0.161135,-0.290749,1.18395,-1.62236,-1.0993,2.03242,0.0368008,0.17842,1.9978,0.274204,-1.31964,1.39127,2.3042,0.439127,-1.27951,-0.37888,-0.807597,0.152032,-1.29214,-0.909632,-0.0762396,0.259771,-0.766313,0.826539,0.549238,1.41957,0.999145,-0.935943,-0.164072,-0.955579,1.0244,0.982146,-0.704418,-0.887615,0.0381776,1.03752,-0.185926,1.68381,0.0345116,-2.86568,-2.06833,0.0353484,1.97812,0.157266,0.414323,0.893158,-0.824349,-0.286853,-0.596564,-1.23398,-0.757298,-1.23801,-1.24516,0.887054,-0.239304,3.06037,1.97005,-0.338719,1.74347,0.105152,-0.114336,-1.18888,0.150448,1.76877,0.00733248,0.678392,-1.22487,0.212651,-0.558358,-0.0269812,-0.287659,-0.133483,-0.319789,0.730711,0.990349,0.301458,-0.968626,0.9167,1.62331,-0.898612,-1.20295,-1.79046,-1.04729,-0.717364,-0.442588,0.846717,0.0287986,-0.870639,-1.91341,1.97216,-0.370015,0.600282,0.665813,0.768117,1.23209,1.04386,-0.0486992,-1.55409,-1.198,-2.402,-0.645629,1.2224,-0.0990649,0.218363,-0.103698,0.854592,0.0988429,-0.777096,-0.74209,-0.085927,-1.53504,-2.35451,-0.710999,1.41922,-0.939965,2.58687,4.28788,-0.361619,6.67161,0.428482,1.01327,-0.478779,-1.27338,1.18205,0.0453128,-0.18413,1.13524,-1.41389,-1.19045,2.05605,0.151311,0.19234,1.32782,0.418213,-1.21316,1.47575,2.23862,0.45605,-1.31899,-0.441108,-0.669466,0.168648,-1.20652,-0.829878,0.015733,0.192402,-0.655647,0.620034,0.565107,1.30686,1.06943,-0.922712,-0.0514771,-0.937703,1.04191,0.813905,-0.775703,-1.37247,0.0381776,1.00347,0.0378885,1.24353,-0.433512,-2.57727,-2.22013,0.40763,2.16074,0.00409539,0.549164,0.885071,-0.903193,-0.286853,-1.53334,-1.41298,-0.757298,-2.39639,-1.5951,2.20769,-3.26821
