# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1985537789
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.99
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=startle_null_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,aux_unscaled.1,p_gamma.1,p_aux_unscaled.1,g_gamma.1,g_aux_unscaled.1
-86.7661,0.989383,0.197767,3,15,0,91.7288,0.27201,-0.763678,1.29394,-9.73764,-0.773765,1.19269
-86.7757,0.999846,0.197767,4,31,0,86.8655,0.213351,-0.839108,-0.552412,-1.24481,-1.81797,0.58563
-87.645,0.994073,0.197767,4,15,0,88.1842,0.469793,-0.497098,3.27244,1.97941,3.48637,3.61763
-88.0037,0.996795,0.197767,4,15,0,89.0483,-0.0367469,-0.74763,0.741599,-4.45401,-7.23573,2.1825
-87.5389,0.999857,0.197767,3,7,0,88.1044,0.0158688,-0.81796,-3.35291,2.0257,-5.79261,1.31072
-87.1531,0.994604,0.197767,4,15,0,89.0628,0.0906122,-1.03764,-3.83753,5.28678,-3.62302,-0.96044
-88.279,0.994586,0.197767,4,15,0,88.6709,0.143368,-1.46269,-2.11056,2.20621,-1.92849,-4.98675
-86.8324,0.99999,0.197767,4,15,0,88.5224,0.439085,-0.984432,-3.06189,-5.1914,1.96662,-0.690839
-87.0405,0.99506,0.197767,3,11,0,87.9833,0.148102,-1.08821,-5.40517,-0.701443,-2.53768,-1.56237
-86.9775,0.993474,0.197767,3,15,0,88.8361,0.337372,-0.636242,-4.07136,-5.08354,0.511289,2.27976
-87.2654,0.996385,0.197767,3,7,0,87.4611,0.468283,-0.617207,-0.522121,-1.90088,3.16803,2.61347
-87.2328,0.999481,0.197767,3,7,0,87.4283,0.510166,-0.693323,-0.675974,-1.87002,3.76161,2.0656
-87.0528,0.999602,0.197767,4,15,0,87.5912,0.526044,-0.971253,-2.70276,-2.4428,3.26175,-0.391027
-87.0494,0.994971,0.197767,4,15,0,88.2403,0.183777,-0.68036,5.35083,2.37481,-2.6702,2.02562
-87.1468,0.998655,0.197767,3,7,0,87.3108,0.151459,-0.680374,2.26983,0.207778,-3.36297,2.09433
-86.8434,0.999999,0.197767,4,15,0,87.267,0.387419,-0.733854,2.71018,-1.9306,1.42637,1.47658
-86.7524,0.999273,0.197767,4,15,0,87.0862,0.272144,-0.775629,1.2653,2.33973,-0.764009,1.08801
-87.8456,0.993516,0.197767,3,15,0,88.0914,0.285031,-0.377374,0.625045,2.12386,-0.69965,4.37797
-87.5956,0.996521,0.197767,4,31,0,88.849,0.617905,-0.76103,-0.521298,4.90313,5.36415,1.84312
-88.296,0.997736,0.197767,4,15,0,88.9718,0.766611,-1.15865,-2.72223,-2.92532,5.49789,-1.27894
-87.282,0.9986,0.197767,2,7,0,88.8611,0.553919,-1.10994,-6.9072,1.25203,3.26766,-1.60213
-87.6268,0.994906,0.197767,4,15,0,88.6855,0.197074,-1.33663,5.77584,0.468244,-1.43014,-3.91814
-87.6367,0.99979,0.197767,3,7,0,87.7122,0.201634,-1.34076,0.538287,1.13297,-1.36603,-3.96118
-87.4705,0.999262,0.197767,1,3,0,87.779,0.209463,-1.29954,0.759978,2.36831,-1.30963,-3.59428
-86.988,0.994246,0.197767,3,11,0,89.1536,0.402425,-0.666087,2.81819,6.08324,1.79132,2.07862
-86.6921,0.999947,0.197767,3,11,0,87.0165,0.287065,-0.839431,-1.74826,-2.1002,-0.454559,0.518232
-88.9111,0.980175,0.197767,3,15,0,90.144,-0.174936,-1.2382,4.59472,3.31789,-7.38627,-1.76732
-89.2132,0.986144,0.197767,4,15,0,92.488,0.368085,-0.125557,-9.35417,-3.19156,1.58568,6.20667
-87.766,0.999387,0.197767,4,17,0,89.565,0.244017,-1.38268,0.632731,5.87366,-0.794903,-4.3806
-87.4419,0.999353,0.197767,4,15,0,88.4903,0.0278491,-1.06736,1.40064,4.36536,-4.62609,-1.04148
-86.7731,0.996945,0.197767,3,15,0,88.2701,0.258739,-1.02999,6.79269,0.966126,-0.834543,-1.17908
-87.0825,0.996934,0.197767,2,7,0,87.2559,0.221701,-1.17721,-0.646507,-1.75902,-1.27072,-2.48951
-87.0575,0.999583,0.197767,4,15,0,87.3988,0.425649,-1.15338,1.88384,2.10689,1.54693,-2.25289
-86.7945,0.99609,0.197767,3,15,0,88.3065,0.229399,-0.783095,3.7811,-4.53097,-1.58262,1.06066
-86.9684,0.997675,0.197767,4,15,0,87.2398,0.473934,-1.04791,-2.82994,-0.620483,2.35875,-1.2113
-87.3253,0.997099,0.197767,3,15,0,87.7628,0.583351,-1.06548,3.72396,-0.202541,3.76536,-1.10224
-86.9445,0.999458,0.197767,4,15,0,87.6013,0.163982,-1.04702,-4.18024,1.44559,-2.35568,-1.21471
-86.7982,0.997468,0.197767,3,15,0,87.5825,0.283629,-1.06073,-4.99757,0.0519846,-0.428427,-1.4716
-86.789,0.995684,0.197767,4,15,0,87.9097,0.231697,-0.784951,5.94408,-0.468315,-1.53581,1.04163
-87.963,0.971263,0.197767,3,11,0,92.8424,0.301751,-1.43091,-2.013,9.57975,-0.0989397,-4.8389
-88.1529,0.998907,0.197767,4,15,0,89.0895,0.614316,-0.552209,-4.76187,2.08294,6.2285,3.6756
-88.3379,0.997845,0.197767,4,15,0,90.3302,0.673557,-1.3535,-2.21457,-5.95828,3.82121,-3.53719
-88.8255,0.996896,0.197767,3,15,0,90.072,0.750616,-1.40115,-5.77717,1.95863,4.3272,-3.72152
-89.2212,0.999699,0.197767,4,15,0,89.2435,0.811733,-1.43306,0.275011,0.620999,4.68971,-3.79076
-89.3171,0.99844,0.197767,5,31,0,90.3679,0.929012,-1.15363,-0.446522,4.49137,7.09869,-0.343343
-88.1158,0.998947,0.197767,4,15,0,89.7638,0.737993,-0.891063,7.00643,-1.43545,6.5049,1.20097
-87.8044,0.998037,0.197767,3,7,0,88.5617,0.692734,-0.930208,4.20878,1.97042,5.70666,0.598533
-86.9632,0.998756,0.197767,4,15,0,88.2598,0.207879,-0.694925,-6.34324,-0.801412,-2.13681,1.85853
-87.1004,0.991694,0.197767,3,15,0,89.1784,0.272503,-0.590941,-5.28994,-4.81287,-0.871368,2.67036
-87.1387,0.999423,0.197767,4,15,0,87.4046,0.247063,-1.20876,-1.23421,2.05182,-0.880652,-2.80052
-87.7905,0.992683,0.197767,2,7,0,88.4394,0.231241,-1.38573,0.451407,3.52246,-0.948664,-4.39849
-87.1183,1,0.197767,4,15,0,88.1266,0.108376,-0.79324,-2.07501,-4.10621,-3.9724,1.21485
-87.3282,0.994828,0.197767,3,15,0,88.4413,0.047453,-0.855302,-4.41083,-3.11426,-5.00505,0.850752
-87.7196,0.991137,0.197767,2,5,0,88.4195,-0.0162838,-0.829705,4.4981,-1.11723,-6.41375,1.33985
-87.0777,0.999959,0.197767,4,15,0,87.9636,0.438399,-1.15312,-5.30485,-0.21026,1.71314,-2.23397
-87.1201,0.998413,0.197767,4,15,0,87.6416,0.532672,-1.03781,2.5134,-2.49812,3.18178,-0.987929
-86.955,0.999967,0.197767,4,15,0,87.2953,0.364201,-1.13891,-3.15495,0.732389,0.736203,-2.17543
-88.5775,0.991726,0.197767,4,15,0,88.9913,0.486188,-0.300688,1.90204,-2.40814,4.39802,5.20027
-91.5903,0.974293,0.197767,3,7,0,92.1071,0.618842,0.0199025,1.11916,3.03677,9.41257,7.99443
-90.9524,0.987822,0.197767,3,15,0,98.3088,0.838323,-1.74251,2.11677,11.8046,3.71479,-6.65557
-87.8047,0.999839,0.197767,4,15,0,91.915,0.222653,-0.408322,-11.236,1.68217,-2.23324,4.20014
-87.5305,0.999953,0.197767,3,7,0,87.9153,0.183512,-0.50646,0.182186,2.72224,-3.01802,3.48585
-87.5443,0.999893,0.197767,1,1,0,87.5493,0.184412,-0.501762,-0.369749,0.118898,-3.00602,3.52228
-87.0278,0.999717,0.197767,4,15,0,87.8029,0.520179,-0.902047,1.08784,-3.77511,3.35657,0.227098
-88.0855,0.995993,0.197767,4,15,0,88.1829,0.740732,-1.09162,-0.239584,-1.35831,5.53523,-0.740153
-90.7589,0.972183,0.197767,3,7,0,92.4371,0.996243,-0.746184,4.07435,4.72691,10.923,4.53272
-88.0261,0.998104,0.197767,4,15,0,92.988,0.452659,-0.3881,12.4952,-1.0754,3.36173,4.4452
-87.2956,1,0.197767,4,15,0,88.1732,0.272012,-0.524774,-2.83625,-3.47407,-0.925727,3.21701
-87.0416,0.999568,0.197767,4,15,0,87.6562,0.488122,-0.758828,-0.0590811,3.44483,3.19877,1.43211
-87.3542,0.998113,0.197767,4,15,0,87.9757,0.418367,-0.539061,2.67566,-2.76798,2.30046,3.16892
-87.7006,0.995487,0.197767,4,31,0,88.6281,0.646203,-1.15291,1.59896,4.04487,4.2269,-1.7195
-86.94,0.999979,0.197767,3,11,0,87.7331,0.476347,-1.01563,4.35416,-1.95498,2.45413,-0.910797
-86.8162,0.999998,0.197767,4,15,0,87.0648,0.278404,-0.723616,-2.73312,0.520868,-0.671113,1.5377
-86.9829,0.998703,0.197767,4,15,0,87.1753,0.44148,-0.712379,0.383584,1.90409,2.46138,1.74011
-88.9076,0.986289,0.197767,4,15,0,89.2425,-0.18936,-1.14816,0.35019,-2.52845,-8.15422,-0.798465
-87.3458,0.999702,0.197767,5,31,0,89.1639,0.596449,-1.03247,6.24712,3.38352,4.03839,-0.751295
-87.6047,0.998822,0.197767,3,7,0,87.6774,0.640406,-1.10571,1.50645,0.162377,4.3286,-1.29099
-89.2962,0.989744,0.197767,3,7,0,89.6595,0.901325,-0.916668,-2.35637,-1.91029,8.38428,1.96254
-86.953,0.99957,0.197767,4,15,0,90.0597,0.259178,-0.65806,-9.94074,0.281146,-1.10728,2.11389
-86.9439,0.999871,0.197767,2,3,0,86.9746,0.253695,-0.665449,-0.2181,0.750445,-1.21569,2.05557
-87.8742,0.992088,0.197767,5,31,0,88.4758,0.648701,-0.712896,0.158435,3.40635,6.08143,2.41832
-86.809,1,0.197767,3,7,0,87.9121,0.391333,-0.763531,5.60231,1.50707,1.46747,1.22172
-86.9646,0.998386,0.197767,3,15,0,87.2803,0.385593,-1.13456,0.85524,2.37795,1.03178,-2.12134
-86.7665,0.998034,0.197767,3,15,0,87.5281,0.418336,-0.912547,-0.417978,-3.82127,1.74935,-0.0700582
-87.5935,0.983904,0.197767,3,15,0,89.7474,0.638141,-0.832019,-7.95881,-1.78593,5.3769,1.27741
-87.1458,0.999142,0.197767,4,15,0,87.9957,0.202138,-1.19131,-5.09477,-0.820592,-1.53925,-2.59594
-87.4871,0.9988,0.197767,4,15,0,87.7022,0.595701,-0.757259,-0.133259,2.03559,5.0189,1.78714
-87.2336,0.998436,0.197767,3,7,0,87.7617,0.541258,-0.760273,3.78949,1.22063,4.104,1.56761
-87.2179,0.999962,0.197767,3,7,0,87.2916,0.524894,-0.730489,1.45226,-0.380689,3.91508,1.78187
-87.347,0.999635,0.197767,4,15,0,87.7464,0.12933,-0.629536,-3.0437,-1.44832,-3.97964,2.58745
-87.4093,0.999545,0.197767,3,7,0,87.4749,0.135198,-0.598024,1.38129,-0.332388,-3.93153,2.83939
-87.935,0.994608,0.197767,4,15,0,89.0994,0.0859877,-1.35426,-5.1412,2.5419,-2.8878,-3.88263
-87.9664,0.999985,0.197767,4,15,0,88.0785,0.0481587,-1.33039,-0.860838,1.30959,-3.48099,-3.56461
-87.8619,0.99978,0.197767,3,7,0,88.0971,0.0342607,-1.28375,1.2357,1.90163,-3.82009,-3.0895
-87.6425,0.999961,0.197767,4,15,0,87.9283,0.0438442,-1.21853,1.7748,1.89967,-3.87046,-2.50864
-86.9445,0.995346,0.197767,3,15,0,89.1622,0.492013,-0.881475,6.92113,3.71257,2.97272,0.344111
-86.8326,0.996628,0.197767,3,15,0,87.9563,0.314555,-0.706324,-5.07296,2.46936,0.040016,1.67747
-87.9575,0.987007,0.197767,3,15,0,88.8234,0.716045,-0.909922,4.08821,-2.56693,6.11481,0.905716
-86.8802,0.989046,0.197767,3,15,0,90.886,0.165637,-0.981093,11.2603,0.692677,-2.44999,-0.61565
-86.7753,0.999978,0.197767,4,15,0,86.9689,0.20338,-0.89432,1.65098,1.44415,-1.92402,0.106128
-88.1704,0.986752,0.197767,3,15,0,88.9524,0.757712,-0.976591,-4.89795,0.745763,6.30325,0.472535
-88.2033,0.999889,0.197767,3,7,0,88.3306,0.764982,-1.02575,1.67751,0.866416,6.1339,0.0266071
-89.58,0.988051,0.197767,4,15,0,90.8876,0.315871,-1.6991,-6.39,-0.702624,0.0574194,-7.20343
-87.7603,0.998106,0.197767,3,7,0,90.3644,0.218411,-1.37573,2.4024,-6.8403,-1.11606,-4.29655
-86.7505,0.999618,0.197767,4,31,0,88.0385,0.346117,-0.77312,1.55767,4.83775,0.62958,1.10385
-86.9335,0.997319,0.197767,3,15,0,87.3817,0.359697,-1.13034,-0.139223,-2.94003,0.678515,-2.09973
-88.3805,0.980144,0.197767,3,13,0,92.1556,0.769856,-0.858104,-9.46667,-4.30871,7.116,1.69877
-88.9174,0.998637,0.197767,3,7,0,89.1804,0.854218,-0.914779,-1.86606,1.72267,7.83882,1.65994
-89.3268,0.993445,0.197767,4,15,0,90.5696,-0.196437,-0.788523,2.17849,4.59608,-10.5846,2.73705
-86.9156,0.999955,0.197767,3,7,0,89.6037,0.230901,-0.697093,-9.20914,0.699764,-1.65577,1.80809
-86.9142,0.999877,0.197767,3,7,0,86.9667,0.204278,-0.727924,0.0954654,1.0036,-2.15977,1.57809
-86.7833,0.999716,0.197767,4,15,0,87.0416,0.424858,-0.871693,2.04124,-1.5696,1.91182,0.305836
-87.3346,0.988403,0.197767,3,15,0,89.0148,0.599126,-0.99298,6.28257,-2.91798,4.20612,-0.372469
-87.8788,0.997561,0.197767,4,15,0,88.3742,0.477683,-1.37868,3.66931,-1.18447,1.84201,-4.2436
-87.2006,0.998926,0.197767,4,15,0,88.6898,0.45111,-0.622408,-2.30383,5.05373,2.81896,2.53187
-86.7431,0.999941,0.197767,4,15,0,87.3187,0.397383,-0.94961,-2.522,-2.69432,1.37356,-0.429005
-86.7424,0.997675,0.197767,5,31,0,87.31,0.225341,-0.8684,-0.324809,3.30115,-1.55763,0.309085
-87.061,0.997687,0.197767,4,15,0,87.2191,0.116791,-0.815837,-2.13582,0.536849,-3.74002,0.989637
-86.8768,0.999847,0.197767,4,15,0,87.3412,0.164328,-0.96925,-2.15007,2.48327,-2.4953,-0.505358
-86.8839,0.999893,0.197767,3,7,0,86.9241,0.170806,-1.00333,1.12106,-0.121658,-2.32004,-0.827826
-86.7098,0.998084,0.197767,3,15,0,87.4193,0.245833,-0.896058,-3.31281,-2.65477,-1.15866,0.0401237
-87.0936,0.997825,0.197767,4,15,0,87.1577,0.269783,-0.594426,-1.41988,-0.125857,-0.928424,2.64306
-88.6443,0.985492,0.197767,4,15,0,89.4273,-0.102896,-1.32487,2.50448,-3.36424,-5.76994,-2.9668
-89.0213,0.996637,0.197767,4,31,0,89.8121,0.820094,-0.752712,0.390392,-3.89615,8.48469,3.04797
-88.7985,1,0.197767,3,7,0,89.1834,0.787325,-0.736378,3.44141,-0.502304,8.11739,2.98546
-89.2831,0.999253,0.197767,4,15,0,89.3433,-0.219149,-1.25591,-0.541312,0.992374,-8.05247,-1.69071
-88.0329,0.999613,0.197767,4,15,0,89.6525,0.647993,-0.652271,7.03785,1.11532,6.36281,2.96094
-87.9328,0.998435,0.197767,4,15,0,88.9481,-0.0392795,-0.792474,4.69781,2.4951,-7.07465,1.78702
-87.7629,0.999521,0.197767,3,7,0,88.2577,-0.0379622,-0.936122,-2.83243,2.16603,-6.37685,0.4506
-89.4015,0.989528,0.197767,3,7,0,89.7096,-0.244851,-1.1708,1.16849,-2.2632,-9.04184,-0.681657
-87.719,1,0.197767,3,7,0,89.5251,0.0499353,-1.25548,7.54061,0.634768,-3.66748,-2.87176
-88.4218,0.990479,0.197767,4,15,0,90.4072,0.0727436,-0.409067,-4.03296,-5.3366,-6.06909,4.5892
-88.9529,0.994326,0.197767,2,3,0,89.0149,0.053922,-0.326398,-0.590732,-0.992965,-6.89758,5.30536
-88.7369,0.999975,0.197767,2,3,0,88.9785,0.0733439,-0.343284,2.18708,-1.32872,-6.30197,5.09953
-87.5389,0.999993,0.197767,3,7,0,88.945,0.336737,-0.451739,-5.22245,3.25824,0.56012,3.79394
-87.7161,0.999054,0.197767,3,7,0,87.7717,0.376075,-0.417084,1.32897,0.0451471,1.50987,4.09334
-87.0529,0.995761,0.197767,3,11,0,88.9549,0.172999,-1.12762,-1.94463,-5.86839,-2.07038,-1.96965
-87.0016,0.999354,0.197767,4,31,0,87.4456,0.209064,-0.673893,2.66149,2.0685,-2.14432,2.03774
-86.6937,0.999693,0.197767,3,15,0,87.1375,0.30943,-0.82672,-2.31112,2.30911,-0.0518411,0.6257
-86.7032,0.999885,0.197767,4,15,0,86.7281,0.314892,-0.812833,0.435199,0.604003,0.046959,0.74814
-87.5769,0.994999,0.197767,3,15,0,87.7744,0.203925,-0.477551,0.888179,-1.82644,-2.58257,3.68149
-88.4638,0.997577,0.197767,4,15,0,88.643,0.320571,-0.248207,-2.36076,0.285597,0.198576,5.33142
-89.0255,0.991651,0.197767,4,15,0,90.7414,0.503986,-0.23419,-2.8963,-5.29631,5.05669,5.74595
-87.1106,0.999714,0.197767,5,31,0,89.388,0.182992,-1.16371,-3.23903,-6.13348,-1.86072,-2.31654
-87.0215,0.998392,0.197767,4,15,0,87.6763,0.442019,-1.12323,1.46653,3.36777,1.80238,-1.95479
-86.8825,0.996357,0.197767,3,15,0,88.092,0.158294,-0.943766,-5.26787,2.55568,-2.65234,-0.26192
-87.667,0.995379,0.197767,3,15,0,88.0167,0.0264485,-1.19943,-1.09615,-2.45452,-4.20546,-2.27505
-88.0542,0.99871,0.197767,4,15,0,88.4595,0.704826,-0.79298,-1.63573,2.49092,6.55823,1.96014
-86.6962,0.999916,0.197767,3,9,0,88.1026,0.292741,-0.966366,-6.46378,-1.35169,-0.314667,-0.619724
-86.8689,0.99703,0.197767,3,15,0,87.3399,0.27338,-1.10045,0.678423,2.96936,-0.56679,-1.82868
-86.7271,0.99997,0.197767,4,15,0,86.9532,0.250239,-0.829444,1.53687,1.71302,-1.13804,0.629888
-86.7687,0.997694,0.197767,3,15,0,87.1344,0.418047,-0.930331,-3.01941,1.23874,1.72124,-0.230708
-87.8836,0.994042,0.197767,3,15,0,88.3144,0.123483,-0.472369,2.52992,-2.10685,-4.56451,3.91226
-87.0578,0.999961,0.197767,4,15,0,88.1187,0.131464,-0.772515,2.33963,-4.1434,-3.55687,1.33691
-86.7717,0.999575,0.197767,3,7,0,87.1595,0.210097,-0.859159,-2.83204,1.6207,-1.851,0.41141
-86.8152,0.992808,0.197767,3,15,0,87.9646,0.407392,-1.02534,-5.13097,2.49672,1.44399,-1.10474
-87.5057,0.996018,0.197767,4,15,0,87.7339,0.320044,-1.32619,-1.3372,1.82261,0.110715,-3.89387
-87.4754,0.999952,0.197767,2,3,0,87.5241,0.324696,-1.31815,0.156762,0.96269,0.167824,-3.82056
-86.9399,0.999867,0.197767,4,15,0,87.8129,0.491724,-0.944282,-1.06539,-4.02118,2.82609,-0.226839
-88.3893,0.99017,0.197767,4,15,0,88.9769,0.439348,-0.302538,-4.26824,0.548854,3.22897,5.06687
-88.4156,0.998014,0.197767,4,15,0,89.3125,0.0385471,-1.43371,2.26107,-3.77099,-3.32982,-4.49538
-86.8889,0.999893,0.197767,4,15,0,88.5679,0.470538,-0.86832,-3.65562,-4.93162,2.66033,0.415958
-87.0022,0.999158,0.197767,3,7,0,87.0292,0.494444,-0.807563,-0.779921,0.390907,3.18766,1.01438
-86.7668,1,0.197767,3,7,0,87.0201,0.389396,-0.80081,-2.78429,-0.43719,1.39373,0.892046
-87.4893,0.995067,0.197767,3,15,0,87.9013,0.370476,-1.31648,-0.849885,-2.74178,0.717544,-3.79047
