# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1985537789
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.99
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=startle_null_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,aux_unscaled.1,p_gamma.1,p_aux_unscaled.1,g_gamma.1,g_aux_unscaled.1
-87.1583,0.99413,0.218501,3,15,0,87.7457,0.0782573,-0.971802,4.07422,-1.06608,-4.03234,-0.317631
-86.6739,0.999313,0.218501,3,15,0,87.4041,0.296611,-0.889847,4.71114,0.795897,-0.269296,0.0664576
-87.9562,0.986046,0.218501,3,11,0,88.8262,0.0576154,-1.33648,-3.25173,-2.94814,-3.32934,-3.64701
-89.3044,0.995548,0.218501,4,15,0,89.5964,-0.231734,-1.19345,-0.255359,2.15858,-8.65652,-0.991506
-89.8197,0.997284,0.218501,4,15,0,90.4948,0.832041,-0.57788,-0.296086,3.28664,9.96354,4.81897
-90.1855,0.994906,0.218501,2,3,0,90.2893,0.864667,-0.571647,1.11691,1.02208,10.5525,5.14437
-86.7733,1,0.218501,3,7,0,90.4367,0.239089,-0.789767,-9.99526,-2.98405,-1.38755,0.991108
-87.6753,0.993151,0.218501,3,15,0,87.8181,0.382981,-0.429874,1.79297,0.827962,1.65887,4.00023
-87.402,0.998634,0.218501,2,7,0,87.963,0.374672,-0.500001,0.763558,2.95327,1.3971,3.43182
-87.3877,0.999917,0.218501,3,7,0,87.5831,0.295725,-0.492537,1.99003,1.07682,-0.396054,3.46694
-86.7966,0.999081,0.218501,3,15,0,87.6613,0.402698,-0.790646,1.4588,-3.58178,1.64099,0.996494
-87.7224,0.987625,0.218501,3,15,0,88.5236,-0.0236038,-1.08761,-4.3158,-1.88624,-5.45783,-1.0383
-89.0222,0.992876,0.218501,3,15,0,89.5428,0.013833,-1.53958,2.48256,-2.29838,-3.35833,-5.39977
-88.1083,0.98755,0.218501,4,15,0,91.8287,0.720804,-1.1911,-3.85785,-7.23419,4.88342,-1.79967
-88.247,0.999358,0.218501,3,7,0,88.3575,0.706941,-1.28077,1.84336,0.278231,4.39083,-2.72349
-88.833,0.996902,0.218501,3,7,0,88.9955,0.777286,-1.36915,1.5149,-1.20921,4.6752,-3.30587
-88.7396,0.999956,0.218501,3,7,0,88.8673,0.757733,-1.36809,1.71588,-0.760773,4.51423,-3.37375
-88.0177,1,0.218501,3,7,0,88.7467,0.681159,-1.23483,-3.35296,2.46814,4.30638,-2.37708
-86.7115,0.993211,0.218501,4,15,0,89.7944,0.271298,-0.822823,-9.82826,-1.1105,-0.75178,0.672973
-87.2583,0.986919,0.218501,3,15,0,88.501,0.201518,-1.23145,-1.26678,-4.37766,-1.49808,-2.96272
-87.015,0.999907,0.218501,4,15,0,87.4718,0.483697,-0.767968,-0.216229,-2.70481,3.10025,1.34071
-87.7942,0.981235,0.218501,3,15,0,90.3887,0.0984075,-0.528658,8.67585,-2.01218,-5.00347,3.52943
-87.3996,0.995751,0.218501,2,7,0,88.3147,0.155727,-0.575062,-4.59892,2.03173,-3.51803,2.98058
-87.6704,0.996516,0.218501,2,3,0,87.6936,0.144552,-0.505295,0.447149,0.521252,-3.95657,3.58585
-87.8494,0.989504,0.218501,4,15,0,89.7004,-0.00835123,-1.21129,-5.21499,4.01769,-4.7241,-2.26694
-88.5031,0.97594,0.218501,4,15,0,91.4668,0.114906,-0.342311,-9.75754,0.105245,-5.18558,4.96161
-87.9024,1,0.218501,3,7,0,88.5703,0.132887,-0.457005,-1.68597,3.05118,-4.37475,4.00887
-89.0118,0.992144,0.218501,3,7,0,89.2488,0.157148,-0.210271,2.14316,1.229,-4.39829,5.81048
-89.3199,0.996157,0.218501,3,7,0,89.5926,0.0936221,-0.215158,-0.441387,2.06976,-6.20926,5.97301
-89.1815,1,0.218501,1,1,0,89.3194,0.0996208,-0.23242,1.09395,-1.27136,-5.97593,5.82809
-90.2694,0.985208,0.218501,2,3,0,90.336,0.0652298,-0.0978152,0.332411,1.00735,-7.50426,6.88881
-87.7746,0.999157,0.218501,3,7,0,90.5417,0.356564,-0.397018,6.12281,-5.07095,1.06016,4.23322
-87.099,1,0.218501,3,7,0,87.8,0.286845,-0.587608,-1.2531,-3.23685,-0.560493,2.69049
-86.9222,0.998676,0.218501,4,15,0,87.4977,0.457456,-0.782256,2.33532,-2.55321,2.61496,1.15761
-90.4214,0.96493,0.218501,3,7,0,90.6427,0.928226,-0.660438,1.86461,-1.34782,10.7673,4.81646
-89.0837,0.986244,0.218501,3,7,0,92.07,0.705921,-0.489011,9.35823,2.04683,8.33643,4.72192
-89.0343,0.998981,0.218501,2,3,0,89.2391,0.709385,-0.505786,1.72477,1.34264,8.29677,4.59818
-86.9395,0.999662,0.218501,3,15,0,89.553,0.332516,-0.652412,-8.35723,-2.65839,0.407094,2.1412
-86.8635,0.99929,0.218501,4,15,0,87.2067,0.220674,-1.06593,-2.00832,1.87,-1.40751,-1.47152
-87.0074,0.998466,0.218501,3,7,0,87.0951,0.230905,-1.15028,0.645801,-1.09564,-1.16277,-2.25248
-86.8409,0.998882,0.218501,4,15,0,87.3742,0.179407,-0.968836,-2.01177,-2.55839,-2.23216,-0.528916
-87.4027,0.994548,0.218501,3,15,0,87.8778,0.166272,-1.25868,0.363973,-2.75077,-1.95719,-3.16227
-87.4539,0.999565,0.218501,2,3,0,87.4722,0.171793,-1.27764,0.608122,-0.331767,-1.85034,-3.34476
-86.9897,0.999806,0.218501,4,15,0,88.0511,0.430051,-1.11752,4.51724,2.61712,1.65058,-1.91883
-86.7728,0.999774,0.218501,4,15,0,87.195,0.401201,-0.814755,3.01468,-1.49651,1.58592,0.781769
-87.103,0.997622,0.218501,4,15,0,87.2336,0.519316,-1.05943,-1.80453,-0.686066,2.94986,-1.22082
-86.9451,0.991443,0.218501,4,15,0,89.7851,0.465015,-1.0456,-7.64245,4.05273,2.23917,-1.20632
-88.0891,0.986083,0.218501,2,7,0,88.735,0.585172,-1.36704,-2.01814,2.88806,2.94612,-3.9199
-87.8985,0.999553,0.218501,1,3,0,88.17,0.571441,-1.32693,-1.32742,1.8659,2.90889,-3.58099
-86.9201,0.997965,0.218501,4,15,0,88.7966,0.475083,-0.835346,5.14149,-4.11467,2.80342,0.721451
-87.3689,0.991418,0.218501,3,11,0,88.8499,0.593146,-1.07104,3.53527,-4.18877,3.87153,-1.12371
-87.01,0.991051,0.218501,3,15,0,89.3229,0.514284,-0.95549,-6.14079,4.27847,3.13221,-0.276235
-86.7734,0.998147,0.218501,3,15,0,87.5008,0.415783,-0.853486,-4.09627,1.81568,1.7865,0.455917
-87.6876,0.993655,0.218501,3,15,0,87.7635,0.66264,-1.09143,0.19225,-1.09552,4.64342,-1.0719
-88.3291,0.993614,0.218501,3,7,0,88.544,0.763171,-0.860615,-1.00841,1.71593,7.01141,1.63557
-87.18,0.997225,0.218501,3,15,0,89.0656,0.222501,-1.21424,7.66517,0.957373,-1.22106,-2.82893
-88.1444,0.955341,0.218501,3,15,0,93.5356,0.14217,-0.390717,-0.872053,9.28659,-4.32303,4.50747
-87.4938,0.998737,0.218501,3,7,0,88.4329,0.244709,-0.476945,4.27916,-2.43558,-1.60533,3.62834
-87.121,0.992328,0.218501,2,7,0,88.442,0.284546,-0.580025,-2.99623,4.09087,-0.614071,2.75465
-87.1246,0.989897,0.218501,3,15,0,88.831,0.210365,-1.18782,-0.783814,-5.20669,-1.42381,-2.57401
-87.0839,0.996918,0.218501,3,15,0,88.0434,0.496846,-0.749651,-3.26902,-3.17376,3.3734,1.53491
-87.0486,1,0.218501,2,3,0,87.0949,0.485059,-0.747487,-1.21327,-0.0870016,3.17259,1.52481
-87.9229,0.996482,0.218501,4,15,0,88.1183,0.524603,-1.3656,2.37345,0.567213,2.34731,-4.04188
-88.3024,0.998051,0.218501,4,15,0,89.1234,-0.0937156,-0.816892,1.88887,-3.37738,-8.12705,1.84164
-86.9938,0.997811,0.218501,3,7,0,88.6555,0.150352,-0.772921,7.14828,-1.07155,-3.17106,1.28766
-86.7713,0.999998,0.218501,4,15,0,87.0835,0.222443,-0.984586,2.29989,-1.54006,-1.47177,-0.733695
-88.8316,0.979558,0.218501,3,15,0,89.6861,0.503863,-0.26859,-2.66317,-3.19111,4.93849,5.49427
-88.2154,0.990098,0.218501,3,7,0,90.0479,0.461012,-0.35321,4.39672,4.44698,3.64302,4.73429
-87.8553,0.999748,0.218501,4,15,0,88.6281,0.11809,-1.35577,-1.90051,3.25746,-2.44684,-3.96642
-87.4521,0.996846,0.218501,3,15,0,88.5334,0.154133,-1.26642,2.88134,3.63616,-2.11587,-3.21323
-86.922,0.999651,0.218501,3,7,0,87.5462,0.248573,-1.11862,2.12044,2.78931,-0.927156,-1.97871
-86.9048,0.997688,0.218501,4,15,0,87.6143,0.43698,-0.756008,4.30534,-1.46028,2.30253,1.35111
-86.752,0.999272,0.218501,4,15,0,87.132,0.30652,-1.03058,-3.24551,-0.915832,-0.0821635,-1.20335
-87.3595,0.992474,0.218501,4,15,0,87.9105,0.567952,-1.12838,-1.07515,2.87657,3.3898,-1.73602
-87.6464,0.996797,0.218501,4,15,0,88.2373,0.599411,-0.690411,4.07493,-1.09115,5.34974,2.40146
-87.7097,0.999821,0.218501,3,7,0,87.7133,0.605126,-0.677344,-0.181047,0.202755,5.50338,2.5415
-87.0116,0.998987,0.218501,4,15,0,88.428,0.169814,-0.721507,-6.44827,-1.40232,-2.88278,1.69665
-87.5962,0.99501,0.218501,4,15,0,88.0631,0.00809465,-1.11683,-0.249541,2.73315,-4.79313,-1.43557
-87.0214,0.998843,0.218501,3,15,0,87.9862,0.519083,-0.922945,-4.97427,-1.76858,3.28547,0.0336058
-87.4983,0.997257,0.218501,3,7,0,87.6027,0.59022,-1.16142,1.66375,0.541588,3.55935,-1.9817
-86.8998,0.999543,0.218501,4,15,0,87.8755,0.431975,-0.751359,5.40199,-1.04145,2.22046,1.38347
-87.0641,0.998665,0.218501,3,7,0,87.1214,0.486391,-0.740328,1.3434,-0.138243,3.2133,1.59106
-86.9066,0.9999,0.218501,4,15,0,87.2431,0.14836,-0.92161,1.25158,2.14999,-2.87867,-0.0401995
-86.9604,0.999192,0.218501,4,15,0,87.2446,0.471316,-0.782029,-0.824942,2.05567,2.85492,1.18827
-87.1732,0.98845,0.218501,3,15,0,88.8472,0.377863,-1.22039,-2.75712,-4.80566,0.867065,-2.9107
-86.7677,0.987332,0.218501,3,15,0,89.8456,0.208201,-0.926475,-6.01048,5.60253,-1.79171,-0.190141
-87.7763,0.986051,0.218501,3,7,0,88.5114,0.0409364,-0.633431,2.52592,-2.93616,-5.98225,2.85006
-87.9683,0.997554,0.218501,2,3,0,87.9933,0.0267059,-0.599219,0.890211,-0.064804,-6.45517,3.20299
-88.459,0.9958,0.218501,3,7,0,88.6465,0.0285583,-0.46553,-2.42532,-0.265426,-6.98126,4.31452
-87.7067,0.99989,0.218501,3,7,0,88.5984,0.070826,-0.599146,2.85116,-3.20356,-5.41714,3.03152
-87.5597,0.999462,0.218501,4,15,0,88.8156,0.622814,-0.79779,-0.0487028,-4.49178,5.28778,1.52803
-87.5991,0.999966,0.218501,4,15,0,87.6994,0.643149,-0.849658,0.437894,1.23109,5.37543,1.13513
-86.7209,0.999335,0.218501,3,7,0,87.8842,0.376108,-0.842583,6.10373,0.250187,1.12268,0.510029
-86.7974,0.996898,0.218501,3,15,0,87.2364,0.209402,-0.818187,3.75475,-0.0718665,-1.92236,0.777022
-87.3821,0.995347,0.218501,4,15,0,87.6196,0.0283934,-0.94051,2.19054,-1.19062,-5.0696,0.137488
-87.8323,0.997933,0.218501,3,15,0,88.0486,-0.0238328,-1.16496,-1.43842,1.56249,-5.15398,-1.77011
-87.7052,0.995828,0.218501,4,15,0,89.0675,0.323815,-1.37456,-4.60864,-3.35691,0.15222,-4.33152
-92.8519,0.958076,0.218501,4,15,0,95.4443,0.522611,-2.05859,1.05834,6.4104,1.28442,-10.0425
-90.0318,1,0.218501,3,7,0,93.3278,0.699081,-1.67446,2.21267,7.10693,3.06387,-6.45257
-88.4579,1,0.218501,3,7,0,90.1955,0.723786,-1.32775,1.7522,-5.13639,4.37102,-3.11351
-88.0289,0.999957,0.218501,3,7,0,88.5375,0.627021,-1.31303,-3.61598,1.2787,3.5039,-3.30006
-87.3461,0.990346,0.218501,3,15,0,90.7853,0.522663,-1.1883,7.96781,-4.84891,2.69627,-2.40694
-87.2437,0.995626,0.218501,3,15,0,88.6332,0.347979,-1.25003,-6.64907,-0.466666,0.47211,-3.19606
-86.8491,0.999988,0.218501,4,15,0,87.3959,0.458016,-0.899041,-0.127728,-2.96261,2.40103,0.11476
-86.8124,0.999659,0.218501,4,15,0,87.0388,0.186044,-0.888022,1.37429,-1.64131,-2.2513,0.190164
-87.8665,0.990146,0.218501,4,15,0,88.159,0.194978,-0.410586,-1.88626,-1.70916,-2.92566,4.22942
-87.23,0.999091,0.218501,3,7,0,88.1228,0.338144,-0.541987,3.66607,-2.76134,0.560232,3.0659
-86.7548,0.999987,0.218501,4,15,0,87.3126,0.216131,-0.929937,-0.284993,-2.987,-1.64704,-0.231895
-87.0365,0.994853,0.218501,3,15,0,87.5421,0.367598,-0.621731,2.71451,2.10678,1.14032,2.41922
-87.5846,0.997189,0.218501,4,15,0,87.7623,0.228673,-0.460249,-0.995316,-1.53607,-2.01107,3.78173
-89.7324,0.963963,0.218501,4,15,0,91.4835,0.977528,-1.25634,-2.82246,4.91446,6.88299,-1.13923
-88.7773,0.99186,0.218501,4,15,0,91.4052,0.380694,-1.57505,-8.26877,2.83433,0.682805,-6.105
-88.9784,0.999424,0.218501,3,7,0,89.0882,0.406536,-1.60406,1.8016,-0.373725,0.901956,-6.3439
-88.2132,1,0.218501,4,15,0,89.7545,0.43884,-0.337905,6.81579,-1.2395,3.14137,4.80011
