# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=922673813
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.99
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=startle_treat_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_b.1,z_b.2,z_b.3,z_b.4,z_b.5,z_b.6,z_b.7,z_b.8,z_b.9,z_b.10,z_b.11,z_b.12,z_b.13,z_b.14,z_b.15,z_b.16,z_b.17,z_b.18,z_b.19,z_b.20,z_b.21,z_b.22,z_b.23,z_b.24,z_b.25,z_b.26,z_b.27,z_b.28,z_b.29,z_b.30,z_b.31,z_b.32,z_b.33,z_b.34,z_b.35,z_b.36,z_b.37,z_b.38,z_b.39,z_b.40,z_b.41,z_b.42,z_b.43,z_b.44,z_b.45,z_b.46,z_b.47,z_b.48,z_b.49,z_b.50,z_b.51,z_b.52,z_b.53,z_b.54,z_b.55,z_b.56,tau.1,tau.2,tau.3,aux_unscaled.1,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_b.1,p_z_b.2,p_z_b.3,p_z_b.4,p_z_b.5,p_z_b.6,p_z_b.7,p_z_b.8,p_z_b.9,p_z_b.10,p_z_b.11,p_z_b.12,p_z_b.13,p_z_b.14,p_z_b.15,p_z_b.16,p_z_b.17,p_z_b.18,p_z_b.19,p_z_b.20,p_z_b.21,p_z_b.22,p_z_b.23,p_z_b.24,p_z_b.25,p_z_b.26,p_z_b.27,p_z_b.28,p_z_b.29,p_z_b.30,p_z_b.31,p_z_b.32,p_z_b.33,p_z_b.34,p_z_b.35,p_z_b.36,p_z_b.37,p_z_b.38,p_z_b.39,p_z_b.40,p_z_b.41,p_z_b.42,p_z_b.43,p_z_b.44,p_z_b.45,p_z_b.46,p_z_b.47,p_z_b.48,p_z_b.49,p_z_b.50,p_z_b.51,p_z_b.52,p_z_b.53,p_z_b.54,p_z_b.55,p_z_b.56,p_tau.1,p_tau.2,p_tau.3,p_aux_unscaled.1,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_b.1,g_z_b.2,g_z_b.3,g_z_b.4,g_z_b.5,g_z_b.6,g_z_b.7,g_z_b.8,g_z_b.9,g_z_b.10,g_z_b.11,g_z_b.12,g_z_b.13,g_z_b.14,g_z_b.15,g_z_b.16,g_z_b.17,g_z_b.18,g_z_b.19,g_z_b.20,g_z_b.21,g_z_b.22,g_z_b.23,g_z_b.24,g_z_b.25,g_z_b.26,g_z_b.27,g_z_b.28,g_z_b.29,g_z_b.30,g_z_b.31,g_z_b.32,g_z_b.33,g_z_b.34,g_z_b.35,g_z_b.36,g_z_b.37,g_z_b.38,g_z_b.39,g_z_b.40,g_z_b.41,g_z_b.42,g_z_b.43,g_z_b.44,g_z_b.45,g_z_b.46,g_z_b.47,g_z_b.48,g_z_b.49,g_z_b.50,g_z_b.51,g_z_b.52,g_z_b.53,g_z_b.54,g_z_b.55,g_z_b.56,g_tau.1,g_tau.2,g_tau.3,g_aux_unscaled.1
-178.154,0.993481,0.0609791,6,63,0,206.861,0.0631518,0.379224,0.172942,1.07277,-1.38309,0.864297,0.612111,1.45583,0.297177,-2.74825,0.0336973,0.738423,1.03607,-0.127367,0.61339,-0.434301,0.588556,0.0805663,-1.01946,-0.746416,0.656009,-0.204118,0.990152,0.879303,-0.580593,-0.430533,0.258701,1.46307,0.932224,-1.26668,0.52953,0.252209,-1.82343,-0.23951,-1.67355,0.142691,1.80998,0.976775,-1.84122,1.82095,-0.476298,1.19268,-1.67175,-0.969921,-1.20066,-2.11992,-0.871143,-0.666523,-0.806893,0.721228,-1.81356,-0.343452,-0.940855,-1.15407,1.61836,-0.463998,0.100759,-0.404668,-0.709971,-3.27024,-3.24771,1.28382,-0.14767,0.397423,4.93061,3.24484,-0.815352,-0.547963,0.585299,-0.218383,-0.867559,0.408951,1.79249,1.47643,0.556898,-0.564036,-0.0120309,0.222012,-0.779493,0.984727,1.2864,0.411317,1.23293,0.567402,0.239642,-0.779635,-1.20517,-0.573113,-0.447427,0.810914,-1.55939,-1.38359,0.459492,1.56159,0.788033,-1.72942,-0.637898,-1.0566,0.035205,-1.54843,1.59633,-0.0390395,1.66126,-0.250285,-0.772731,-2.01971,1.6913,-0.0530245,1.30343,-0.468342,0.527267,-0.956522,2.38919,-0.622705,-0.866669,0.117338,1.28669,0.898227,-0.901716,1.0487,0.242629,0.51073,0.237813,-0.546251,-0.354788,-1.84824,-11.0893,-9.05383,-0.627329,1.07269,-1.3624,0.876305,0.573349,1.4722,0.329382,-2.72919,-0.00521627,0.766075,1.01179,-0.123617,0.621403,-0.430495,0.489659,0.0992135,-0.998438,-0.765941,0.55071,-0.219656,0.975446,0.830678,-0.56804,-0.426795,0.266816,1.47713,0.943137,-1.2712,0.54813,0.228146,-1.81984,-0.277836,-1.69053,0.14649,1.81822,0.989148,-1.83763,1.77281,-0.475229,1.08162,-1.67175,-0.989593,-1.1649,-2.23971,-0.944071,-0.602569,-0.824095,0.772351,-1.95942,-0.406177,-0.921302,-1.20593,1.56586,-0.463998,-13.9858,-20.89,-0.709971,-1.34828,-0.416865,9.4808,9.84458
-172.979,0.909076,0.0609791,6,63,0,214.303,0.0299125,0.836315,-0.0224501,-1.08549,0.447172,2.06042,-1.0206,-0.499822,-1.10312,1.57579,0.749505,-0.479933,-0.854224,-0.487682,0.399764,0.592811,-0.0887935,-1.62341,2.01951,1.37201,-1.40519,0.135703,-0.570457,-1.42996,-0.584771,0.291741,-1.56569,-1.13579,0.384318,2.19248,-0.0721114,0.887841,0.160542,-0.0763586,1.05658,-0.241015,-0.815596,-0.441458,1.36675,-0.243133,-0.101125,-0.731836,1.16082,-0.219208,0.349588,1.34093,-0.786493,0.384264,-0.607343,-0.973502,-1.47158,0.453997,0.417184,-0.901457,-0.30484,1.93097,2.35966,-2.65002,0.612836,-3.00372,-1.92917,-0.770131,-0.622746,2.21034,2.30065,7.82495,0.949041,-1.41124,2.3593,0.079424,1.50066,-0.457298,-2.41844,0.419048,0.579575,0.699459,-0.460053,1.04789,-0.077398,0.637632,-1.24075,-0.0271082,-0.0252705,-0.513883,-0.175373,0.810159,0.167794,-0.990267,-0.297597,-1.28723,1.11182,1.41323,-0.175387,0.676511,0.835427,-2.16554,-0.357406,-1.40369,0.0336807,1.69168,0.916236,-1.22668,2.08632,-0.65475,0.884262,-1.24494,-1.40566,-1.17104,-1.75621,-1.74412,-0.392896,-1.29982,0.392088,-3.25121,-0.175701,-0.826569,-2.06939,1.79862,0.785686,-0.766187,0.97431,-0.346738,-1.18952,-1.33728,-0.406038,-0.0649347,0.966127,3.22523,-0.129431,-1.07855,0.459708,2.0675,-1.03094,-0.490434,-1.08149,1.59166,0.740173,-0.45848,-0.855286,-0.485085,0.40887,0.595705,-0.151042,-1.61114,2.03199,1.37327,-1.43588,0.135526,-0.569834,-1.44118,-0.570712,0.294498,-1.55628,-1.12755,0.393703,2.19418,-0.0536157,0.881075,0.163403,-0.0898929,1.06563,-0.23829,-0.806597,-0.434883,1.36968,-0.263154,-0.100006,-0.775302,1.16082,-0.217227,0.437039,1.24079,-0.920463,0.521696,-0.575882,-0.859766,-1.53924,0.45043,0.470244,-0.921702,-0.32946,1.93097,2.44005,-2.49164,0.612836,-0.86246,-0.784691,-0.767075,-2.07519
-174.176,0.99377,0.0609791,6,63,0,208.209,0.391393,0.91005,-0.131322,-0.661937,0.870704,0.988072,-0.495608,-0.992066,-1.70939,1.30133,0.732575,0.244467,0.0905817,-1.19267,0.250647,1.06343,-0.393478,-2.30771,1.59157,1.56633,-1.07812,-0.60865,-0.575831,-1.38657,-0.593811,1.06463,-0.834429,-0.96619,0.458264,0.906337,-0.598293,0.369738,-0.887914,-0.797904,-0.262044,-0.596029,-0.681381,0.800201,0.829123,0.737539,-0.78168,-1.2154,1.85073,0.0671254,-0.169458,1.23027,-0.11968,0.240289,-1.69678,-1.39431,-0.640121,0.422912,-0.202361,-0.0905973,0.00750233,1.7195,2.61648,-3.07651,0.399518,-3.10769,-1.43558,-1.06255,-0.422594,-0.755379,-0.0362012,-3.67228,1.24859,0.532506,-2.46882,1.17389,-0.491565,-0.549433,-0.964269,-0.264915,1.13427,1.76477,-1.03911,-0.369783,0.492163,-0.331156,-0.457075,-1.37322,-0.114305,0.874492,-1.36175,0.170405,0.521854,0.159141,0.891529,1.37746,0.63638,0.000909971,-2.83586,-0.660795,-1.17996,-1.9105,-1.13058,-2.53358,-0.534006,0.452382,2.01291,-1.17417,1.72125,-1.12303,-0.413979,0.670019,0.48006,-0.836456,-0.569591,1.34917,-0.410179,-1.77365,-0.461102,1.88298,-0.223833,-1.10619,1.58911,0.611982,-0.937012,-0.350287,-0.403506,-0.448479,0.16111,0.986727,-0.409636,1.82068,7.45062,5.5274,-1.56616,-0.648971,0.887837,0.998495,-0.499718,-0.97886,-1.68028,1.32366,0.729988,0.274351,0.0972938,-1.18883,0.264075,1.06774,-0.448035,-2.29053,1.60845,1.57691,-1.09635,-0.60342,-0.569809,-1.38891,-0.571976,1.06876,-0.820855,-0.95479,0.470641,0.908424,-0.571494,0.361291,-0.884103,-0.80835,-0.242886,-0.592062,-0.668064,0.809858,0.83309,0.725328,-0.774862,-1.25813,1.85073,0.160743,0.0623291,1.12763,-0.291952,0.591802,-1.61586,-1.10621,-0.582931,0.561158,-0.0678104,-0.0561025,0.0242029,1.7195,3.50021,-2.28708,0.399518,-0.92495,-1.36359,-0.77088,-0.272584
-164.664,0.998186,0.0609791,6,63,0,199.386,0.471198,0.800113,0.178448,-1.70904,0.653092,-0.57486,-0.524622,-0.786965,0.827074,-0.0953955,-0.346583,-0.704754,-0.294878,0.665124,-0.826042,-0.530579,-0.631312,1.51456,-0.544883,-0.659463,1.99565,2.02383,0.336244,0.469759,-0.40708,-1.37582,0.593716,-1.0476,0.240655,0.384976,-1.16283,-0.918273,0.384413,-0.623789,-0.115639,0.914425,1.94586,-0.342889,-0.930249,0.898874,-1.57176,0.480347,0.28952,-0.638846,0.531381,1.03776,1.36529,-0.43607,1.05961,1.15988,0.798176,0.940282,0.757443,-0.613562,0.949975,-0.951483,-0.634788,-0.678228,-0.274013,-0.460364,-0.390645,-0.0714359,-0.250639,-0.806646,-6.97367,0.0306505,0.560497,-1.17302,-1.08528,0.558305,1.11818,1.29338,-1.59149,-0.704974,-0.371163,-0.0162813,1.2087,-0.291593,-1.02442,1.34811,1.85125,-1.84225,-1.68001,0.835562,0.538544,0.447231,1.62609,0.543848,-0.684452,0.487051,1.02275,-0.657135,-1.06041,0.742737,-0.242128,0.920251,0.931636,0.20003,0.557323,0.221379,-0.813799,-0.660432,-0.628446,1.04756,1.28737,-1.96166,0.489674,-0.443543,-1.48664,0.629296,-1.01469,1.62122,0.542276,1.00209,-0.656812,-0.29893,0.292021,-0.0662642,-1.67388,-2.49828,1.9564,-0.302151,1.21839,-0.330246,3.09301,-1.57592,6.34427,8.50953,5.05295,-1.85542,0.992316,-0.470923,-0.387823,-0.618229,1.47067,0.337929,-0.569729,-0.14584,-0.498082,0.748476,-0.567731,-0.431198,-1.89779,1.85917,-0.28946,-0.547522,1.77524,2.23201,0.542938,0.194605,-0.200544,-1.34076,0.900975,-0.853347,0.556749,0.534954,-0.958362,-1.16685,0.511851,-0.475462,-0.0108796,1.00511,2.28626,-0.281159,-0.850841,0.45262,-1.74893,0.447292,0.28952,-1.3784,0.872774,1.62416,0.907166,0.448603,1.44124,2.27727,0.890386,1.19716,1.39421,-0.540245,1.07829,-0.951483,-2.5548,5.78449,-0.274013,1.3193,2.50256,-3.23334,4.92686
-167.101,0.998212,0.0609791,6,63,0,193.874,1.17096,0.391759,0.169732,-1.69018,0.276239,-0.545697,0.075265,0.021642,1.72582,0.414803,0.202065,-0.624107,-0.819309,-0.298569,0.787349,0.463729,1.49723,1.25417,-0.223076,-0.577852,0.775276,1.09175,-0.571301,0.787401,0.222581,-1.76753,1.04098,0.614741,1.366,0.798723,0.0359642,-1.62424,-0.0953535,0.203298,0.814629,2.55802,-0.0473292,-1.46803,-1.13235,1.14964,-0.358483,1.14087,-0.405888,-1.09984,0.434366,-0.375861,0.695344,-0.782403,0.939382,1.78416,1.55805,0.107531,-0.079559,-0.444216,0.795474,0.254731,-0.0651509,-1.82214,-0.159281,-0.783507,-2.78579,0.322961,-0.718353,-0.438991,4.96856,0.105324,-0.978171,0.737401,-0.290496,-0.827879,-0.790305,0.115493,-0.306329,-0.808261,-0.292838,0.122356,1.11686,-1.53605,-0.873072,-1.72432,1.12428,-0.453272,-0.455044,1.65436,1.87315,0.684606,-0.0234034,-0.684232,-0.585237,0.210282,-1.73245,-0.623752,-0.0331419,-1.16035,-0.0555515,0.623484,-1.01962,-0.695983,-0.703305,2.42507,0.572785,-0.400315,0.204428,-1.80429,-0.389927,0.604549,-0.0814134,0.413357,1.47496,1.17055,0.0736338,0.710473,0.300843,-0.134168,1.15054,1.01781,-0.497147,0.608934,-1.34927,0.29845,-0.00936118,-0.210251,0.0380157,1.43027,1.58215,4.06725,9.10734,-0.925247,0.590778,-1.61515,0.376548,-0.46832,0.0934791,0.152912,1.91904,0.575825,0.146919,-0.455438,-0.847587,-0.250285,0.867978,0.517048,1.38712,1.35304,-0.123762,-0.535104,0.637633,1.11552,-0.571692,0.757269,0.36569,-1.72828,1.12176,0.701158,1.45602,0.856084,0.190228,-1.63091,-0.0455572,0.230554,0.911389,2.62288,0.0292712,-1.3957,-1.08869,1.11494,-0.269191,0.986758,-0.405888,-1.0733,0.479573,-0.370218,0.710828,-0.725826,0.961379,1.82915,1.56226,0.126405,-0.05052,-0.441933,0.792881,0.254731,2.93245,1.18712,-0.159281,-0.368021,-0.879356,-5.29736,-6.62933
-168.977,0.998014,0.0609791,6,63,0,198.772,0.231669,0.744303,0.117967,-1.08686,0.813635,-0.671889,-1.54113,-1.06555,0.706175,0.618918,1.20336,0.667837,-1.02611,0.00727343,-0.638981,2.20936,1.85642,-0.175184,1.15009,1.71234,0.297775,-0.560184,0.311137,-0.062036,-0.531708,0.853871,0.0980215,2.04167,1.90885,-0.618834,-0.95655,-1.95382,1.23652,-0.333427,0.711927,0.570179,1.09832,0.580636,-1.32335,-0.0403179,-1.65195,0.328739,-0.243754,-1.0728,0.129583,-0.0682257,0.648805,-0.504583,0.484554,-0.560562,-1.23015,-0.652457,1.0652,1.32928,0.287403,0.627265,-0.14175,-0.459443,0.0833189,0.0937195,-1.85065,0.436513,-1.15029,-1.55246,4.13633,-0.350602,1.61439,-0.0699971,0.300181,-0.586199,-0.341923,-1.74561,-0.323914,0.426115,0.681147,0.629674,0.320083,-1.19156,0.148209,-0.846608,-1.41844,0.700623,1.32163,-0.452346,-1.56011,0.696099,-0.823744,-0.644972,1.88009,-1.03112,0.0921854,-0.829491,-1.17579,-0.337319,1.19122,0.663362,-0.298161,-0.671936,-2.77445,0.350497,1.73494,0.773517,-1.18311,-0.260999,-0.845817,0.354396,0.828606,-0.414131,0.411514,-0.514292,0.635422,-0.88734,-2.30511,-2.35153,-0.406754,0.439185,1.02704,-0.790314,-0.0505762,0.430702,2.23732,0.164445,-0.0339392,1.1283,-1.20165,-0.221033,0.395789,1.42145,0.834014,-1.11144,0.914357,-0.62485,-1.619,-0.983244,0.905035,0.774803,1.2282,0.860025,-1.20905,0.0583898,-0.551294,2.2785,1.47968,-0.0810609,1.2516,1.81197,-0.127736,-0.532192,0.352002,-0.284718,-0.44102,0.909791,0.191593,2.12504,2.01139,-0.657583,-0.841773,-2.22936,1.29898,-0.328036,0.745042,0.623387,1.1949,0.638997,-1.28481,-0.302784,-1.76344,0.189593,-0.243754,-1.10106,0.154252,-0.0781344,0.618303,-0.450177,0.460318,-0.508414,-1.29182,-0.673613,1.0978,1.34415,0.302293,0.627265,-1.76118,1.33568,0.0833189,1.53768,-0.748445,-0.0479007,-2.92673
-170.113,0.999147,0.0609791,6,63,0,200.811,1.0291,0.0547121,0.336631,-0.0924148,0.111742,0.308798,0.245539,0.866555,0.150217,0.750387,-0.369271,-1.20377,0.498685,-0.20916,1.2662,0.74764,-1.28352,-1.84285,0.265748,0.225358,0.507746,-1.29905,-1.08483,-0.642738,-0.592068,-0.917224,0.9736,1.65408,-0.570857,-0.123033,-0.942092,-0.79734,-0.60331,1.76908,-1.58557,-0.173204,-1.30124,-0.847921,-0.497892,-0.815101,0.804761,-0.40682,0.391476,-1.5822,0.278879,0.950124,0.22626,-1.00476,-0.1792,-0.422111,0.176436,-1.28022,-1.23041,0.318491,-1.59234,1.00475,-1.22517,-3.3173,-1.06643,-0.74501,-1.5903,0.183122,-0.915317,-1.43949,2.4922,-0.791362,-1.29235,0.916953,-0.708489,-1.65237,-0.861563,0.84796,0.703891,1.39178,0.719936,-1.22113,0.0749834,-0.707225,2.27765,1.29928,-0.161534,1.29009,1.82702,-0.0369324,-0.4582,0.269001,-0.216078,-0.431655,0.778074,0.275073,2.09081,2.1844,-0.658967,-0.929565,-2.13431,1.50102,-0.422846,0.834,0.685177,1.18778,0.667123,-1.28127,-0.167745,-1.84861,0.152808,-0.255768,-1.0781,0.187283,-0.124151,0.656534,-0.467984,0.560747,-0.522325,-1.45084,-0.597413,1.16313,1.37094,0.43314,0.604475,-0.531203,1.31131,-0.0641577,0.996727,-0.773007,0.0512643,-3.69229,-4.6363,-8.57796,4.04647,-0.0625822,0.179348,0.366361,0.216799,0.963846,0.27076,0.851182,-0.511809,-1.11466,0.369598,-0.171548,1.31144,0.78623,-1.65192,-1.79032,0.33232,0.172271,0.099139,-1.36225,-1.15398,-0.88772,-0.546797,-0.885076,1.01567,1.70492,-0.517014,-0.128353,-0.891733,-0.859398,-0.569511,1.76983,-1.73303,-0.138405,-1.26519,-0.796175,-0.463715,-1.06433,0.853422,-0.665316,0.391476,-1.62271,0.364761,0.880528,0.190822,-0.910634,-0.185437,-0.345833,-0.0688033,-1.42002,-1.16894,0.246291,-1.69296,1.00475,-3.13491,-3.71611,-1.06643,0.60554,-0.710597,3.86369,3.13266
-156.323,0.996165,0.0609791,6,63,0,197.418,-1.73106,1.02709,0.000619236,-0.299339,-1.27632,-0.184697,-0.718452,-0.655037,-1.23319,-1.61062,-0.136153,1.09595,0.449619,0.250569,-0.423765,-1.17353,2.39957,1.19973,-0.462966,-0.147504,-0.154451,-0.0529037,1.1232,-0.413014,-0.110416,0.771286,-0.889402,-0.728148,0.237007,-0.340615,0.366732,1.34996,0.946848,-1.41064,1.60966,0.485638,0.799438,0.0890801,0.386696,0.993938,-0.848089,1.05276,0.142844,1.41678,-0.857395,0.404172,0.91818,-0.400772,0.2303,-0.850064,0.891407,0.820529,0.273218,0.25457,1.27266,-0.767305,1.32186,0.559603,0.966694,-0.590745,0.175784,0.490852,-0.0907018,2.69829,-3.56575,-1.99797,-0.849405,-1.52391,0.59703,-1.65983,1.83052,-1.17178,-0.607708,-1.16696,0.995601,1.91387,0.219453,2.53443,-0.626097,0.327897,-1.19101,0.346311,0.644093,-1.56253,-2.52164,0.150929,-2.86966,-0.756056,-0.238174,1.57348,2.21858,-0.269156,-1.28204,-0.796518,0.189731,0.443747,0.176675,0.0725365,0.652607,-0.633165,-1.45378,-0.160956,-0.851706,0.208615,-0.654869,1.21156,-0.905294,0.580837,-0.905308,-2.3585,1.73114,-0.630218,0.586452,0.644971,0.324934,-0.241636,0.735327,-0.322593,0.717083,-3.96078,0.8625,-0.607173,0.181155,0.211349,0.240419,0.331271,9.28748,6.63753,-5.0404,-0.721176,-0.94448,-0.0676852,-1.11137,-0.570828,-0.742549,-1.33937,-0.333658,1.60052,0.676915,0.298286,-0.109101,-1.13009,2.4437,1.63389,-0.178561,0.343099,-0.390691,-0.0139688,1.40341,-0.405461,0.378519,0.931585,-0.675684,-0.786927,0.379295,-0.32991,0.695608,1.50045,1.01302,-1.77547,2.21004,0.631161,1.1684,0.153545,0.438365,1.08075,-0.734712,0.558069,0.142844,3.42804,-1.72892,-0.540159,1.26276,1.58521,1.22284,0.380975,2.37351,3.03006,1.15599,0.0159838,2.60114,-0.767305,8.68296,7.46913,0.966694,1.37935,7.11514,14.2307,24.279
-166.439,0.999366,0.0609791,6,63,0,191.864,-0.539938,1.45766,-0.343197,0.553518,-0.11923,-1.37315,1.41264,-0.0905323,-0.15487,1.12692,0.875496,-2.26969,-0.162638,0.272219,-0.835429,1.28747,-0.711758,-1.85531,-0.451019,1.00812,0.816724,0.0752982,-1.02442,0.510521,-0.88358,-0.660132,-0.0191533,0.931174,-0.62143,1.19157,-1.14373,0.214475,-1.16785,1.96996,-1.46776,-1.32268,-1.74973,-0.984709,-0.458337,0.00158319,0.995408,0.898581,-0.603729,-0.28769,1.05655,1.89573,0.360123,-0.642561,0.101867,-0.0957067,0.192143,-0.594296,-0.735162,-0.222915,-2.20888,0.442115,0.909874,-0.337393,-1.54653,-0.0912738,-0.706343,0.247998,-0.236396,2.47566,-4.05646,2.56716,-0.0396449,1.46274,1.71065,-0.148716,1.28179,1.72999,-0.301945,-1.03384,-0.381948,-0.585848,-0.885144,1.06891,0.0800968,-0.498838,-0.971709,0.590307,1.04698,0.223802,-0.32799,0.209615,0.790313,2.38814,-0.927536,1.63329,-0.37629,-0.259948,0.186741,-1.61377,-0.528663,-0.260621,0.0630133,-0.608471,0.624595,0.278222,1.10693,-0.063861,-0.778762,-0.325731,-0.0585022,0.59401,-1.94586,-1.11165,-0.637859,-1.19066,-0.515074,0.381078,-0.201925,-1.28558,0.673377,-0.0173272,-0.572144,1.44759,0.700725,-0.323627,-0.257368,1.20097,0.330891,-0.60847,-1.30803,2.4802,3.96244,12.4506,5.25544,1.05406,0.370943,-1.29658,1.85451,0.0578013,0.463514,1.79632,1.01946,-1.76999,-0.133383,0.306007,-0.516269,1.34548,-3.90572,-1.45825,-0.0835835,1.36827,0.849459,0.227648,-1.16366,0.700319,-0.80967,-0.642787,0.33124,1.31872,-0.354277,1.45575,-0.716894,-0.18064,-1.15761,2.34596,-1.89668,-1.3118,-1.52328,-0.944255,-0.441471,-0.534645,1.08802,0.420077,-0.603729,-0.526843,1.63824,2.18231,-0.432019,-0.126463,0.526241,0.545277,0.73548,-1.0482,-0.51655,-0.0444627,-2.53655,0.442115,1.82207,2.8465,-1.54653,2.52639,0.982546,0.0372171,3.12031
-156.413,0.997444,0.0609791,6,63,0,190.614,-0.333467,0.274222,0.306744,0.0972668,-2.16301,0.361791,-0.153476,-1.0818,-0.756119,-1.94326,-0.594172,0.663086,0.0641443,-0.790688,0.0953008,-0.927048,2.42613,0.639159,0.203407,-0.338073,0.363669,-0.48053,1.02068,0.163778,1.08026,0.0750224,-0.461714,-0.509274,-0.195007,-0.306145,0.337627,1.66151,0.24573,-0.23466,1.13282,0.661013,1.09819,0.0284267,1.09662,0.768221,-1.02741,1.98719,0.579461,0.0782142,-0.421926,-0.188307,0.280616,-0.353526,0.975843,-0.577107,0.450415,1.09627,-0.0721736,2.13441,1.94412,-0.881641,0.917075,-1.34134,1.33526,-0.651486,-0.580327,-0.75561,0.1165,0.419937,-0.334255,-21.3762,-0.378098,-1.75525,-0.910703,1.0949,-0.854771,0.881078,1.03372,0.542867,-0.768592,-0.491251,0.195618,-0.44431,1.58187,0.85529,-0.441925,0.769523,0.850955,0.0390343,-0.233642,-0.269448,0.0982281,1.38717,-0.758856,0.11803,1.56417,-0.6719,-1.60673,-0.501584,-0.993132,-1.23417,0.225667,0.301941,-1.03448,-0.535952,-0.90941,1.37299,0.981396,0.62712,0.188963,-0.28821,0.175856,1.32738,0.545645,-0.184327,0.562414,-0.729245,1.19172,-1.30463,1.66937,-0.0325406,1.85667,-0.872689,-0.188187,1.29592,-0.362467,-0.723923,1.47829,0.971864,-0.86782,2.13183,-0.401622,-5.72611,1.52291,-0.0318325,-1.93134,0.597431,-0.876277,-0.876748,-0.10564,-1.73527,-0.937098,1.15496,-0.25008,-0.612396,0.293114,-0.827327,2.54253,1.05786,0.639014,-0.410962,-1.65121,-0.482431,1.08909,-0.864933,1.58108,0.170313,-0.341599,-0.437653,0.00954391,-0.202988,0.619673,2.14497,0.341463,-0.842622,1.51169,0.787804,1.38516,0.220969,1.24066,0.117536,-1.17603,1.19426,0.579461,-0.178728,-0.0923321,-1.31404,0.122797,0.890916,1.683,0.2302,-2.3613,1.41275,0.512546,1.95559,2.26643,-0.881641,-0.0218409,-0.586227,1.33526,-1.26794,-1.36427,-2.4042,-3.78742
