# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=922673813
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.99
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=startle_treat_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_b.1,z_b.2,z_b.3,z_b.4,z_b.5,z_b.6,z_b.7,z_b.8,z_b.9,z_b.10,z_b.11,z_b.12,z_b.13,z_b.14,z_b.15,z_b.16,z_b.17,z_b.18,z_b.19,z_b.20,z_b.21,z_b.22,z_b.23,z_b.24,z_b.25,z_b.26,z_b.27,z_b.28,z_b.29,z_b.30,z_b.31,z_b.32,z_b.33,z_b.34,z_b.35,z_b.36,z_b.37,z_b.38,z_b.39,z_b.40,z_b.41,z_b.42,z_b.43,z_b.44,z_b.45,z_b.46,z_b.47,z_b.48,z_b.49,z_b.50,z_b.51,z_b.52,z_b.53,z_b.54,z_b.55,z_b.56,tau.1,tau.2,tau.3,aux_unscaled.1,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_b.1,p_z_b.2,p_z_b.3,p_z_b.4,p_z_b.5,p_z_b.6,p_z_b.7,p_z_b.8,p_z_b.9,p_z_b.10,p_z_b.11,p_z_b.12,p_z_b.13,p_z_b.14,p_z_b.15,p_z_b.16,p_z_b.17,p_z_b.18,p_z_b.19,p_z_b.20,p_z_b.21,p_z_b.22,p_z_b.23,p_z_b.24,p_z_b.25,p_z_b.26,p_z_b.27,p_z_b.28,p_z_b.29,p_z_b.30,p_z_b.31,p_z_b.32,p_z_b.33,p_z_b.34,p_z_b.35,p_z_b.36,p_z_b.37,p_z_b.38,p_z_b.39,p_z_b.40,p_z_b.41,p_z_b.42,p_z_b.43,p_z_b.44,p_z_b.45,p_z_b.46,p_z_b.47,p_z_b.48,p_z_b.49,p_z_b.50,p_z_b.51,p_z_b.52,p_z_b.53,p_z_b.54,p_z_b.55,p_z_b.56,p_tau.1,p_tau.2,p_tau.3,p_aux_unscaled.1,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_b.1,g_z_b.2,g_z_b.3,g_z_b.4,g_z_b.5,g_z_b.6,g_z_b.7,g_z_b.8,g_z_b.9,g_z_b.10,g_z_b.11,g_z_b.12,g_z_b.13,g_z_b.14,g_z_b.15,g_z_b.16,g_z_b.17,g_z_b.18,g_z_b.19,g_z_b.20,g_z_b.21,g_z_b.22,g_z_b.23,g_z_b.24,g_z_b.25,g_z_b.26,g_z_b.27,g_z_b.28,g_z_b.29,g_z_b.30,g_z_b.31,g_z_b.32,g_z_b.33,g_z_b.34,g_z_b.35,g_z_b.36,g_z_b.37,g_z_b.38,g_z_b.39,g_z_b.40,g_z_b.41,g_z_b.42,g_z_b.43,g_z_b.44,g_z_b.45,g_z_b.46,g_z_b.47,g_z_b.48,g_z_b.49,g_z_b.50,g_z_b.51,g_z_b.52,g_z_b.53,g_z_b.54,g_z_b.55,g_z_b.56,g_tau.1,g_tau.2,g_tau.3,g_aux_unscaled.1
-161.015,0.99785,0.0671138,6,63,0,196.141,-0.744276,0.801168,0.381966,0.375455,-0.458989,-0.337787,1.03739,-1.02748,-1.34114,0.0360573,1.90833,-1.32675,1.78623,1.72363,-2.04431,0.845935,1.91415,-0.301029,1.53916,-0.305629,1.26706,0.378726,0.363456,-0.474187,-1.21985,0.2961,1.04465,0.116487,0.50898,0.0323573,0.707834,-0.734059,0.609439,0.14792,-0.456753,-0.669165,0.197064,-1.94385,0.619222,-1.38961,0.396682,1.17099,-0.414242,0.89082,-1.63652,0.0911141,1.5477,0.240226,0.280907,-1.8743,1.41257,0.184668,-1.93406,-0.740022,0.571663,0.58176,0.956548,-0.383463,-0.0770046,-0.387982,-0.0755039,-0.28458,0.000472877,1.23556,1.42596,7.0621,0.413554,-1.20328,0.484432,1.67265,-0.173398,0.0584536,-1.37196,1.0826,-0.470463,-0.865621,0.310727,1.9801,-0.52233,-0.0154636,1.03357,-0.568128,0.80063,1.9844,-0.0928164,0.0130912,-1.12414,-0.584574,-1.40159,-0.926892,-1.67898,1.00483,-0.998374,-1.28162,1.46133,0.232948,-1.41487,1.36502,-1.03583,0.552902,-0.297418,-1.36401,-0.752102,0.874535,-3.41361,0.278074,-0.697324,2.81369,0.0942726,0.562118,-1.18292,0.656745,0.662688,0.418332,0.806751,-1.88198,-1.69084,0.247934,0.306441,1.71794,-0.121618,0.833026,0.19893,0.464027,-0.735999,-0.316513,2.49827,2.88746,6.09829,-0.0514137,0.0418287,-0.244921,1.20243,-0.988404,-0.648425,0.604991,1.52094,-1.24359,1.93608,1.78998,-1.83095,0.929713,1.88544,0.257828,2.16801,0.0123555,1.31417,0.0307743,0.267378,-0.817728,-0.966461,0.402871,1.14192,-0.0172471,0.702307,0.233117,1.2365,-1.30748,0.620652,0.46657,-0.966428,-0.60918,0.656903,-1.90471,0.630509,-2.88628,0.508556,0.690613,-0.414242,-0.0133936,-2.41942,0.471564,3.64289,2.45196,0.557621,-1.90945,2.53642,-1.08066,-1.76414,-1.65441,0.643932,0.58176,0.969896,1.57323,-0.0770046,0.88838,6.09852,-0.985221,6.84827
-165.89,0.996394,0.0671138,6,63,0,194.373,0.634736,0.172435,0.239812,-0.913447,0.0299808,-0.0132888,-0.578561,0.898622,-0.906012,-1.7952,-0.281317,2.04465,0.11786,-2.32102,0.588874,-0.581681,-0.742327,0.00419742,-1.9547,1.02255,0.211552,-0.463402,0.069997,1.11008,1.43983,-0.612173,-0.770093,-1.1794,-1.03841,-0.633084,0.048015,1.52875,0.45546,-0.856796,0.88299,0.13715,-0.647517,0.602446,-1.17221,2.11851,-0.0169696,0.264195,1.04041,-0.741129,0.944276,-0.38798,-0.68113,-2.15982,-1.04285,1.0337,-0.600405,-0.411517,-0.0966117,0.549973,-0.280769,-0.712038,0.0101654,-1.39155,0.762568,-0.349182,-0.324478,0.434509,-0.969926,-0.836062,1.25551,-0.419141,0.00524367,-0.0117502,0.0558985,-0.613675,-0.0558034,1.70313,0.8483,-2.04056,-0.689291,-2.26482,-0.768728,1.85481,-0.891879,-0.614777,-0.134126,-0.819684,-0.7115,0.148076,0.0917802,-0.350847,0.700906,-0.607093,-0.169582,-1.05014,0.335176,-0.410891,1.34615,-1.45093,0.222847,-1.45028,0.862432,0.114119,0.460387,-0.0915372,1.75399,-0.178227,0.827511,-1.28047,-0.515936,-0.237539,-1.3932,0.736041,0.547045,-1.41534,-0.030129,1.27766,0.0672066,0.0104845,0.374181,1.81693,0.887587,-0.182956,-0.260019,-0.658097,-3.27624,-0.642601,-1.53524,-0.135241,-1.91612,-0.787823,0.633037,-4.85021,0.642819,-0.859707,0.119874,0.0611443,-0.635667,1.04481,-0.755849,-1.68312,-0.375468,2.22135,0.00146278,-2.27448,0.657273,-0.530047,-1.16338,0.0850567,-1.87975,1.0363,-0.265346,-0.47923,0.044299,0.945719,1.56665,-0.563034,-0.706889,-1.11738,-0.958452,-0.671036,0.133096,1.53932,0.516175,-0.935645,0.874272,0.19136,-0.586849,0.670079,-1.12238,2.05411,0.0410492,0.000514079,1.04041,-0.641961,1.25974,-0.548353,-0.903824,-1.87275,-1.02551,1.36183,-1.10854,-0.453088,0.150625,0.484944,-0.431724,-0.712038,-0.634603,-0.435641,0.762568,-0.513157,0.16719,-0.792548,-4.8286
-161.463,0.995887,0.0671138,6,63,0,189.125,-1.37903,1.20695,-0.267083,0.331735,-0.429366,0.0964631,1.0353,-0.991048,1.20061,1.21759,0.187721,-2.14991,0.0082568,2.19356,-0.482657,0.276796,1.55032,-0.349712,1.41368,-0.5702,0.626523,1.06869,-0.730998,-1.38141,-1.55586,0.478081,0.693328,0.138321,0.235803,0.566068,0.324794,-0.454729,-0.877679,0.98013,-0.869312,-0.656471,0.306172,-0.483438,0.147694,-1.64089,0.00298946,0.795983,-0.926321,0.879159,-1.08869,1.11986,1.39346,1.26226,0.621375,-1.18595,0.672864,0.503639,0.805556,-0.829734,0.118182,0.470992,1.24884,-0.0894325,-0.813975,-0.936233,-1.03313,0.0865993,0.103101,-2.39374,1.99443,-1.08172,1.66271,0.149558,-0.94641,-0.718553,-0.436892,-1.98181,0.555385,1.42678,-1.49934,-0.25666,0.704371,-0.940214,0.6137,1.34578,-0.149531,0.860805,-0.913857,-0.464901,-1.21051,1.92512,1.1082,-0.54133,0.253658,-0.335155,1.88944,1.29088,0.48793,-1.29038,-1.64088,0.881376,0.564202,-0.52545,1.21801,0.290804,-0.962127,1.99742,-0.395083,-0.364236,-0.0393745,-0.48228,0.313762,-0.510899,-0.298253,0.0279667,0.236412,1.06698,-1.96767,1.14528,0.178108,-1.53857,0.546944,0.82705,0.643396,-0.68207,-0.122477,0.195179,-0.744029,0.191661,-1.15774,0.103447,-5.26251,2.49201,-6.66465,0.0259298,-0.0994423,0.195994,0.668154,-0.948555,1.80596,1.65415,-0.226032,-1.86826,0.0473354,2.22064,-0.286302,0.29701,0.499088,0.0502484,1.81679,-0.863314,0.312781,1.02565,-0.830163,-1.82303,-1.60273,0.503386,0.956987,0.187609,0.329243,0.571571,0.776029,-1.07416,-0.863706,0.581077,-0.849199,-0.640696,0.543317,-0.398492,0.169165,-2.25495,-0.0430632,-0.504701,-0.926321,0.380035,-1.28098,-0.00415327,0.782646,2.35706,0.503633,-0.81052,0.220378,0.337166,1.09219,-1.21978,-0.0749338,0.470992,-1.48239,-3.45326,-0.813975,-1.00691,-1.97652,-3.01957,-2.39543
-160.841,0.931036,0.0671138,6,63,0,192.81,-0.251246,0.128364,0.383402,-1.00211,0.098229,-0.292933,0.281314,-0.603448,-1.10455,-2.14286,0.124118,-0.575977,-0.522879,-1.50693,0.521906,-0.907444,0.551587,-0.0949019,-2.01223,-1.09752,0.677408,-0.0995987,-0.630095,2.5463,0.498132,0.641138,0.200141,-0.276865,-0.232427,-0.360667,-0.432942,0.329922,2.66171,0.389709,0.353934,-0.463248,0.749202,-0.298709,0.454548,1.79868,0.543335,1.49718,-0.289737,-0.187457,1.11391,-0.900229,-0.048016,-1.82346,1.25627,1.16577,0.709007,1.10936,-0.280948,-0.81997,0.558882,0.604767,1.37288,-0.391754,0.147986,-0.273932,-0.860449,-0.393762,-0.378837,1.70739,-2.0194,3.5077,0.142195,0.00044717,-0.13607,-1.2155,1.20287,-1.58595,-0.750426,0.349876,2.33316,0.623654,-1.89053,0.021972,0.0268308,-1.10946,0.0555163,-0.817462,1.69505,0.106353,-1.0788,1.3808,1.1724,1.36227,-1.06886,-1.20086,-0.274236,-0.44114,-0.590101,-0.67141,0.679425,-0.748004,-1.3205,0.983541,0.94143,-1.12663,0.569795,-0.485987,1.98084,-0.716457,-0.646074,1.21489,-0.792782,0.529789,-0.691747,-1.50151,-1.29053,-1.60901,0.0266671,-0.309279,-0.715366,-1.24952,1.60435,-0.191786,-0.81928,-0.786458,-1.2323,0.854508,2.0928,0.820616,1.09194,1.53981,1.4599,-6.58145,3.72384,-0.96649,0.378915,-0.130114,0.143135,-0.274277,-0.683373,-1.94361,-0.365202,-0.186939,-1.0251,-1.4469,0.71991,-0.791229,-0.279659,0.12676,-1.83903,-1.42369,-0.463947,-0.297972,-0.769044,2.5203,0.851575,0.793216,0.357846,-0.0544382,0.021421,-0.301683,-0.311063,0.427048,2.90219,0.43236,0.295818,-0.35804,0.95754,-0.159385,0.595907,1.75114,0.774904,1.06234,-0.289737,-0.0141943,1.55103,-0.972274,-0.180798,-1.52223,1.43898,1.62187,0.227989,0.929084,0.0947521,-1.16912,0.28245,0.604767,1.05294,0.620944,0.147986,-2.44412,-0.3542,-1.16145,-4.91792
-162.886,0.99477,0.0671138,6,63,0,187.713,-0.0669763,1.34245,-0.151614,1.10914,-0.997537,-0.0465743,0.776545,-0.154623,0.0547226,1.27882,1.32901,-0.448073,0.808796,1.88472,0.0911436,-0.354146,2.09416,-1.15013,1.09868,1.04543,1.02957,0.0670332,1.11106,-1.45286,-1.27111,-0.264837,-0.497581,-0.961257,0.262932,0.100642,-0.0929425,-0.136073,-2.78152,0.986417,-0.44407,1.48015,-2.25408,0.0457005,-0.832569,-0.22483,-1.03859,1.21847,0.448997,0.233473,-1.66666,1.44506,0.70719,0.347035,-0.449131,-1.68195,0.41607,-0.436322,1.14147,1.14465,-0.148057,-0.971844,0.142053,-0.803143,-0.255397,-0.512654,-0.663818,0.381564,0.501094,-0.939411,-2.56723,1.52686,0.111992,0.519033,-0.0869946,-1.12513,-0.614454,0.547107,-0.552443,1.67414,0.55949,-0.0727314,-0.25212,1.8187,-1.4853,-0.561426,0.129391,-0.266662,-1.70616,-0.507349,-0.555434,0.245335,1.32785,-1.02183,0.818837,0.650524,-1.10479,0.507379,-0.521395,0.393368,-1.36949,1.20407,1.73562,0.00161407,1.13478,-0.894015,-0.0594336,0.0674418,1.78692,-2.00812,0.12345,0.0244249,-0.796414,1.21006,-1.9681,0.216621,-0.14751,0.610472,1.22831,-0.0513247,1.12338,0.967008,-0.300664,-0.0187936,-0.00185391,0.321201,-1.86027,-0.0976371,-0.0106989,-0.89169,1.05344,0.938299,2.41071,4.13342,-2.99345,1.10774,0.133117,0.324479,1.08378,-0.115691,1.3064,2.51442,1.95626,0.0800311,1.31751,2.10565,0.566121,-0.346887,1.66404,-0.167361,2.52758,2.1556,1.54473,0.19696,1.04727,-3.85063,-1.845,-0.250886,-0.010903,-1.58046,0.350547,-0.235403,0.973176,-2.14616,-2.77899,0.252219,-1.18773,1.55548,-2.19068,0.229352,-0.815385,-1.15183,-1.82892,0.373808,0.448997,-0.930777,-2.13182,2.27406,1.3757,3.07119,-1.86456,-1.73552,0.174773,-0.916804,1.60592,1.98553,0.202917,-0.971844,1.45342,3.73885,-0.255397,7.25442,4.91018,-2.99701,12.3159
-178.372,0.89107,0.0671138,6,63,0,204.507,1.03328,0.0946882,0.149273,-2.2308,0.681753,-0.203621,-0.9808,-0.607006,-0.756053,-1.15403,-0.459599,-0.947025,0.0791949,-0.566225,-1.75304,1.00995,-0.789571,-0.397527,-0.978075,-0.989255,-1.12849,0.980055,-2.66534,1.14551,0.813973,1.61787,0.844231,0.177263,0.492059,-0.266855,-1.81324,0.299012,1.44015,0.167459,0.814702,-1.45856,-0.110972,-0.513584,0.692263,1.57104,0.906122,0.617478,0.974826,-1.30987,1.79863,-0.564891,0.510088,-1.36758,0.0892764,1.41204,0.61978,0.50053,-2.32756,-2.20092,-1.43693,0.830988,-0.6789,-1.57456,1.18879,-0.14335,-0.0165629,0.206522,-1.17488,-0.868048,-3.55515,4.09054,0.291764,0.224102,-0.0986565,0.31856,0.243782,-0.230099,-1.43503,-0.992754,0.562566,-1.11567,-2.12179,0.818235,-0.425986,-0.779988,1.254,-1.09114,-0.533037,0.844754,-0.774697,1.01641,1.57404,0.684105,-1.1328,-0.25282,0.89725,-0.897267,0.203223,0.575482,0.471921,2.26424,-1.41541,-0.247972,-0.845924,2.70643,0.106913,0.4746,-0.2875,0.428042,-1.1295,-1.26231,0.405375,0.908321,-1.22937,-1.19564,-0.327399,0.653274,0.274763,-0.291171,0.171726,-0.658584,-0.241554,1.63117,0.661886,-0.212715,0.340339,-0.819074,-1.0577,0.752518,-0.0173365,-0.0144321,3.90997,-4.76445,0.308957,-2.19254,0.756815,-0.136742,-0.994779,-0.468512,-0.616159,-1.0215,-0.571722,-0.803188,0.0338657,-0.514575,-1.68828,1.0804,-0.991786,-0.325116,-0.909268,-1.01565,-1.47745,0.979175,-2.67646,1.08803,0.90376,1.68372,0.906027,0.239007,0.569094,-0.269684,-1.75151,0.294949,1.50072,0.231777,0.860455,-1.40629,-0.0408095,-0.451299,0.749446,1.54473,0.996965,0.486912,0.974826,-1.20835,2.10361,-0.567847,0.610514,-1.07742,0.173121,1.73,0.305493,0.689494,-2.06098,-2.27057,-1.56693,0.830988,-0.517762,-0.31384,1.18879,-0.0364143,0.131071,-1.86508,-5.59058
-172.558,0.999197,0.0671138,6,63,0,209.438,0.169629,0.43489,0.0166714,0.199392,0.128604,-1.15488,-0.053282,-0.0686574,1.37604,-1.76799,0.75966,-1.57032,0.845212,-0.330998,-0.830285,1.70996,0.177777,-0.780079,-1.0043,-0.790742,-1.27947,0.343597,-0.207235,0.673082,-0.773193,0.38753,1.55021,0.513869,0.985183,0.426447,-0.531409,1.9974,-0.283454,0.877825,-0.597928,0.0981086,1.03305,-0.522712,0.730524,1.69586,-0.296857,0.609762,1.00936,-2.02501,2.7201,-1.67454,0.18056,-0.789288,0.10504,0.647527,-0.474292,0.0316195,-1.14662,-0.762813,1.52736,0.466431,-0.886855,-1.39842,-0.914242,0.537788,0.145078,-0.755987,-1.32137,1.97585,-5.952,2.36394,-2.7903,0.727698,0.270899,-1.15681,-0.551538,-1.437,-0.353781,-0.858959,-0.160633,-0.397621,-0.447303,-1.54315,0.336761,-1.21034,0.0184963,-0.570683,-0.800628,-1.19236,0.978908,-2.82455,0.945852,1.17917,1.62738,0.217067,-0.0397805,0.0718223,-0.550333,-2.10792,-0.835308,1.71214,-0.231871,1.27471,-1.57783,-0.529745,-0.286485,0.460253,0.855344,0.966945,0.21653,0.607129,-0.451737,0.719164,0.19817,0.498426,-0.998225,0.10794,1.40043,0.467038,0.668044,-2.12816,-2.29721,-2.28282,0.72608,-0.427698,-0.844962,1.47729,0.307072,0.973423,0.613729,-1.05817,-2.34657,-3.34137,0.0185286,0.301337,0.224215,-1.10663,-0.228009,0.10653,1.59587,-1.62515,0.7291,-1.38482,0.755366,-0.264867,-0.738423,1.8067,-0.303605,-0.682169,-0.914066,-0.966387,-2.56365,0.365525,-0.185852,0.412754,-0.878873,0.451809,1.65752,0.577227,1.10112,0.366942,-0.430577,2.03002,-0.220256,0.948526,-0.75467,0.158365,1.13999,-0.45754,0.807448,1.55698,-0.383916,0.187185,1.00936,-2.30111,3.00854,-1.98071,-0.00480501,-0.55507,0.150661,0.882727,-1.52622,0.0106975,-0.917564,-0.723988,1.5644,0.466431,-1.5097,-1.07291,-0.914242,1.98541,2.21385,-0.433282,-1.00174
-168.958,0.987323,0.0671138,6,63,0,209.663,-0.0947212,1.06856,-0.0793364,-1.52464,-1.27944,1.42854,1.89993,-0.250215,-2.26211,-0.40514,-0.942682,-0.337925,-0.488319,0.538528,-1.56346,-1.10002,1.14649,0.169408,0.989574,-0.0810536,1.13414,1.44081,0.403912,-1.32071,0.445065,-1.63172,-2.04442,0.444712,-0.773562,-0.581803,-0.58946,0.184392,0.0617246,0.0341165,0.248329,0.483488,-0.752271,-0.290777,-1.14016,-0.283045,1.80419,0.612513,0.262393,1.06938,-0.0958933,0.0155808,0.221981,-0.992677,-0.862051,1.1377,2.00147,0.999646,-0.83649,0.447504,-0.711007,-0.923473,0.262267,-1.15623,0.837709,-1.47205,-3.74275,-1.1407,0.0865651,-2.48006,-4.93997,-6.37471,0.532859,0.540568,0.262991,-1.1649,0.11122,-0.662266,2.14917,-0.219348,1.69834,-0.580281,0.0380145,1.72288,-1.45344,0.349549,0.646485,0.281149,1.03853,2.10105,-1.31823,-0.108235,0.155024,0.426339,0.587871,-0.85929,-0.974655,-0.977453,-0.10804,0.613625,-2.4126,0.244397,-1.103,0.625785,-0.512299,-0.940149,0.790224,-0.325127,-1.58833,-1.1996,-0.767536,-1.36355,1.95977,-3.238,1.97248,-0.206239,1.41317,0.387209,-1.77173,-0.259974,-0.516437,1.64157,0.684579,-1.36722,-0.0461201,1.94957,0.673143,0.439954,0.568065,-0.0922641,1.80486,4.38368,-2.56262,6.15668,-1.74943,-1.69619,-1.12302,1.47831,1.86407,-0.192498,-2.0157,-0.221552,-1.03814,0.002188,-0.63326,0.565599,-1.42843,-1.08119,0.362539,0.361207,1.17997,-0.112273,0.678926,1.53907,0.472605,-1.70321,0.637769,-1.61506,-1.92254,0.550406,-0.642273,-0.708101,-0.362729,-0.13139,0.0852979,-0.133236,0.300527,0.510615,-0.603432,-0.256981,-1.12231,-0.619788,1.84442,0.119317,0.262393,1.04813,-0.0910571,-0.0177516,0.15589,-0.933985,-0.875618,1.20099,1.93614,0.979568,-0.817128,0.450589,-0.706422,-0.923473,-2.01628,0.234545,0.837709,-2.65899,-1.15816,-2.88604,-2.14898
-169.013,0.997721,0.0671138,6,63,0,200.15,0.49211,0.431088,0.446846,1.83731,0.0406347,-1.61552,-2.08559,0.0332968,1.86367,0.39526,1.33108,-0.356254,0.708739,-0.635115,1.34629,0.914253,-0.381589,-0.696746,-1.00266,0.0261118,-0.349058,-1.63395,-0.443346,1.70532,-0.863312,1.72675,1.87225,-0.529499,0.581427,0.429509,0.03426,0.234022,-0.596596,0.469269,-0.655005,-0.508341,0.861554,1.20518,1.03911,0.769508,-0.727863,0.986189,-0.478478,-0.149291,-0.491042,0.333041,-0.0641719,0.0290432,0.918968,-1.38534,-0.583603,-0.322032,0.191112,-0.408315,0.652911,0.903994,0.994666,-0.81744,-0.347408,-0.674147,-0.296828,1.44549,-1.44109,1.20984,-0.369284,-3.99596,-0.00366523,2.68997,-0.451888,1.11312,-0.323245,-0.224299,-1.83001,-0.0718338,-0.0536726,-0.497917,-0.0146024,-0.213926,0.922164,0.924743,1.45676,-1.31017,0.492148,-0.820521,0.39483,-0.178914,-0.430593,-0.0293631,-0.415864,-0.359034,-1.39624,0.821468,1.77032,-0.785264,0.980227,1.44256,-0.306771,1.09836,-0.296268,-1.41779,-2.95284,0.781043,-0.439837,-2.22268,-0.286282,1.17866,-1.93139,0.939903,-0.401817,0.813242,0.259603,-0.407132,-0.815017,0.0368054,-0.682653,0.394775,0.0302515,0.0621489,0.346607,-0.886107,0.980682,-1.08729,-0.833875,1.1739,-0.879243,0.552162,4.50396,0.172065,2.86644,1.88433,0.0687129,-1.59136,-2.07867,0.0717029,1.91806,0.442494,1.29663,-0.309849,0.711837,-0.621744,1.36802,0.929064,-0.461894,-0.669802,-0.974671,0.0416777,-0.400043,-1.65066,-0.455218,1.69896,-0.820688,1.74247,1.89496,-0.504452,0.607125,0.452565,0.0807606,0.266613,-0.58244,0.485537,-0.630645,-0.494537,0.882974,1.2303,1.05467,0.729642,-0.700014,0.95185,-0.478478,-0.0577142,-0.31473,0.369237,-0.0280382,0.212651,1.043,-1.25285,-0.573568,-0.317414,0.289252,-0.463439,0.593219,0.903994,3.87818,0.743755,-0.347408,-0.32722,-0.416621,4.83587,-4.46322
-164.596,0.999803,0.0671138,6,63,0,195.382,0.0288762,0.620752,-0.0597398,-1.48149,0.317587,1.19403,1.84162,0.599994,-2.79045,-1.31372,-0.870693,0.213835,-0.249006,0.771108,-0.564795,-1.23827,1.17123,1.17731,1.21192,-0.125682,1.41354,1.59148,-0.0571447,-0.69515,0.79504,-1.68432,-1.86322,0.712177,-0.911722,0.100405,0.250044,-0.08152,0.866869,-0.503627,0.532219,0.262218,-1.2598,-1.10273,-1.0941,0.325291,0.721235,-0.259176,0.276082,-0.019371,-0.366439,0.0888567,0.685363,-0.904434,-0.642773,0.594833,2.10051,0.943213,-0.693917,0.0660434,-0.112809,-0.248045,0.586678,-2.00888,0.537901,-1.51984,-1.53627,-0.818758,-0.0883794,-0.615714,-7.2474,1.88017,0.915936,1.987,-1.00784,-1.23613,2.43606,-0.416527,-1.15457,-0.1047,0.765312,0.688654,0.342084,2.53848,-0.0315601,-0.777511,1.25579,1.49675,-0.175698,-0.982694,-0.901937,-1.41115,1.39413,0.127138,0.7292,0.924633,0.59219,0.0467504,1.30348,0.786808,-0.0859099,1.14582,-0.0744147,-0.567755,-0.466592,-0.224095,1.12732,0.476655,0.681473,-0.0940015,0.25225,-0.562483,-1.73918,-0.689972,0.260761,0.463203,0.635356,1.2054,1.12922,0.0867176,1.49314,0.50434,-1.75871,0.844289,1.46744,-1.83579,0.207875,0.933246,0.418509,0.262051,0.0889123,-1.80917,-4.06425,-2.9603,-8.24971,-1.62942,0.444899,1.26734,1.72743,0.700493,-2.63444,-1.18935,-1.02551,0.44135,-0.325491,0.8034,-0.466621,-1.21164,0.690197,1.32012,1.33858,-0.162071,1.19152,1.59961,-0.0640563,-0.841282,0.906149,-1.66344,-1.80109,0.792337,-0.845176,0.0119245,0.387948,-0.365104,0.895834,-0.710122,0.559014,0.291471,-1.16799,-1.0556,-1.07348,0.106388,0.749087,-0.885462,0.276082,-0.102199,-0.322584,-0.442194,0.319685,-0.553041,-0.883093,0.992981,1.91708,0.856727,-0.559795,-0.0464898,-0.239498,-0.248045,-0.364174,-2.70054,0.537901,-1.42541,-1.57667,0.272594,-0.153892
