# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1985537789
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.99
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=startle_null_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,aux_unscaled.1,p_gamma.1,p_aux_unscaled.1,g_gamma.1,g_aux_unscaled.1
-88.0823,0.995036,0.186078,4,15,0,88.2554,0.570157,-1.37611,-2.13429,-0.481471,2.77806,-4.04045
-87.7231,0.99996,0.186078,4,15,0,88.138,0.504791,-1.32573,2.16045,-2.05625,2.21677,-3.71301
-88.1348,0.997233,0.186078,4,15,0,89.1919,0.745255,-0.916693,4.67234,-2.22053,6.46368,0.991442
-88.7624,0.99528,0.186078,2,5,0,88.8863,0.829686,-0.89385,1.85906,0.2243,7.67333,1.71206
-88.4775,0.999531,0.186078,4,15,0,89.2856,0.746536,-0.737216,-4.30449,1.63898,7.49961,2.72094
-89.9451,0.996624,0.186078,5,31,0,90.9358,0.626218,-1.69209,-5.32102,0.0719005,2.52062,-6.78978
-92.4358,0.995537,0.186078,4,15,0,93.3568,1.25384,-1.02608,-0.0386715,-3.93389,10.8915,3.70337
-91.5495,0.999978,0.186078,4,15,0,92.754,1.20401,-1.18133,-4.69334,-2.70024,9.12873,1.32939
-87.4659,0.995991,0.186078,3,15,0,93.0764,0.621596,-0.871664,-12.3302,2.21562,4.96822,0.841414
-87.5269,0.997169,0.186078,4,15,0,88.3125,0.01846,-0.815724,2.68094,2.996,-5.74766,1.32063
-87.2106,0.996246,0.186078,4,15,0,88.5623,0.546575,-0.791496,6.18922,-0.443746,4.09346,1.30474
-86.8813,0.998435,0.186078,2,7,0,87.4926,0.455027,-0.816865,4.06334,0.752924,2.5064,0.845822
-86.9378,0.999884,0.186078,4,15,0,87.0789,0.162336,-0.789237,-0.723964,-1.4359,-2.89405,1.11699
-87.8685,0.990811,0.186078,4,15,0,88.5773,0.667443,-0.767071,4.39458,-0.746289,6.12097,2.0123
-88.4462,0.998999,0.186078,4,15,0,88.9924,0.803413,-1.03252,1.15419,2.89728,6.53622,0.164577
-86.9214,0.999121,0.186078,4,31,0,88.7395,0.292723,-1.13117,7.17821,-0.513684,-0.270653,-2.11572
-86.6981,1,0.186078,4,15,0,86.9327,0.276868,-0.838701,-0.421361,-1.95932,-0.640522,0.529256
-86.8132,0.998359,0.186078,4,15,0,87.0435,0.339802,-0.722894,-0.438776,1.93814,0.529998,1.53872
-87.396,0.989655,0.186078,3,15,0,88.494,0.0272554,-0.911121,-4.64796,-2.398,-5.20061,0.413102
-87.8736,0.997318,0.186078,3,7,0,87.9585,-0.0571161,-0.98361,-0.39,-1.15641,-6.53217,0.0918819
-87.2776,0.999789,0.186078,4,15,0,88.928,0.500726,-1.18324,4.58543,3.92082,2.44367,-2.40623
-86.7159,0.996979,0.186078,4,15,0,88.4356,0.289739,-0.991819,5.5677,-3.26752,-0.356006,-0.84874
-86.9366,0.997814,0.186078,3,15,0,87.2409,0.444569,-0.746158,1.63801,1.88021,2.45608,1.45093
-87.8861,0.9949,0.186078,3,15,0,88.3098,0.291033,-0.367341,-2.69524,1.68766,-0.553222,4.45217
-87.9812,0.998669,0.186078,3,7,0,88.2564,0.349197,-0.348598,-0.670187,2.0882,0.909279,4.59969
-87.2715,0.998038,0.186078,5,31,0,88.8896,0.147791,-1.19926,2.4682,-4.85886,-2.32865,-2.58404
-86.85,0.997137,0.186078,2,7,0,87.9344,0.228871,-1.06424,3.40568,3.37682,-1.27952,-1.46499
-87.1697,0.994579,0.186078,5,31,0,88.1817,0.353594,-0.56604,-1.68642,-3.9158,0.884757,2.87494
-89.2412,0.98156,0.186078,3,7,0,89.4308,0.686256,-0.423877,2.01326,-0.896079,8.35274,5.15273
-88.7412,0.997481,0.186078,1,3,0,89.5108,0.646588,-0.462741,3.72778,2.18248,7.31689,4.59707
-87.1206,1,0.186078,4,15,0,89.2772,0.547288,-0.95184,-3.95556,-5.20017,3.61859,-0.154153
-86.9258,0.999682,0.186078,4,15,0,87.3892,0.418543,-0.71567,-3.53589,0.66112,2.03017,1.67364
-86.7662,0.99999,0.186078,4,15,0,87.0294,0.414756,-0.867132,0.799005,2.01173,1.7512,0.332666
-87.081,0.997321,0.186078,3,15,0,87.3438,0.536362,-0.946134,2.25865,-1.19067,3.4774,-0.132533
-86.9113,0.99994,0.186078,3,7,0,87.1215,0.47439,-0.984792,2.38143,0.446018,2.48607,-0.632607
-86.7223,0.99968,0.186078,3,15,0,87.0574,0.358959,-0.813565,-2.50231,1.39622,0.842095,0.754833
-87.5625,0.994682,0.186078,3,11,0,87.8255,0.163506,-0.515964,-2.025,1.41732,-3.47484,3.45174
-87.6039,0.999986,0.186078,4,15,0,88.1488,0.436879,-0.479972,3.06875,-1.90283,2.80736,3.68367
-88.5166,0.993721,0.186078,4,31,0,89.6857,0.685987,-1.38912,-1.0811,-4.35411,3.81618,-3.83463
-88.0558,0.995329,0.186078,5,31,0,90.3005,0.048733,-1.35522,-4.88433,4.86771,-3.40423,-3.79678
-87.1375,0.999985,0.186078,4,15,0,88.2411,0.0844243,-0.981481,2.76807,3.74703,-3.89151,-0.424923
-87.4996,0.998355,0.186078,4,15,0,87.6399,0.0198975,-0.831078,0.77062,1.41747,-5.65665,1.17519
-86.7322,0.995958,0.186078,5,31,0,88.3906,0.349102,-1.00228,-6.60321,1.49579,0.582484,-0.940221
-86.6965,0.999799,0.186078,4,31,0,86.8102,0.26003,-0.916968,-0.00585099,-1.38213,-0.892212,-0.158918
-86.7106,0.999792,0.186078,3,15,0,86.749,0.248343,-0.929068,0.796678,0.522299,-1.08543,-0.258472
-89.3239,0.970995,0.186078,4,23,0,91.9846,0.393006,-1.65821,2.64698,-6.37102,0.746121,-6.82638
-89.07,0.99803,0.186078,4,31,0,91.5436,0.8476,-1.3291,-5.19897,-5.06735,5.43635,-2.59788
-87.2971,0.998165,0.186078,4,15,0,89.9886,0.157009,-1.21658,-6.23218,4.73244,-2.16089,-2.76003
-87.1537,0.99958,0.186078,4,15,0,87.7235,0.428059,-1.19151,2.75273,2.2627,1.53124,-2.5992
-87.0896,0.997414,0.186078,4,15,0,87.9989,0.139961,-0.731598,3.19843,3.0441,-3.48362,1.67615
-87.0078,0.99573,0.186078,5,31,0,87.9312,0.510479,-0.979691,-3.74338,2.6981,3.01828,-0.507382
-87.3979,0.997605,0.186078,4,15,0,87.7543,0.477655,-1.24654,1.52811,2.14839,2.05336,-3.03227
-87.2311,0.999896,0.186078,4,15,0,87.5699,0.527,-1.12843,0.908027,-2.28222,2.8857,-1.84172
-88.1373,0.994713,0.186078,4,15,0,88.5143,0.309628,-1.46586,-3.28303,0.0187737,-0.00875134,-5.1531
-87.3862,0.999697,0.186078,4,15,0,88.5711,0.132115,-0.610641,-0.917513,-4.40633,-3.96796,2.74079
-89.3759,0.993537,0.186078,4,15,0,89.6058,0.310005,-1.6703,2.54383,-0.243429,0.00415722,-6.95474
-89.9281,0.997786,0.186078,3,7,0,90.1233,0.228403,-1.74237,1.94911,-1.02306,-0.714909,-7.54561
-90.8218,0.988688,0.186078,2,7,0,91.9735,0.244273,-1.85492,1.26681,-4.29049,-0.513188,-8.50311
-88.3499,0.99042,0.186078,2,7,0,93.322,0.276944,-1.50468,-1.32965,-9.08344,-0.354705,-5.49323
-89.1176,0.996055,0.186078,4,31,0,90.7138,0.896386,-1.19074,3.97788,4.18575,6.58144,-0.926409
-89.0191,0.999939,0.186078,2,3,0,89.1437,0.884175,-1.16954,1.70095,-0.627264,6.59074,-0.776473
-89.0559,0.999901,0.186078,2,3,0,89.0607,0.890199,-1.16527,0.157927,-0.257835,6.67136,-0.697534
-89.2046,0.999117,0.186078,3,7,0,89.295,0.913414,-1.14666,-1.13218,-0.874525,6.99768,-0.365562
-88.5088,0.998782,0.186078,2,7,0,89.5374,0.802341,-1.16729,-5.40995,-0.283507,5.81652,-1.19189
-88.729,0.99509,0.186078,5,31,0,90.1105,0.377028,-1.56749,-5.78317,1.8857,0.652176,-6.04025
-90.4492,0.989951,0.186078,3,7,0,90.7943,0.572238,-1.77863,-2.2603,-1.67204,1.97943,-7.65424
-87.2402,0.999942,0.186078,4,15,0,90.8485,0.212531,-1.23059,4.01722,-7.15172,-1.34404,-2.96782
-87.1102,0.999849,0.186078,5,31,0,87.4112,0.140193,-1.11741,-0.388416,-2.22927,-2.60613,-1.81517
-89.3704,0.985885,0.186078,4,15,0,89.8406,-0.129812,-0.575683,1.45942,2.57847,-10.3937,4.23322
-89.7485,0.998159,0.186078,3,7,0,90.2118,-0.177798,-0.609663,2.6286,1.92974,-11.3649,4.25061
-89.5238,1,0.186078,2,3,0,89.7997,-0.154367,-0.601255,2.80837,-0.0081009,-10.84,4.16736
-88.3316,0.999354,0.186078,3,7,0,89.8637,-0.0754804,-0.73493,4.70026,-3.57185,-8.16754,2.4956
-88.5247,0.995483,0.186078,2,3,0,88.688,-0.0910802,-0.711531,-2.08076,0.445787,-8.65199,2.79345
-88.745,0.99522,0.186078,3,7,0,89.3209,-0.0656583,-0.578238,4.0564,0.0684561,-8.78775,3.83192
-88.57,0.99852,0.186078,4,31,0,91.1267,0.0236546,-1.45638,4.35839,-5.6388,-3.46498,-4.66326
-89.195,0.997717,0.186078,3,7,0,89.2961,-0.0731458,-1.50586,0.24878,-1.28938,-4.5991,-4.80667
-89.2629,0.999389,0.186078,4,15,0,89.2928,0.623547,-0.326632,0.743103,-0.421586,7.55584,5.57554
-88.9561,0.999614,0.186078,2,3,0,89.3484,0.593971,-0.344052,-2.90366,-1.27857,6.7908,5.28868
-87.1501,0.999925,0.186078,4,15,0,89.2335,0.193925,-0.62398,-4.84584,-4.60486,-2.55452,2.48866
-86.8501,0.9951,0.186078,4,15,0,88.6512,0.45555,-0.870434,-3.62272,-4.74873,2.41457,0.367744
-86.9749,0.999246,0.186078,4,15,0,87.2175,0.372447,-0.651044,-2.13563,1.1816,1.21457,2.17494
-87.4222,0.996075,0.186078,3,15,0,87.9203,0.581534,-1.13733,0.0302404,-2.89286,3.52775,-1.78105
-88.6937,0.988805,0.186078,4,15,0,90.0053,0.391444,-0.221094,6.02138,-0.852722,2.12659,5.57538
-87.3105,0.99808,0.186078,5,31,0,89.9357,0.19014,-1.24284,0.905413,-6.60535,-1.64385,-3.05229
-86.9016,1,0.186078,4,15,0,87.3128,0.216172,-1.08619,-1.15082,-2.47602,-1.45516,-1.65123
-86.966,0.996632,0.186078,4,15,0,87.7633,0.408747,-1.12179,4.77416,0.012726,1.35819,-1.98312
-87.7645,0.992404,0.186078,4,15,0,88.5971,0.0228584,-1.23339,-0.0196199,-3.74032,-4.15205,-2.58212
-87.0697,0.999936,0.186078,3,9,0,87.811,0.147493,-1.10509,-3.57698,-2.22135,-2.5141,-1.71638
-87.0107,0.996087,0.186078,3,15,0,88.0728,0.513932,-0.961538,5.00851,1.76095,3.11215,-0.332518
-86.9719,0.995377,0.186078,3,15,0,88.0597,0.24509,-1.14104,-5.27831,-1.37895,-0.961367,-2.18061
-86.7218,0.988318,0.186078,3,15,0,89.6708,0.280802,-0.994296,2.78965,6.70659,-0.499659,-0.867842
-86.7843,0.996246,0.186078,3,15,0,87.5125,0.405837,-0.809834,2.91928,2.68827,1.67272,0.830913
-87.1388,0.997718,0.186078,4,15,0,87.334,0.288408,-1.21737,1.50791,1.39433,-0.30749,-2.90039
-87.2312,0.997984,0.186078,4,15,0,87.9087,0.574631,-0.981822,-1.03172,3.28016,3.91113,-0.348923
-87.9258,0.996552,0.186078,4,15,0,88.2888,0.404642,-1.41286,-3.18779,-0.355747,1.03357,-4.63988
-87.5057,0.999896,0.186078,4,15,0,88.2249,0.334286,-1.32547,2.79192,-2.73923,0.282779,-3.88559
-88.6754,0.993484,0.186078,4,15,0,89.5289,0.730345,-0.634919,0.752939,3.74269,7.86444,3.57441
-87.5158,1,0.186078,4,15,0,88.6778,0.608685,-0.779025,4.71119,2.54538,5.14221,1.64142
-86.9042,0.999169,0.186078,3,7,0,87.7181,0.428125,-0.742334,-4.63735,-1.01822,2.16546,1.4562
-86.9656,0.99885,0.186078,4,15,0,87.3129,0.202866,-0.699542,-3.09803,-0.43925,-2.23414,1.82656
-87.3714,0.997021,0.186078,3,7,0,87.4013,0.0963611,-0.677574,0.515335,0.588603,-4.57304,2.27018
-89.8485,0.987756,0.186078,4,15,0,90.6067,0.20472,-0.0482709,-4.3036,-1.36112,-3.34691,6.79068
-88.1852,0.994989,0.186078,4,15,0,91.1138,0.110095,-0.415404,3.59347,-6.45143,-5.07852,4.40904
-87.7723,0.997684,0.186078,4,15,0,89.3264,0.667745,-1.13896,2.05458,4.86134,4.52002,-1.50735
-87.2195,0.99886,0.186078,4,15,0,88.3957,0.0813563,-0.804214,-2.80032,3.89312,-4.49091,1.19809
-86.754,0.974517,0.186078,3,15,0,91.8939,0.2372,-0.814615,-12.1009,0.541618,-1.39739,0.773853
-86.9015,0.99524,0.186078,3,15,0,87.8712,0.23733,-1.1018,-0.345718,4.02781,-1.11151,-1.81574
-86.9885,0.999688,0.186078,4,15,0,87.0484,0.256038,-1.15275,0.881769,-0.741758,-0.792415,-2.2955
-86.8399,0.999463,0.186078,4,15,0,87.2096,0.210909,-1.03724,-0.980326,-2.37649,-1.59894,-1.1983
-86.7958,0.999919,0.186078,4,15,0,86.8947,0.426838,-0.85013,-0.865527,-1.10481,1.97634,0.501529
-88.0357,0.991555,0.186078,3,15,0,88.3916,0.115462,-1.39765,-2.5886,-1.42881,-2.39827,-4.34488
-89.4635,0.995807,0.186078,4,15,0,89.9806,-0.23188,-1.29783,2.37364,-2.31905,-8.02355,-2.03267
-89.2435,0.99642,0.186078,4,15,0,90.5745,-0.230386,-1.07981,5.75689,1.69829,-9.3565,0.13283
-93.5674,0.984089,0.186078,4,15,0,96.1402,-0.520018,-1.75129,1.81413,6.42631,-9.5501,-4.72643
-91.8958,0.99942,0.186078,2,7,0,94.2023,-0.414337,-1.59121,-5.78427,-4.36926,-9.09458,-3.8284
-87.8425,0.998004,0.186078,4,15,0,93.2108,0.0217489,-1.26048,10.8148,4.63222,-4.08208,-2.83276
-87.8877,0.999856,0.186078,2,3,0,87.8919,0.0127855,-1.26334,0.296765,-0.134426,-4.21055,-2.83046
-87.2262,0.995077,0.186078,3,15,0,89.5419,0.459505,-0.621931,5.67691,4.46863,2.98513,2.55364
-86.7229,0.97871,0.186078,3,11,0,90.6702,0.246289,-0.845109,-8.15163,-5.22206,-1.19712,0.494414
-86.6759,0.997808,0.186078,3,15,0,87.1439,0.317068,-0.92726,2.76115,-1.83933,0.0836517,-0.27089
-87.4108,0.99481,0.186078,3,9,0,87.6637,0.0311903,-0.856959,-2.63591,0.406676,-5.32616,0.895353
-88.4678,0.997275,0.186078,4,15,0,88.808,0.584493,-0.430765,-2.80456,1.04489,6.17859,4.55339
-87.5121,0.99982,0.186078,4,15,0,88.8958,0.214777,-1.31277,4.1786,3.60372,-1.22524,-3.72056
-87.3741,0.989574,0.186078,3,15,0,90.2637,0.369079,-0.506006,-2.27188,-6.74696,1.26695,3.37815
-87.7047,0.998594,0.186078,3,7,0,87.7856,0.318074,-0.408288,1.44787,-0.35623,0.123204,4.13167
-90.3397,0.972767,0.186078,3,7,0,90.9671,0.776344,-0.379685,-0.910983,3.17108,10.5065,6.15978
-89.5935,1,0.186078,3,7,0,90.3631,0.712515,-0.400645,-4.23436,-1.54694,9.04388,5.51654
-90.8308,0.982563,0.186078,3,7,0,92.2648,0.635618,-0.0995839,-6.30855,-0.838268,9.16296,7.31415
-91.6892,0.990937,0.186078,2,3,0,91.7493,0.655275,-0.0125437,-1.14544,0.48768,10.2698,8.02031
-93.0109,0.982321,0.186078,2,3,0,93.0249,0.704416,0.0777502,-0.368018,0.396191,12.38,8.94976
-91.127,0.999011,0.186078,2,3,0,93.243,0.673562,-0.10901,-4.00327,-5.11237,10.1186,7.49548
-89.2643,0.999072,0.186078,3,7,0,91.6245,0.598468,-0.29367,-4.37829,-5.3283,7.14267,5.70004
-88.6315,0.999796,0.186078,3,7,0,89.6105,0.460017,-0.270031,-4.69634,-1.86706,3.82669,5.35534
-88.5777,1,0.186078,1,1,0,88.6357,0.46008,-0.280192,-0.348914,-0.950108,3.80261,5.28077
-88.2233,0.999898,0.186078,3,7,0,88.6365,0.465589,-0.355126,-0.965494,-2.5289,3.74778,4.73111
-87.6721,0.986973,0.186078,4,15,0,90.6108,-0.0130305,-0.85156,5.61193,5.55593,-6.24999,1.12482
-87.0953,0.999197,0.186078,4,15,0,88.6326,0.340355,-0.589352,-6.3995,-1.32667,0.590466,2.67475
-86.6854,0.999682,0.186078,3,15,0,87.2405,0.278016,-0.927208,0.654529,3.01234,-0.576287,-0.261601
-86.7111,0.99898,0.186078,3,15,0,86.8784,0.248366,-0.931317,-2.17679,-0.159579,-1.08311,-0.278727
-86.6823,0.997969,0.186078,3,11,0,87.1214,0.293805,-0.939106,3.51871,-0.316841,-0.30454,-0.374465
-86.7863,0.999233,0.186078,3,15,0,86.8368,0.41588,-0.830696,-0.877804,-0.6298,1.81895,0.65899
-86.6825,0.998148,0.186078,3,15,0,87.1703,0.302763,-0.944849,-3.01807,-1.68596,-0.153681,-0.428051
-86.8541,0.998942,0.186078,3,11,0,86.889,0.39256,-0.731777,-0.268852,-0.738265,1.5246,1.50012
-86.808,0.999719,0.186078,2,7,0,86.9148,0.382753,-0.754793,0.876036,1.15917,1.31906,1.28947
-87.8914,0.992716,0.186078,3,7,0,87.966,0.62396,-0.650047,-1.42918,0.229796,5.95328,2.86665
-87.2856,0.999436,0.186078,4,15,0,88.3184,0.051811,-0.885433,-4.55531,-2.2711,-4.81264,0.560456
-87.2277,0.998852,0.186078,5,31,0,87.7138,0.572813,-0.991012,3.48899,1.00627,3.85747,-0.44003
-88.4923,0.995467,0.186078,4,15,0,88.5131,0.810672,-1.06223,-0.397023,-0.507219,6.45285,-0.0935822
-86.6883,0.99678,0.186078,5,31,0,89.5198,0.292706,-0.952229,-8.98364,-0.372447,-0.319245,-0.492274
-87.2628,0.992872,0.186078,3,15,0,87.9767,0.582816,-0.979079,4.51426,-0.135935,4.03199,-0.297186
-87.2218,0.998678,0.186078,5,31,0,87.8745,0.519415,-1.13494,-4.00305,1.24412,2.77607,-1.91959
-87.9677,0.996356,0.186078,3,7,0,87.9949,0.690149,-1.19329,-0.680288,-0.429337,4.55555,-1.94376
-87.4445,0.999995,0.186078,3,7,0,88.0483,0.543336,-1.20477,3.92246,-1.04952,2.90052,-2.51231
-89.2335,0.991538,0.186078,3,15,0,89.8745,0.848104,-1.38499,4.12347,-0.881527,5.18003,-3.15675
-88.4012,0.998198,0.186078,4,15,0,90.0695,0.772289,-0.856152,-4.87216,3.75233,7.16018,1.73205
-87.8939,1,0.186078,3,7,0,88.4463,0.68951,-0.828991,-3.97315,-0.0664269,6.14907,1.5431
-86.9649,0.997495,0.186078,3,15,0,88.6185,0.240654,-1.13575,-6.53512,-1.63769,-1.03145,-2.1286
-87.6036,0.996182,0.186078,4,15,0,87.9062,0.580079,-1.22266,1.67454,1.854,3.2704,-2.58514
-87.1311,0.996061,0.186078,3,15,0,88.7631,0.542895,-1.01131,-2.05834,4.99332,3.39029,-0.715629
-86.9062,0.999824,0.186078,4,15,0,87.3461,0.290516,-1.1236,3.47759,-0.532009,-0.304718,-2.04612
-87.4066,0.997021,0.186078,4,19,0,87.5411,0.314366,-0.486154,-0.37375,-1.47609,0.0339132,3.51538
-88.3298,0.989819,0.186078,2,7,0,89.3086,0.25122,-0.283625,2.19905,-3.6884,-1.65085,5.10832
-87.858,0.9985,0.186078,4,15,0,88.987,0.422161,-0.405839,3.9713,-3.11458,2.61069,4.24498
-87.3054,0.996003,0.186078,3,15,0,89.5012,0.426839,-1.24542,-1.09526,-6.016,1.45186,-3.09432
-86.8651,0.997662,0.186078,3,15,0,88.1853,0.327127,-1.10334,3.9341,-3.61729,0.225448,-1.86424
-87.3601,0.996988,0.186078,3,15,0,87.6962,0.594548,-1.0576,-2.75972,-1.08225,3.93218,-0.993106
-87.7833,0.997657,0.186078,4,15,0,88.2139,0.398145,-1.38268,-3.47483,0.371888,0.987921,-4.37229
-88.1925,0.997898,0.186078,4,15,0,89.2341,0.0601734,-0.479723,5.30799,0.970499,-6.12142,4.06882
-87.5761,1,0.186078,4,15,0,88.474,0.0606193,-0.666476,-1.65524,3.67111,-5.40736,2.48816
-89.7316,0.982257,0.186078,4,23,0,89.9169,0.947058,-1.3648,-1.24021,1.48678,6.03065,-2.46029
-89.5649,0.999779,0.186078,3,7,0,89.9689,0.954365,-1.24808,2.32185,-1.90265,6.74553,-1.19032
-88.0782,1,0.186078,4,15,0,89.99,0.744179,-1.01021,-6.44951,2.77028,5.96791,0.0739097
-86.8464,0.998431,0.186078,4,15,0,89.621,0.246324,-0.724656,8.45752,-2.13966,-1.31122,1.5528
-86.7719,0.998796,0.186078,2,7,0,87.0728,0.259116,-0.768581,-1.07752,2.09107,-1.01994,1.15873
-87.2433,0.995659,0.186078,3,15,0,87.7218,0.286212,-0.537935,0.907945,2.74896,-0.596232,3.10145
-87.5061,0.997849,0.186078,4,31,0,87.9443,0.15503,-1.2834,-2.38583,2.00415,-2.07424,-3.37062
-88.1803,0.997211,0.186078,4,15,0,88.503,0.00500506,-1.34474,-0.7606,-2.25418,-4.06166,-3.56871
-88.2202,0.999732,0.186078,1,1,0,88.2204,0.0007194,-1.35095,0.0526202,0.0555079,-4.10384,-3.61302
-88.1461,0.999706,0.186078,2,3,0,88.2993,0.0199518,-1.35156,-1.59998,-1.03361,-3.8241,-3.6794
-86.8795,0.997301,0.186078,3,15,0,89.1577,0.295886,-0.681585,4.68966,5.03534,-0.337289,1.89273
-87.0423,0.998336,0.186078,4,15,0,87.2906,0.525168,-0.941029,-0.0606712,2.04229,3.32816,-0.115926
-87.0873,0.998692,0.186078,3,7,0,87.2927,0.534505,-0.985799,-2.42009,-0.0968091,3.34311,-0.502652
-86.6756,0.999161,0.186078,3,15,0,87.4315,0.333217,-0.890142,4.4057,-1.13679,0.361217,0.06374
-86.9035,0.992968,0.186078,3,11,0,88.184,0.342724,-0.672413,0.263343,4.6342,0.606501,1.97412
-87.1724,0.998808,0.186078,4,15,0,87.2369,0.181237,-1.18785,-0.746446,0.869885,-1.85069,-2.53547
-87.0938,1,0.186078,2,3,0,87.1823,0.20371,-1.17152,1.16652,0.82825,-1.54108,-2.41667
-87.2979,0.993361,0.186078,4,31,0,89.0159,0.442379,-0.577617,3.13556,4.80517,2.73322,2.89185
-87.3029,0.995373,0.186078,4,15,0,88.3704,0.0446968,-0.932409,-3.51212,-3.26896,-4.78716,0.153908
