# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1640674464
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.99
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=startle_full_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,z_beta.4,z_b.1,z_b.2,z_b.3,z_b.4,z_b.5,z_b.6,z_b.7,z_b.8,z_b.9,z_b.10,z_b.11,z_b.12,z_b.13,z_b.14,z_b.15,z_b.16,z_b.17,z_b.18,z_b.19,z_b.20,z_b.21,z_b.22,z_b.23,z_b.24,z_b.25,z_b.26,z_b.27,z_b.28,z_b.29,z_b.30,z_b.31,z_b.32,z_b.33,z_b.34,z_b.35,z_b.36,z_b.37,z_b.38,z_b.39,z_b.40,z_b.41,z_b.42,z_b.43,z_b.44,z_b.45,z_b.46,z_b.47,z_b.48,tau.1,tau.2,tau.3,aux_unscaled.1,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,p_z_beta.4,p_z_b.1,p_z_b.2,p_z_b.3,p_z_b.4,p_z_b.5,p_z_b.6,p_z_b.7,p_z_b.8,p_z_b.9,p_z_b.10,p_z_b.11,p_z_b.12,p_z_b.13,p_z_b.14,p_z_b.15,p_z_b.16,p_z_b.17,p_z_b.18,p_z_b.19,p_z_b.20,p_z_b.21,p_z_b.22,p_z_b.23,p_z_b.24,p_z_b.25,p_z_b.26,p_z_b.27,p_z_b.28,p_z_b.29,p_z_b.30,p_z_b.31,p_z_b.32,p_z_b.33,p_z_b.34,p_z_b.35,p_z_b.36,p_z_b.37,p_z_b.38,p_z_b.39,p_z_b.40,p_z_b.41,p_z_b.42,p_z_b.43,p_z_b.44,p_z_b.45,p_z_b.46,p_z_b.47,p_z_b.48,p_tau.1,p_tau.2,p_tau.3,p_aux_unscaled.1,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3,g_z_beta.4,g_z_b.1,g_z_b.2,g_z_b.3,g_z_b.4,g_z_b.5,g_z_b.6,g_z_b.7,g_z_b.8,g_z_b.9,g_z_b.10,g_z_b.11,g_z_b.12,g_z_b.13,g_z_b.14,g_z_b.15,g_z_b.16,g_z_b.17,g_z_b.18,g_z_b.19,g_z_b.20,g_z_b.21,g_z_b.22,g_z_b.23,g_z_b.24,g_z_b.25,g_z_b.26,g_z_b.27,g_z_b.28,g_z_b.29,g_z_b.30,g_z_b.31,g_z_b.32,g_z_b.33,g_z_b.34,g_z_b.35,g_z_b.36,g_z_b.37,g_z_b.38,g_z_b.39,g_z_b.40,g_z_b.41,g_z_b.42,g_z_b.43,g_z_b.44,g_z_b.45,g_z_b.46,g_z_b.47,g_z_b.48,g_tau.1,g_tau.2,g_tau.3,g_aux_unscaled.1
-139.262,0.994448,0.0348064,7,127,0,176.454,0.258512,0.799194,0.769883,-0.165398,-0.134907,-0.0424849,1.44805,0.786493,0.379527,-0.199524,0.289322,-0.0672274,0.487818,-1.44162,-0.155046,1.83399,0.288036,-1.74011,1.24575,-0.433628,-1.13081,1.11354,-1.25557,0.535266,-0.492438,0.57372,0.65803,-0.524771,0.235004,-0.430547,-1.05792,-1.60276,-1.04022,-0.233479,1.88832,-0.671127,0.382044,-0.138031,-0.532228,0.987613,0.0632446,-0.134997,-0.461854,0.120081,-0.10679,-0.175437,0.0440942,-0.320988,1.70643,-0.465307,1.36554,0.664288,1.80549,-0.278875,-0.202896,0.260425,-1.19726,-0.0970007,0.281928,-0.0269082,5.2216,2.13835,-0.0861819,0.427726,-3.40668,-1.79983,-0.629482,0.167485,-0.505135,-1.19693,0.376059,-0.104814,-2.84096,1.97586,0.508721,1.28002,0.396221,-1.27441,0.6683,-1.71421,0.804093,0.133079,-0.458161,1.38712,0.661697,0.512891,0.0298481,-0.933207,-1.73382,-0.740103,-1.82972,-1.23124,-0.395307,1.73578,1.8909,1.03316,0.292397,-0.150366,-1.0193,-0.766241,1.72085,-0.0520708,0.507265,2.36013,-0.217832,0.103268,-0.0351325,1.86946,1.42378,-0.15709,-0.767333,0.399752,1.18015,1.82645,4.20373,2.73353,1.96295,-0.197151,-0.0980488,-0.0508549,1.51225,0.839419,0.389722,-0.0832787,0.401225,-0.0742901,0.616484,-1.40803,-0.410962,1.89861,0.350895,-1.88616,1.28579,-0.376557,-1.17291,1.22046,-1.22166,0.597761,-0.430718,0.628977,0.780003,-0.481946,0.214109,-0.367688,-1.02573,-1.54366,-1.00054,-0.197627,1.92985,-0.738196,0.382044,-0.0466571,-0.423787,1.05262,-0.161944,0.165219,-0.326047,0.395237,-0.246019,-0.04586,0.197986,-0.249164,1.76581,-0.465307,1.596,2.06492,1.80549,0.504692,-0.197007,1.54261,1.78377
-136.823,0.999028,0.0348064,7,127,0,165.814,0.0348689,0.0646109,0.207984,-0.212259,0.379426,0.95125,-1.18886,-1.50106,-0.119413,0.284976,-1.66788,0.343176,-0.985326,0.170869,0.660899,-0.952058,-0.480116,2.00314,-1.26985,-0.672584,0.904134,-1.00415,1.60755,0.764302,0.209739,0.131235,-1.45143,1.44095,0.0483168,0.528042,1.38707,-1.13392,-0.185593,-0.182234,-0.905383,0.15027,1.00288,0.618852,-0.340333,-0.0326598,-0.233629,-0.299698,0.240209,-0.852062,1.67578,-0.444639,0.377475,-1.33603,0.110988,0.239181,0.368358,-1.02944,-2.39398,0.61339,-2.25837,0.365957,-0.73586,-1.89801,-0.670632,3.00704,2.74963,-0.932159,0.418931,1.03554,0.405376,0.171417,0.245406,-0.762871,-0.215753,0.0288782,-1.57464,-0.304364,1.69077,0.126993,-1.57804,0.644887,-1.06136,-1.44451,1.00511,-0.272501,1.39682,-0.368449,1.0176,-0.096099,0.598358,0.0868625,-0.409218,-0.443886,-2.93548,-1.26524,-0.37643,1.68957,-1.26404,1.14589,0.338924,-0.95122,1.16047,-0.128093,-0.37563,-0.384476,-0.45093,0.82544,-0.433856,0.274336,-1.18685,2.15597,-0.397453,1.14919,0.158323,0.0573321,-0.34406,-0.449481,-0.00911363,-5.94122,-1.31661,-4.4155,0.816214,-2.5244,0.937299,1.36047,-0.929778,-1.37168,-0.714274,0.931397,-1.49113,-0.453702,-0.627388,0.339829,-0.388254,-0.774145,-0.158928,1.92635,-1.93731,-0.991488,0.627556,-1.14949,1.91228,1.00778,0.538001,0.3995,-1.51379,2.03559,-0.427992,0.289618,1.67075,-1.04318,0.0553619,-0.0417063,-1.1456,-1.21839,1.00288,0.618891,-0.294893,-0.121807,-0.276408,-0.248119,0.264405,-0.807882,1.66091,-0.473607,0.418096,-1.40935,0.0877999,0.239181,0.866137,-2.4406,-2.39398,1.69461,-0.846619,2.07796,0.642317
-138.568,0.996961,0.0348064,7,127,0,169.534,-0.346369,0.432561,-0.151479,-0.357754,0.0787031,-0.254562,-0.815078,-0.937076,-1.40257,-1.1727,-0.950472,0.709388,-0.632755,-0.368966,0.100427,0.337233,-0.251538,0.589228,-0.0377626,-1.35235,-0.266889,-0.0711121,-0.228282,-0.304749,0.896079,-0.923663,0.918332,0.200787,-0.850722,2.30457,-0.466565,-1.05499,1.08738,1.237,2.33095,1.61527,0.38643,-1.04874,0.514393,0.00758023,0.468372,-0.168122,-0.817259,0.655709,-0.595156,0.0442974,1.4027,1.36999,-1.46733,0.53436,0.889685,-0.0769858,-1.57387,0.087937,-0.54272,-1.28996,-0.587104,-0.0939454,-0.459059,-1.04479,0.0492168,-4.90115,-1.01924,1.40921,1.80797,0.821741,-0.315091,1.98565,-0.494917,0.873771,-0.185813,1.28548,0.679702,0.386992,-1.73168,1.52788,1.22375,-0.462309,1.1514,-1.77736,-0.915189,-0.641373,0.0664983,0.87074,-1.79724,0.544864,-1.08263,-1.55867,1.54293,-0.154669,-0.583471,-0.0191191,-0.434877,-1.21894,-0.190699,0.0511194,0.193976,0.546353,0.0693564,-0.0494078,0.375558,-1.30553,0.507456,-0.891834,1.16125,0.402336,-0.499783,1.31786,-1.11248,3.42654,0.243605,0.925403,-0.797858,-0.417472,-4.03495,-1.3236,0.0531387,0.940623,-3.1935,-0.650263,-0.633779,-0.8639,-2.24495,-0.858979,-0.748769,0.690644,-0.124791,-0.250928,-1.81945,0.57156,-0.0510905,-0.35985,-0.0079146,-1.43486,-1.01163,-0.259475,-0.156154,-0.0903177,1.12377,-0.740783,1.41493,-0.1322,-1.40561,2.53026,-0.400802,-0.931959,1.24988,1.43998,2.56502,1.16053,0.38643,-1.20149,0.494788,-0.547364,-0.312149,0.362079,-0.904817,1.15482,-1.4312,0.0547544,1.74271,1.43872,-1.77017,0.53436,0.191278,0.0123983,-1.57387,1.23215,1.18468,-1.35296,3.6452
-148.28,0.997873,0.0348064,7,127,0,170.37,0.689911,0.347044,-0.381982,-0.253816,0.326088,-0.557558,0.951328,-1.38639,-0.281968,0.260574,1.20781,-0.86592,2.12162,1.71818,1.66273,-1.62802,0.80664,-0.434544,-1.66639,1.46544,-0.704819,-0.849766,-0.460842,-0.297171,-0.845853,-1.16662,0.298582,-1.66487,0.076142,-1.35743,0.00492016,-0.928836,-1.15769,-1.5722,-1.41902,-0.302892,0.0646468,1.5448,-1.76933,-0.99515,-0.868157,-2.37188,0.540217,0.254483,1.82661,-0.810157,-1.47144,-1.87856,0.541707,0.425042,-0.040422,-1.32814,-0.0754538,-0.145504,-0.654269,0.875289,-0.940348,0.185621,0.636782,0.606932,0.532582,1.14907,0.390956,0.366368,1.22855,1.69378,0.978917,0.360324,-0.309531,-0.49675,-0.178428,-0.453485,0.242544,-0.19734,-0.233504,0.444637,0.941931,0.54364,0.152907,0.352729,0.356981,-0.922033,1.44654,-1.26711,0.512263,0.909699,-2.24384,0.460545,1.45431,-1.03974,-0.630024,-2.02659,-1.36543,-0.442055,0.433247,0.153712,0.397756,-0.157251,1.00991,0.685197,-1.01839,0.262742,0.135603,-1.40535,-1.0139,1.55387,-0.766183,-1.04643,-0.207966,1.73285,0.372292,0.807451,1.25489,2.17639,-1.71793,-2.61663,-0.641113,-2.26644,0.228073,-0.547911,1.07264,-1.32809,-0.393128,0.470716,1.38271,-1.19131,2.36035,1.7679,1.19555,-1.5361,0.92248,-0.640307,-1.83895,1.45761,-0.773623,-0.750576,-0.411326,-0.235185,-0.766956,-1.08333,0.451581,-1.72486,-0.00678648,-1.65756,0.0616997,-0.852743,-1.1028,-1.5464,-1.41271,-0.934685,0.0646468,1.60045,-1.66342,-1.33385,-0.963519,-2.1458,0.568641,0.4832,1.70728,-0.964798,-1.39556,-2.14806,0.427457,0.425042,-0.252638,-2.82908,-0.0754538,0.910953,-0.384391,3.4016,1.74243
-134.39,0.992413,0.0348064,7,127,0,173.194,-0.102025,0.40276,-0.0625457,-0.244152,0.113151,-1.53493,0.623308,-0.484546,0.597171,0.468169,-0.483619,-0.141471,-0.790753,-0.732766,-0.650254,-0.455765,0.660776,0.695796,-0.910415,0.242775,0.238914,1.2474,0.516262,-0.954709,0.00503113,-0.169333,0.0188553,1.45789,-1.25308,-0.647392,-0.121949,-0.882604,0.301601,0.156906,0.249147,0.0309517,0.160434,0.27939,1.55103,0.208042,1.09775,-0.102688,-0.0765303,-1.76694,-1.63237,-0.0795441,-0.318537,-0.452799,2.23197,1.22251,0.830973,-1.56482,-0.418038,-1.98082,-1.06088,-0.279129,-0.944609,-4.41217,2.66804,0.134072,-3.69484,-5.12679,0.546079,-1.16657,1.54619,0.267217,-0.458339,-1.22409,1.0036,-2.04752,-1.76124,-1.34972,1.69717,-1.03401,0.545774,1.91123,-1.57726,0.878594,0.930648,0.335435,0.461845,0.912312,1.15063,-0.388745,1.37251,0.114154,1.58067,-0.0442723,1.10972,1.23922,1.49223,1.33236,0.409594,-0.0909771,-2.36118,0.625486,0.872003,0.423461,1.56157,-0.981837,-0.609682,-0.423532,1.04456,1.2713,2.48604,-0.860407,-0.741663,0.0445084,0.643691,0.212032,-0.036679,-1.5651,1.14102,-2.1136,-3.3263,-1.97048,0.247841,0.799954,-0.174691,-1.54072,0.640327,-0.473562,0.573274,0.499205,-0.459617,-0.172391,-0.759435,-0.725795,-0.757168,-0.439458,0.677596,0.611307,-0.920622,0.243391,0.199693,1.25611,0.524048,-0.942513,0.014304,-0.154287,0.0453628,1.4502,-1.27582,-0.673162,-0.114272,-0.871316,0.312669,0.164277,0.248727,-0.0605401,0.160434,0.278251,1.6105,-0.0112209,0.90982,0.0606927,-0.060206,-1.63576,-1.91445,-0.134764,-0.24245,-0.538502,2.17136,1.22251,0.0562187,-1.76362,-0.418038,-0.844387,-0.719489,-0.576263,-1.80897
-133.035,0.999484,0.0348064,7,127,0,154.096,0.00574513,0.885664,-0.275537,-0.209151,0.156448,1.10363,-0.81756,-0.323621,0.023891,-1.01872,-0.00993336,0.666331,-0.00360811,-0.593652,2.08533,-0.017342,-1.30966,-0.769293,2.01224,0.36324,0.368958,-1.50409,-0.20811,1.16959,-1.51957,0.395118,0.124084,-2.20382,1.20648,1.06194,-0.70932,0.272824,-1.68898,0.016034,-0.041132,-0.0265399,-0.0177418,-0.733789,-0.607587,0.744777,-0.551707,-0.10867,-0.0581121,0.710389,0.989455,-0.468507,-0.211928,0.0498626,-0.125387,0.279264,0.61151,-0.490781,0.353645,-0.118682,-1.67581,0.588225,-0.703663,-2.36512,-0.0220173,2.19191,-1.08323,3.97231,1.02829,-0.455208,0.619156,-0.789565,-0.38724,0.221009,-0.369293,0.367584,1.23008,-0.69091,0.269459,-0.0387368,0.214851,-0.165646,-0.667091,-0.564845,-0.899954,-0.575276,0.00577823,0.732179,-0.454536,-0.665466,0.949488,0.521606,-0.0475815,0.473467,0.639203,0.434676,-0.325588,-0.331048,1.30308,-0.186496,0.257971,-1.59334,-0.606091,-0.980797,0.0680248,0.189094,1.57257,1.41621,0.282696,0.447011,0.507946,-2.64714,-1.82643,-1.52591,0.29868,0.21625,-1.68993,0.924435,0.733809,-0.573929,2.6348,4.57709,-1.36833,0.852291,0.484152,1.35213,-0.631193,-0.253552,-0.0115995,-0.692489,0.201619,0.606022,0.367503,-0.564345,1.42606,0.165592,-1.1353,-1.18202,2.12103,0.410831,0.36347,-1.45057,-0.175585,1.33615,-1.41951,0.567536,0.448497,-2.54619,1.27762,1.21313,-0.681181,0.426731,-1.64432,0.0546836,-0.114605,-0.574074,-0.0177418,-0.776865,-0.498911,0.675952,-0.597012,0.0355635,-0.0767378,0.83255,0.933756,-0.425694,-0.163413,0.0662554,-0.132752,0.279264,0.391515,2.07594,0.353645,-0.432012,-0.88505,-0.593438,-2.35652
-135.328,0.999208,0.0348064,7,127,0,151.625,0.496255,0.268735,0.234606,-0.247611,0.470187,-1.799,0.762563,-0.385328,-0.396966,0.923569,-0.23483,-0.634171,-0.18277,0.547377,-1.31498,-0.0870926,1.0612,1.27949,-1.38496,-0.105578,-0.200587,1.00796,0.105479,-1.47947,2.12262,-0.549488,-0.426356,2.33344,-1.14473,-0.803898,0.798345,-0.292957,1.82413,-0.0142772,0.00222619,0.614363,0.147005,0.227761,-0.124149,-0.226063,0.91137,-1.06996,-0.284678,-1.68832,0.141923,0.299548,-0.712057,-0.0283756,0.156442,-0.230595,0.320225,0.265105,-0.345128,-0.990235,1.46981,-0.970994,-0.723401,0.265802,0.425317,0.424816,-2.1558,0.447496,0.796222,-0.595864,1.125,1.0343,-0.667501,0.134495,0.803838,-0.821676,0.0512269,-1.30168,-0.308091,0.687373,0.0427322,-1.84226,-0.995136,-0.0964622,1.22826,0.119849,0.756099,-0.834873,-0.0564142,0.289859,1.02064,0.337087,-0.754647,-0.171273,-0.886266,-0.000492513,-0.912641,-0.108954,0.357202,-0.393278,-0.277101,-0.759215,0.875403,2.87011,0.134308,0.0138444,0.0204622,0.853739,-0.00758204,0.429334,1.46346,0.909666,-0.388954,-0.932814,0.307147,1.10989,0.497809,0.465849,-0.057456,-0.0645016,3.95408,-2.79223,-0.301666,4.49315,2.87656,-1.78412,0.836271,-0.34698,-0.399025,1.04725,-0.107045,-0.70557,-0.16475,0.597305,-1.34325,-0.00506618,1.10577,1.12278,-1.39802,-0.0421294,-0.289442,1.07888,0.164396,-1.45452,2.06747,-0.477457,-0.438488,2.38548,-1.03089,-0.831855,0.858789,-0.227162,1.83777,0.00402975,0.0506426,0.532524,0.147005,2.33407,1.32677,0.103525,4.41395,-0.552426,1.05291,-2.04122,-1.96236,1.25364,0.245174,-0.432582,0.0352268,-0.230595,0.352825,0.944323,-0.345128,-0.647151,5.72497,-0.43079,2.30738
-140.476,0.990696,0.0348064,7,127,0,161.927,0.194879,1.32843,-0.344902,0.198456,-0.477352,0.396228,-1.29762,0.388045,-0.271348,-0.951986,-0.15389,0.953132,-0.715945,-0.274307,2.54622,0.109792,-0.608045,-0.628997,0.910044,1.00395,-0.204647,-0.983537,-1.229,-0.403299,-1.1688,-0.204325,0.653183,-2.00083,2.07006,0.267082,0.49959,-0.282776,-1.54855,0.167851,-0.0954134,0.581996,-0.0750725,-0.0314911,-0.551117,1.14659,-0.395622,-0.166293,0.441962,0.878051,0.672727,-0.894601,0.957032,0.935329,0.0422819,-0.0252813,1.85022,-1.46849,0.549883,0.294448,0.065686,-0.828134,-0.907195,1.73881,0.0866724,-0.123503,-2.36827,-1.23908,2.37443,0.0765997,0.0785257,1.31716,-0.911934,0.0977164,-0.101669,0.685272,-0.616809,1.1791,-0.411256,-1.35602,-0.250613,1.09111,-0.978373,0.890062,-0.893341,1.23596,2.63216,-2.06797,1.0217,-0.518184,0.0876399,-0.567728,0.822636,-1.66203,0.572077,-1.32785,-0.348235,0.31903,-0.560351,-0.139423,-0.255098,0.81002,-0.385069,0.147947,1.04253,0.184538,0.822639,0.352631,0.233209,-0.105052,-0.87964,-0.157691,0.436489,-0.393592,1.78625,-0.286557,-0.735614,0.601154,0.228737,1.1211,2.5047,3.12643,-2.86306,6.3119,-6.32429,0.441368,-1.1162,0.507372,-0.238212,-0.650015,0.113959,1.13023,-0.321554,-0.206069,2.20476,0.317303,-0.437415,-0.91864,1.10225,1.10434,-0.211284,-0.937315,-1.19505,-0.200108,-1.24789,-0.0438151,0.966525,-3.44695,2.24153,0.481137,0.57253,-0.080785,-1.50337,0.253702,-0.13631,0.318107,-0.0750725,-0.255834,-0.305035,1.20227,-0.41181,0.383305,-0.407542,1.28384,0.597717,-0.652861,1.20466,1.2834,0.178962,-0.0252813,1.43184,-0.613922,0.549883,2.38487,0.200659,-2.59216,1.88836
-139.236,0.999265,0.0348064,7,127,0,161.576,0.132155,-0.412316,0.2573,-0.675709,0.423225,-1.0842,0.00781997,-0.727301,0.522959,0.759081,0.658207,0.452532,0.699216,0.247564,-0.368365,-0.0103239,0.0771711,1.86317,-1.1807,-0.893766,1.31107,0.970945,0.0183525,0.739965,0.592313,-0.711227,-0.587545,0.84734,-1.91018,0.102911,-0.605091,-0.443075,1.35833,-0.184765,1.08471,1.61274,-0.315524,-0.451514,0.482771,0.674715,-0.15028,-1.1775,-0.839173,-1.53473,0.658113,1.32755,-1.56159,-0.239912,0.0971146,-0.0439874,-1.60262,1.99049,0.0678454,-0.560511,-0.121548,-2.58662,-0.724185,-1.61725,-0.214174,-2.04304,-0.922078,-1.56043,-1.67817,-1.19361,-1.65167,-0.685884,1.24627,1.56148,1.17024,0.68113,0.505706,0.180071,1.09213,0.142258,-1.28535,-0.377821,0.428593,-0.198038,1.94422,-2.2009,1.02903,-0.83697,-0.433149,1.15481,-2.11705,0.838654,0.223028,0.388568,-0.275278,-0.339755,0.1359,0.58516,0.486853,-1.14717,-0.82464,0.93095,0.969866,-1.30372,0.0880606,0.401446,0.931117,-0.094885,0.782237,0.353486,0.0394978,0.425221,-0.107398,0.252394,1.10425,0.810241,-0.579904,0.362688,0.565263,0.822215,0.202351,-6.00592,1.36285,-3.98795,0.0994023,-1.2983,0.106554,-0.631039,0.538204,0.952799,0.812734,0.201834,0.89167,0.342793,-0.866875,0.0426958,0.155586,1.67507,-1.31576,-0.804681,1.23323,0.976966,0.10851,0.7862,0.691487,-0.619885,-0.449042,0.97237,-2.13219,-0.173615,-0.521696,-0.376002,1.44646,-0.113355,1.15739,1.47988,-0.315524,-0.238803,0.490442,0.794733,-0.746369,-0.640295,-0.645323,-1.00251,0.349653,1.0793,-1.19261,-0.690549,-0.194327,-0.0439874,-1.63477,2.02925,0.0678454,0.198262,-2.67722,-0.79607,-1.32699
-142.362,0.998785,0.0348064,7,127,0,167.208,-0.0351763,0.629117,-0.609953,-0.64325,0.612944,1.7727,0.364627,0.871495,0.215463,-1.72576,-0.419926,0.406439,0.714574,-0.0607317,0.218982,-0.236398,-1.28356,-0.687969,-0.31933,1.68602,-0.162459,0.517907,-0.223825,-0.923219,-0.826659,-0.575742,1.60098,-1.47412,0.647264,-0.0189484,0.618147,0.607037,-1.50941,-0.00540504,0.183882,-1.43609,1.41509,0.440502,-1.45091,-0.428682,1.65662,0.0118255,0.339589,0.608611,0.609304,0.0500879,-0.966706,0.671999,1.84236,0.520535,1.45887,-0.151379,1.28004,0.0105759,-0.885076,0.217752,-1.70935,-0.410799,-4.83959,-0.439587,-0.243382,2.91329,-0.936649,0.355805,-0.536923,0.825163,0.192984,0.677346,0.577089,1.48813,0.341349,-1.01009,-0.0541312,-0.625312,1.36596,-1.58897,-0.0909287,1.33175,1.35806,-0.00514105,0.372748,0.467843,-1.11189,0.228216,-0.0528417,-1.7685,-0.259801,-0.388447,-0.0431511,1.08918,-0.161102,1.37778,1.04418,0.329545,0.209522,-0.982643,1.32196,0.949858,-0.777811,-1.52069,-0.744354,-0.120829,1.17963,-1.86594,-0.428496,0.521318,0.281751,-2.34187,2.86174,1.03859,-0.18207,0.202422,-0.53134,0.615041,-0.163006,3.60305,-1.30839,-2.77667,4.31714,1.81518,0.396521,0.887489,0.239841,-1.66329,-0.380062,0.374206,0.778618,-0.0475192,-0.199628,-0.207735,-1.25238,-0.735891,-0.329671,1.70431,-0.168473,0.554076,-0.210555,-0.898615,-0.798869,-0.544302,1.65823,-1.43817,0.673821,-0.110905,0.633601,0.633695,-1.49546,0.00839654,0.142448,-1.51173,1.41509,0.429642,-1.41524,-0.430062,1.56562,0.0655613,0.36501,0.65655,0.598166,0.0202039,-0.941471,0.660009,1.79886,0.520535,1.16334,0.108738,1.28004,0.0688549,-0.876464,-0.227237,-5.27297
-139.037,0.998666,0.0348064,7,127,0,175.241,0.482712,-0.0537066,0.273088,-0.179653,-0.0908334,-0.692199,-1.02863,-1.30444,0.550682,1.3088,-0.0303492,-0.225442,-0.571397,0.457934,0.224442,-0.00425528,1.18065,1.36303,0.175552,-1.73973,0.584136,0.339003,0.455986,0.442489,0.72881,0.388486,-1.08597,0.673145,-0.739216,0.130983,-1.23736,-0.47807,0.289391,-0.224145,-0.0923022,0.482625,-1.24623,-0.673161,1.13495,0.754117,-0.818879,-1.50076,-0.74478,-1.98086,0.216873,0.947318,0.457491,0.0461204,-0.96282,-0.487717,-1.81031,-0.126738,-1.35859,-0.717607,-1.46834,-2.78634,-0.715881,-1.9257,-3.93854,-2.25504,2.38048,4.72598,2.22792,-2.1863,-0.198383,1.45158,-0.997719,-1.24515,0.130362,1.40618,1.00214,-0.198426,-0.740248,-0.248929,0.809328,-0.464396,0.233198,0.345243,1.58236,0.822903,-1.54939,-0.358971,-0.688315,1.90886,-2.8918,-0.143671,-0.204856,-0.8009,0.944504,-2.53169,-1.116,0.403619,-3.40844,0.71531,0.512092,-0.859846,-0.327223,0.374745,-0.0755422,0.903454,0.726122,0.243446,0.0480316,0.228729,-1.1874,1.66357,0.208704,-0.0411765,-0.252878,-1.03319,-1.22149,0.0275931,-0.606518,0.485016,3.23015,-6.16129,0.965896,2.09183,-5.73439,-0.850037,-0.952924,-1.2179,0.528374,1.48103,0.145408,-0.276397,-0.397237,0.551458,0.0820953,0.0780213,1.26557,1.09853,0.202239,-1.68855,0.444458,0.385022,0.547493,0.532669,0.788238,0.471926,-0.961611,0.626379,-0.856028,0.0967233,-1.15594,-0.392838,0.377191,-0.134533,0.0202115,0.235498,-1.24623,-0.598619,1.14965,0.70352,-0.8675,-1.32562,-0.73301,-1.83006,0.0663208,0.959735,0.590345,0.0788107,-0.963051,-0.487717,-1.82183,-0.0202249,-1.35859,-1.06704,-1.33022,-0.931007,0.441937
-144.777,0.998488,0.0348064,7,127,0,169.355,0.21122,0.388032,0.066725,-0.299479,-0.234109,0.360244,-1.31904,-2.24042,0.417815,-1.29762,-1.32695,1.08005,1.3677,-0.400322,-0.68847,-1.80827,-0.253624,0.370398,0.683392,0.451445,-0.271454,-0.149043,0.516909,-0.0603436,0.0229128,-0.300352,-0.611183,0.0931522,-0.0106135,1.58406,0.136846,-0.461188,-1.22385,1.67451,-0.908615,-0.12196,0.0749466,0.306753,0.274856,0.432258,0.247861,-3.0712,-0.5699,-1.72829,-1.75405,-0.197429,-0.36908,-0.00251247,0.0578551,-1.04457,-2.28794,1.40068,1.35046,0.648692,0.318593,-2.34463,-1.16027,-0.975418,-6.45593,0.464201,3.13024,-4.63676,-1.27727,-0.68016,-0.426099,0.388504,1.8705,0.434892,-0.49505,-0.686923,0.724112,-0.021424,0.471057,1.28234,0.977608,-0.0450624,-1.94721,0.603452,0.454411,0.41981,0.556214,0.861713,0.504833,-0.921545,0.415668,-0.958307,-0.559024,-1.44481,-0.304737,0.92837,-0.42807,0.197378,0.117045,-1.37751,-0.74668,1.02171,0.432537,-1.20437,-0.73732,-0.746981,-1.45458,0.504918,1.30288,0.873045,0.128018,-1.14258,-0.270769,-1.12606,-0.769048,-1.45985,-0.98128,-1.29938,-0.635682,1.00446,-1.76669,-1.31032,-0.141732,3.01094,-3.39524,0.158855,-1.20678,-2.16977,0.389916,-1.14729,-1.11015,1.14431,1.71377,-0.283001,-1.67377,-1.68701,-0.180573,-0.400265,0.785327,0.589816,-0.82355,-0.173771,0.660826,0.0934039,0.0189625,-0.162315,-0.529529,-0.19118,-0.159814,1.70103,0.272154,-0.336819,-1.18739,1.83015,-0.938839,-0.770085,0.0749466,0.27498,0.325699,0.0777839,-0.336499,-2.91838,-0.695837,-1.38661,-2.61551,-0.0338908,-0.0385775,0.201291,-0.00330788,-1.04457,-2.40704,1.46568,1.35046,1.39395,0.446004,-0.540565,-1.42638
